Year;Month;Municipality;Municipality Code;Connection Power;Completed Processes
2022;01;Almada;1503;11.97;10
2022;01;Almada;1503;8.0;1
2022;01;Almada;1503;3.53;3
2022;01;Almada;1503;1.0;1
2022;01;Estarreja;0108;3.57;3
2022;01;Estarreja;0108;0.48;1
2022;01;Estarreja;0108;96.0;1
2022;01;Penacova;0613;2.3;3
2022;01;Vila Real;1714;5.16;3
2022;01;Porto;1312;60.0;1
2022;01;Vila Verde;0313;5.7;9
2022;01;Águeda;0101;4.0;1
2022;01;Marinha Grande;1010;0.24;1
2022;01;Marinha Grande;1010;3.12;5
2022;01;Chamusca;1407;10.24;2
2022;01;Leiria;1009;25.78;11
2022;01;Leiria;1009;5.2;4
2022;01;Carrazeda de Ansiães;0403;0.5;1
2022;01;Portalegre;1214;1.5;1
2022;01;Celorico de Basto;0305;40.0;1
2022;01;Paredes;1310;5.63;7
2022;01;Paredes;1310;1.78;4
2022;01;Amares;0301;1.5;1
2022;01;Penedono;1812;0.48;1
2022;01;Olhão;0810;4.58;4
2022;01;Castelo de Paiva;0106;3.93;3
2022;01;Viana do Alentejo;0713;0.48;1
2022;01;Anadia;0103;0.7;1
2022;01;Faro;0805;12.55;6
2022;01;Tondela;1821;13.78;7
2022;01;Mangualde;1806;0.58;1
2022;01;Ferreira do Zêzere;1411;2.0;1
2022;01;Castro daire;1803;3.3;1
2022;01;Almeirim;1403;0.8;2
2022;01;Lourinhã;1108;4.2;2
2022;01;Lourinhã;1108;4.5;2
2022;01;Lagos;0807;1.25;1
2022;01;Pombal;1015;1.5;2
2022;01;Viana do Castelo;1609;13.02;9
2022;01;Vila Nova de Foz Côa;0914;102.0;1
2022;01;Batalha;1004;1.0;2
2022;01;Batalha;1004;2.28;3
2022;01;Gondomar;1304;36.25;4
2021;12;Covilhã;0503;21.2;4
2021;12;Vila Nova de Cerveira;1610;0.25;1
2021;12;Monção;1604;42.0;1
2022;01;Monção;1604;0.72;1
2022;01;Sabugal;0911;1.47;1
2021;12;Góis;0606;1.1;1
2022;01;Góis;0606;2.5;1
2021;12;Miranda do douro;0406;3.0;1
2022;01;Miranda do douro;0406;0.6;1
2021;12;Alvaiázere;1002;0.0;1
2022;01;Vouzela;1824;0.98;2
2021;12;Azambuja;1103;1.16;1
2021;12;Azambuja;1103;1.5;1
2022;01;Vila Flor;0410;300.0;1
2022;01;Almeida;0902;3.0;1
2022;01;Aljustrel;0201;0.64;2
2022;01;Serpa;0213;0.7;1
2022;01;Miranda do Corvo;0609;1.1;1
2022;01;Avis;1203;1.2;1
2022;01;Reguengos de Monsaraz;0711;3.0;1
2022;01;Armamar;1801;3.15;2
2022;01;Ponte da Barca;1606;2.05;2
2022;01;Sines;1513;0.87;1
2022;01;Torres Vedras;1113;1.1;2
2022;01;Odemira;0211;1.0;1
2022;01;Odemira;0211;1.96;3
2022;01;Odemira;0211;30.0;1
2022;01;Odemira;0211;0.48;1
2022;01;Viseu;1823;8.4;7
2022;01;Viseu;1823;4.25;5
2022;01;Barreiro;1504;1.65;2
2022;01;Trofa;1318;18.71;9
2022;01;Trofa;1318;0.0;1
2022;01;Póvoa de Varzim;1313;1.7;2
2022;01;Póvoa de Varzim;1313;6.95;3
2022;01;Vila Nova de Gaia;1317;6.9;3
2022;01;Seixal;1510;17.18;11
2022;01;Seixal;1510;8.48;3
2022;01;Barcelos;0302;33.52;14
2022;01;Barcelos;0302;41.67;24
2022;01;Cascais;1105;16.33;9
2022;01;Cascais;1105;3.5;2
2022;01;Vouzela;1824;1.25;1
2022;01;Pombal;1015;2.85;3
2022;01;Pombal;1015;10.75;2
2022;01;Pombal;1015;3.48;3
2022;01;Gondomar;1304;0.6;2
2022;01;Cuba;0207;1.05;1
2022;01;Cuba;0207;0.58;1
2022;01;Valongo;1315;12.3;2
2022;01;Palmela;1508;7.8;3
2022;01;Palmela;1508;5.03;4
2022;01;Ferreira do Zêzere;1411;0.96;1
2022;01;Paços de Ferreira;1309;1.75;2
2022;01;Vila Nova de Famalicão;0312;1.75;2
2022;01;Vila Nova de Famalicão;0312;51.63;28
2022;01;Santiago do Cacém;1509;0.75;1
2022;01;Benavente;1405;8.03;5
2022;01;Benavente;1405;6.95;5
2022;01;Loures;1107;2.5;2
2022;01;Odivelas;1116;1.5;1
2022;01;Maia;1306;47.0;1
2022;01;Maia;1306;3.36;6
2022;01;Santa Maria da Feira;0109;24.3;17
2022;01;Santa Maria da Feira;0109;10.41;5
2022;01;Olhão;0810;10.0;6
2022;01;Ovar;0115;3.1;3
2022;01;Alcochete;1502;3.0;1
2022;01;Santa Comba Dão;1814;0.6;1
2022;01;Santa Comba Dão;1814;0.48;1
2022;01;Vagos;0118;6.0;1
2022;01;Chaves;1703;0.87;1
2022;01;Lagos;0807;0.58;1
2022;01;Vila Real;1714;6.45;7
2022;01;Almada;1503;0.72;1
2022;01;Soure;0615;1.54;2
2022;01;Oliveira do Bairro;0114;0.25;1
2022;01;Oliveira do Bairro;0114;0.24;1
2022;01;Valença;1608;13.25;4
2022;01;Reguengos de Monsaraz;0711;1.0;1
2022;01;Reguengos de Monsaraz;0711;1.25;1
2022;01;Coimbra;0603;0.9;2
2022;01;Estarreja;0108;2.58;2
2022;01;Tondela;1821;0.0;1
2022;01;Tomar;1418;7.01;8
2022;01;Marco de Canaveses;1307;1.2;3
2022;01;Ponte de Sor;1213;1.4;1
2022;01;Lourinhã;1108;0.87;1
2022;01;Ílhavo;0110;3.37;4
2022;01;Portimão;0811;0.29;1
2022;01;Portimão;0811;1.22;1
2022;01;Portimão;0811;0.5;1
2022;01;Portimão;0811;7.38;4
2022;01;Anadia;0103;1.66;2
2022;01;Beja;0205;0.58;1
2022;01;Lousada;1305;6.11;8
2022;01;Ponte de Lima;1607;1.0;1
2022;01;Ponte de Lima;1607;0.9;1
2022;01;Ponte de Lima;1607;30.0;1
2022;01;Mealhada;0111;224.0;1
2022;01;Mealhada;0111;4.0;2
2022;01;Arraiolos;0702;2.4;3
2022;01;Arraiolos;0702;0.0;1
2022;01;Albufeira;0801;5.62;4
2022;01;Albufeira;0801;13.82;4
2022;01;Évora;0705;8.38;7
2022;01;Évora;0705;0.9;1
2022;01;Matosinhos;1308;5.3;4
2022;01;Matosinhos;1308;12.87;2
2022;01;Oeiras;1110;5.45;5
2022;01;Oeiras;1110;5.92;4
2022;01;Amarante;1301;5.48;4
2022;01;Ourém;1421;0.75;1
2022;01;Arouca;0104;3.17;3
2022;01;Batalha;1004;7.4;4
2022;01;Serpa;0213;13.0;2
2022;01;Serpa;0213;0.97;2
2022;01;Caminha;1602;1.77;2
2022;01;Montemor-o-Novo;0706;4.8;3
2022;01;Montemor-o-Novo;0706;4.73;4
2022;01;Entroncamento;1410;1.38;2
2022;01;Entroncamento;1410;1.47;2
2022;01;Entroncamento;1410;1.25;1
2022;01;Bombarral;1005;3.8;4
2022;01;Vila Verde;0313;4.99;5
2022;01;Porto de Mós;1016;1.47;2
2022;01;Porto de Mós;1016;0.3;1
2022;01;Vila Pouca de Aguiar;1713;6.36;3
2022;01;Oliveira do Hospital;0611;13.6;3
2022;01;Sever do Vouga;0117;1.5;1
2022;01;Alcobaça;1001;0.5;1
2022;01;Alcobaça;1001;0.6;1
2022;01;Valpaços;1712;1.16;1
2022;01;Valpaços;1712;5.8;4
2022;01;Silves;0813;3.0;1
2022;01;Silves;0813;2.6;3
2022;01;Silves;0813;14.92;8
2022;01;Silves;0813;1.5;1
2022;01;Montemor-o-Velho;0610;0.9;1
2022;01;Loulé;0808;37.75;10
2022;01;Viana do Castelo;1609;25.0;1
2022;01;Viana do Castelo;1609;25.66;9
2022;01;Miranda do douro;0406;0.5;1
2022;01;Vizela;0314;1.18;2
2022;01;Setúbal;1512;6.55;2
2022;01;Setúbal;1512;31.34;22
2022;01;Sátão;1817;0.9;1
2022;01;Vila do Conde;1316;23.66;7
2022;01;Esposende;0306;2.2;2
2022;01;Monção;1604;0.48;1
2022;01;Almeirim;1403;1.1;2
2022;01;Sintra;1111;9.92;11
2022;01;Guarda;0907;0.5;1
2022;01;Aljustrel;0201;0.48;1
2022;01;Amares;0301;1.83;3
2022;01;Leiria;1009;56.0;1
2022;01;Leiria;1009;39.15;15
2022;01;Nazaré;1011;3.18;3
2022;01;Felgueiras;1303;3.9;4
2022;01;Felgueiras;1303;2.15;3
2022;01;Sabugal;0911;2.0;1
2022;01;Salvaterra de Magos;1415;0.5;1
2022;01;Vila Franca de Xira;1114;1.5;3
2022;01;Alpiarça;1404;85.0;1
2022;01;Espinho;0107;3.0;1
2022;01;Penedono;1812;0.5;1
2022;01;Viana do Alentejo;0713;0.35;1
2022;01;Vinhais;0412;1.45;2
2022;01;Terras de Bouro;0310;0.6;1
2022;01;Ourique;0212;0.72;1
2022;01;Boticas;1702;0.58;1
2022;01;São João da Madeira;0116;2.1;1
2022;01;São João da Pesqueira;1815;0.75;1
2022;01;Penalva do Castelo;1811;5.0;1
2022;01;Óbidos;1012;0.58;1
2022;01;Óbidos;1012;4.0;1
2022;01;Nelas;1809;0.65;1
2022;01;Ansião;1003;1.88;3
2022;01;Macedo de Cavaleiros;0405;1.8;2
2022;01;Vieira do Minho;0311;0.75;1
2022;01;Golegã;1412;0.75;2
2022;01;Vila do Bispo;0815;6.6;1
2022;01;Vila do Bispo;0815;3.0;1
2022;01;Cadaval;1104;2.3;2
2022;01;Arcos de Valdevez;1601;0.6;3
2022;01;Vila Nova de Paiva;1822;1.6;2
2022;01;Cartaxo;1406;1.05;1
2022;01;Resende;1813;0.48;1
2022;01;Sobral de Monte Agraço;1112;5.1;2
2022;01;Sobral de Monte Agraço;1112;10.0;1
2022;01;Oliveira de Frades;1810;3.0;1
2022;01;Mourão;0708;1.8;1
2022;01;Alenquer;1101;17.98;5
2022;01;Vila Real de Santo António;0816;1.32;1
2022;01;Tarouca;1820;0.75;2
2022;01;Vila de Rei;0510;3.68;1
2022;01;Lourinhã;1108;10.0;1
2022;01;Trofa;1318;1.5;1
2022;01;Trofa;1318;6.74;2
2022;01;Cadaval;1104;1.05;1
2022;01;Lagoa;0806;6.9;2
2022;01;Lagoa;0806;6.0;1
2022;01;Tomar;1418;2.5;2
2022;01;Tomar;1418;0.5;1
2022;01;Tomar;1418;0.25;1
2022;01;Mafra;1109;3.25;2
2022;01;Cantanhede;0602;231.0;1
2022;01;Cantanhede;0602;5.95;4
2022;01;Lousã;0607;9.7;3
2022;01;Santarém;1416;2.13;5
2022;01;Coimbra;0603;3.0;1
2022;01;Castelo Branco;0502;11.79;7
2022;01;Castelo Branco;0502;4.75;2
2022;01;Lisboa;1106;2.68;4
2022;01;Amarante;1301;2.5;2
2022;01;Porto;1312;51.0;1
2022;01;Porto;1312;7.07;5
2022;01;Porto;1312;50.0;1
2022;01;Santo Tirso;1314;2.46;4
2022;01;Santo Tirso;1314;5.2;6
2022;01;Albufeira;0801;2.4;1
2022;01;Albufeira;0801;0.5;1
2022;01;Alcobaça;1001;11.49;9
2022;01;Mirandela;0407;0.6;1
2022;01;Terras de Bouro;0310;0.25;1
2022;01;Braga;0303;1.56;3
2022;01;Braga;0303;5.0;1
2022;01;Pombal;1015;1.18;2
2022;01;Almada;1503;12.16;10
2022;01;Almada;1503;27.6;1
2022;01;Anadia;0103;5.67;4
2022;01;Entroncamento;1410;2.58;4
2022;01;Vila Nova de Gaia;1317;3.9;5
2022;01;Mogadouro;0408;0.7;1
2022;01;Santa Maria da Feira;0109;5.49;4
2022;01;Ponte de Lima;1607;9.6;4
2022;01;Coruche;1409;1.4;1
2022;01;Sesimbra;1511;11.24;8
2022;01;Sesimbra;1511;0.9;1
2022;01;Sesimbra;1511;3.41;3
2022;01;Salvaterra de Magos;1415;0.6;1
2022;01;Tondela;1821;1.0;1
2022;01;Tondela;1821;2.0;2
2022;01;Moita;1506;13.62;11
2022;01;Arouca;0104;0.6;1
2022;01;Guimarães;0308;38.25;30
2022;01;Guimarães;0308;1.5;2
2022;01;Sintra;1111;2.6;4
2022;01;Seixal;1510;4.95;6
2022;01;Seixal;1510;1.5;1
2022;01;Montemor-o-Velho;0610;9.55;3
2022;01;Montemor-o-Velho;0610;1.16;1
2022;01;Condeixa-a-Nova;0604;6.6;4
2022;01;Abrantes;1401;1.68;2
2022;01;Gondomar;1304;2.1;3
2022;01;Gondomar;1304;3.7;3
2022;01;Torres Novas;1419;0.0;1
2022;01;Vila Real;1714;1.2;3
2022;01;Alcochete;1502;4.47;4
2022;01;Vagos;0118;0.87;1
2022;01;Póvoa de Lanhoso;0309;1.2;1
2022;01;Póvoa de Lanhoso;0309;0.6;1
2022;01;Gouveia;0906;0.25;1
2022;01;Castro Verde;0206;0.75;2
2022;01;Castro Verde;0206;0.48;1
2022;01;Castro Verde;0206;0.5;1
2022;01;Palmela;1508;5.23;5
2022;01;Palmela;1508;3.05;2
2022;01;Chaves;1703;1.45;1
2022;01;Vila do Conde;1316;6.42;4
2022;01;Vila do Conde;1316;0.6;1
2022;01;Azambuja;1103;1.95;3
2022;01;Santiago do Cacém;1509;3.73;5
2022;01;Santiago do Cacém;1509;2.45;2
2022;01;Cascais;1105;7.25;2
2022;01;Ílhavo;0110;3.59;4
2022;01;Caminha;1602;0.6;1
2022;01;Odivelas;1116;1.2;1
2022;01;Odivelas;1116;0.6;1
2022;01;Almeida;0902;0.3;1
2022;01;Lagos;0807;5.5;1
2022;01;Benavente;1405;1.0;1
2022;01;Rio Maior;1414;0.48;1
2022;01;Alpiarça;1404;0.5;1
2022;01;Barreiro;1504;1.72;2
2022;01;Mourão;0708;5.5;1
2022;01;Beja;0205;0.6;1
2022;01;Góis;0606;1.2;1
2022;01;Grândola;1505;4.0;1
2022;01;Grândola;1505;1.2;2
2022;01;Montemor-o-Novo;0706;6.0;2
2022;01;Fafe;0307;0.87;1
2022;01;Guarda;0907;0.6;1
2022;01;Maia;1306;4.14;5
2022;01;Maia;1306;3.25;2
2022;01;Vila Viçosa;0714;0.6;1
2022;01;Barcelos;0302;7.85;5
2022;01;Paços de Ferreira;1309;7.5;3
2022;01;Paços de Ferreira;1309;4.13;6
2022;01;Castelo de Vide;1205;2.0;1
2022;01;Silves;0813;5.12;6
2022;01;Paredes;1310;4.77;6
2022;01;Oliveira de Azeméis;0113;3.4;2
2022;01;Estarreja;0108;10.0;1
2022;01;Sabrosa;1710;3.0;3
2022;01;Montijo;1507;1.2;1
2022;01;Espinho;0107;0.75;1
2022;01;Matosinhos;1308;2.07;2
2022;01;Castelo de Paiva;0106;0.9;1
2022;01;Lamego;1805;4.88;2
2022;01;Portimão;0811;3.37;3
2022;01;Soure;0615;3.68;1
2022;01;Nelas;1809;3.28;3
2022;01;Reguengos de Monsaraz;0711;0.72;1
2022;01;Carregal do Sal;1802;1.2;1
2022;01;Vizela;0314;1.2;1
2022;01;Barcelos;0302;21.3;14
2022;01;Ferreira do Zêzere;1411;1.5;2
2022;01;Vila Franca de Xira;1114;1.35;2
2022;01;Leiria;1009;24.1;6
2022;01;Vendas Novas;0712;0.5;1
2022;01;Lisboa;1106;5.87;3
2022;01;Oeiras;1110;3.8;4
2022;01;Oeiras;1110;7.58;4
2022;01;Tondela;1821;1.25;1
2022;01;Ílhavo;0110;7.71;6
2022;01;Lousada;1305;14.66;13
2022;01;Sardoal;1417;0.75;1
2022;01;Oliveira de Azeméis;0113;1.05;1
2022;01;Viana do Castelo;1609;13.5;9
2022;01;Vila Nova de Poiares;0617;2.1;2
2022;01;Figueira da Foz;0605;18.7;10
2022;01;Figueira da Foz;0605;7.85;5
2022;01;Figueira da Foz;0605;24.88;15
2022;01;Torres Vedras;1113;0.5;1
2022;01;Aguiar da Beira;0901;2.5;1
2022;01;Albergaria-a-Velha;0102;2.95;3
2022;01;Cinfães;1804;0.6;1
2022;01;Portalegre;1214;1.4;1
2022;01;Castro daire;1803;0.9;1
2022;01;Nisa;1212;0.5;1
2022;01;Nisa;1212;0.87;1
2022;01;Nisa;1212;0.75;2
2022;01;Bragança;0402;3.96;3
2022;01;Crato;1206;0.75;1
2022;01;Elvas;1207;1.79;3
2022;01;Elvas;1207;1.25;1
2022;01;Ponte da Barca;1606;0.58;1
2022;01;Montalegre;1706;8.0;1
2022;01;Montalegre;1706;20.0;1
2022;01;Moimenta da Beira;1807;0.44;1
2022;01;Avis;1203;0.87;1
2022;01;Tábua;0616;10.0;1
2022;01;Paredes de Coura;1605;20.0;1
2022;01;Arganil;0601;2.0;1
2022;01;Marinha Grande;1010;2.41;2
2022;01;Alcácer do Sal;1501;0.58;1
2022;01;Freixo de Espada À Cinta;0404;56.0;1
2022;01;Ferreira do Alentejo;0208;2.0;1
2022;01;Sertã;0509;6.0;1
2022;01;Mortágua;1808;2.0;2
2022;01;Mortágua;1808;3.0;1
2022;01;Monchique;0809;1.0;1
2022;01;Odemira;0211;0.5;1
2022;01;Estremoz;0704;20.6;2
2022;01;Ílhavo;0110;0.64;1
2022;02;Torres Novas;1419;8.2;7
2022;01;Leiria;1009;17.63;7
2022;02;Leiria;1009;8.4;4
2022;02;Leiria;1009;53.0;2
2022;01;Vila Nova de Poiares;0617;1.8;2
2022;01;Oliveira de Azeméis;0113;40.0;1
2022;02;Oliveira de Azeméis;0113;180.0;1
2022;02;Oliveira de Azeméis;0113;66.0;1
2022;01;Barcelos;0302;0.3;1
2022;02;Barcelos;0302;25.0;1
2022;01;Marinha Grande;1010;0.6;1
2022;02;Marinha Grande;1010;3.4;4
2022;02;Almada;1503;18.58;16
2022;02;Almada;1503;16.04;14
2022;02;Évora;0705;5.8;4
2022;01;Maia;1306;9.0;2
2022;01;Marco de Canaveses;1307;1.5;1
2022;01;Marco de Canaveses;1307;0.25;1
2022;01;Penafiel;1311;6.7;8
2022;01;Setúbal;1512;8.72;7
2022;02;Setúbal;1512;25.77;16
2022;02;Salvaterra de Magos;1415;6.08;5
2022;01;Póvoa de Varzim;1313;7.14;8
2022;01;Guimarães;0308;9.35;10
2022;01;Bombarral;1005;0.58;1
2022;02;Bombarral;1005;6.0;2
2022;01;Santa Maria da Feira;0109;10.32;6
2022;02;Santa Maria da Feira;0109;8.34;6
2022;01;Pombal;1015;16.63;7
2022;01;Vizela;0314;0.64;1
2022;01;Vizela;0314;2.18;3
2022;01;São Pedro do Sul;1816;4.0;2
2022;01;São Pedro do Sul;1816;2.1;2
2022;02;São Pedro do Sul;1816;3.2;2
2022;02;São Pedro do Sul;1816;0.9;1
2022;02;Santarém;1416;6.1;4
2022;02;Santarém;1416;3.58;2
2022;01;Oeiras;1110;1.97;3
2022;02;Oeiras;1110;9.63;8
2022;02;Oeiras;1110;108.0;1
2022;02;Cabeceiras de Basto;0304;2.4;4
2022;02;Grândola;1505;1.2;1
2022;02;Seixal;1510;18.1;12
2022;01;Beja;0205;1.2;2
2022;02;Beja;0205;0.0;1
2022;01;Covilhã;0503;1.75;1
2022;02;Covilhã;0503;1.1;1
2022;02;Óbidos;1012;1.05;1
2022;01;Vila Verde;0313;1.2;3
2022;02;Vila Verde;0313;385.0;5
2022;02;Vila Verde;0313;0.48;1
2022;01;Montijo;1507;3.3;1
2022;01;Anadia;0103;2.0;1
2022;01;Mora;0707;0.3;1
2022;01;Caldas da Rainha;1006;1.59;2
2022;01;Loures;1107;3.48;4
2022;02;Loures;1107;4.09;4
2022;02;Mealhada;0111;1.25;2
2022;02;Moita;1506;11.24;5
2022;02;Moita;1506;2.4;3
2022;01;Cascais;1105;21.96;8
2022;01;Vieira do Minho;0311;1.2;1
2022;01;Fafe;0307;1.2;1
2022;02;Nelas;1809;3.23;4
2022;01;Abrantes;1401;4.0;1
2022;02;Abrantes;1401;1.1;4
2022;01;Benavente;1405;16.74;7
2022;01;Vila Nova de Gaia;1317;14.37;6
2022;02;Idanha-a-Nova;0505;3.0;1
2022;01;Matosinhos;1308;1.46;2
2022;01;Figueira da Foz;0605;0.6;1
2022;02;Figueira da Foz;0605;0.0;1
2022;02;Porto;1312;1.15;1
2022;02;Porto;1312;16.6;4
2022;02;Póvoa de Lanhoso;0309;3.5;2
2022;02;Póvoa de Lanhoso;0309;1.8;2
2022;02;Estarreja;0108;0.6;1
2022;02;Pinhel;0910;3.5;2
2022;02;Oleiros;0506;1.55;1
2022;02;Valongo;1315;9.11;6
2022;02;Valongo;1315;11.91;8
2022;02;Cinfães;1804;0.0;1
2022;02;Odemira;0211;0.6;1
2022;02;Condeixa-a-Nova;0604;3.0;2
2022;02;Sesimbra;1511;3.2;3
2022;02;Sesimbra;1511;10.58;5
2022;02;Sesimbra;1511;21.86;14
2022;02;Cartaxo;1406;1.25;1
2022;02;Cartaxo;1406;4.16;3
2022;02;Castro Marim;0804;3.3;1
2022;02;Castro Marim;0804;4.0;1
2022;02;Sobral de Monte Agraço;1112;11.27;5
2022;02;Albufeira;0801;25.7;9
2022;02;Chaves;1703;3.68;2
2022;02;Terras de Bouro;0310;1.8;3
2022;02;Ribeira de Pena;1709;1.8;2
2022;02;Mourão;0708;40.0;1
2022;02;Caminha;1602;5.0;1
2022;02;Lisboa;1106;3.38;3
2022;02;Vila Pouca de Aguiar;1713;0.58;1
2022;02;Azambuja;1103;1.5;1
2022;02;Celorico de Basto;0305;8.1;2
2022;02;São João da Madeira;0116;2.0;1
2022;02;Lagoa;0806;1.62;2
2022;02;Vouzela;1824;1.2;2
2022;02;Arganil;0601;2.5;3
2022;02;Figueira de Castelo Rodrigo;0904;2.5;1
2022;02;Marvão;1210;3.8;2
2022;02;Coimbra;0603;47.69;22
2022;02;Odivelas;1116;0.6;1
2022;02;Chaves;1703;0.58;1
2022;02;Chaves;1703;0.6;1
2022;02;Oliveira do Bairro;0114;15.78;5
2022;02;Loulé;0808;10.55;4
2022;02;Sintra;1111;35.97;7
2022;02;Sintra;1111;8.78;5
2022;02;Lamego;1805;0.9;2
2022;02;Coruche;1409;1.08;3
2022;02;Vila do Conde;1316;9.6;6
2022;02;Vila do Conde;1316;30.0;1
2022;02;Paredes;1310;2.52;4
2022;02;Alcobaça;1001;0.9;1
2022;02;Portimão;0811;9.5;2
2022;02;Montalegre;1706;2.0;1
2022;02;Alcochete;1502;1.2;1
2022;02;Lagoa;0806;15.0;2
2022;02;Póvoa de Lanhoso;0309;2.95;4
2022;02;Ovar;0115;3.8;3
2022;02;Santa Comba Dão;1814;2.67;3
2022;01;Peniche;1014;7.4;3
2022;02;Amadora;1115;2.1;2
2022;02;Castanheira de Pêra;1007;6.0;2
2022;02;São Brás de Alportel;0812;13.85;5
2022;01;Lousã;0607;1.2;2
2022;02;Cantanhede;0602;0.0;1
2022;01;Redondo;0710;3.0;1
2022;02;Cadaval;1104;0.9;1
2022;02;Santa Marta de Penaguião;1711;0.5;1
2022;02;Vinhais;0412;0.58;2
2022;02;Vila Nova de Paiva;1822;0.24;1
2022;02;Oliveira do Hospital;0611;2.8;3
2022;02;Vila do Bispo;0815;0.0;1
2022;02;Tavira;0814;30.0;1
2022;02;Tavira;0814;5.8;3
2022;02;Alenquer;1101;7.28;5
2022;02;Tarouca;1820;5.0;1
2022;02;Ourém;1421;1.2;1
2022;02;Chamusca;1407;2.0;1
2022;02;Tabuaço;1819;0.9;1
2022;02;Tomar;1418;2.0;1
2022;02;Melgaço;1603;0.6;2
2022;02;Baião;1302;2.0;1
2022;02;Sabugal;0911;30.0;1
2022;02;Penela;0614;2.0;1
2022;02;Gondomar;1304;27.59;8
2022;02;Évora;0705;40.0;1
2022;02;Torres Vedras;1113;125.0;1
2022;02;Torres Vedras;1113;11.3;4
2022;02;Beja;0205;0.87;1
2022;02;Ourém;1421;12.0;1
2022;02;Ourém;1421;1.5;1
2022;02;Castelo de Paiva;0106;8.0;1
2022;02;Reguengos de Monsaraz;0711;0.6;2
2022;02;Reguengos de Monsaraz;0711;3.0;1
2022;02;Trofa;1318;20.0;1
2022;02;Coimbra;0603;27.62;18
2022;02;Coimbra;0603;20.26;12
2022;02;Peso da Régua;1708;3.1;1
2022;02;Peso da Régua;1708;6.0;1
2022;02;Oliveira do Hospital;0611;30.0;1
2022;02;Peniche;1014;4.2;2
2022;02;Cinfães;1804;0.87;1
2022;02;Matosinhos;1308;0.3;1
2022;02;Albufeira;0801;8.34;5
2022;02;Albufeira;0801;5.3;6
2023;10;Góis;0606;2.0;1
2023;10;Carregal do Sal;1802;3.44;2
2023;10;Carregal do Sal;1802;5.28;2
2023;10;Sertã;0509;6.07;4
2023;10;Sertã;0509;11.3;4
2023;10;Águeda;0101;160.0;1
2023;10;Águeda;0101;30.0;1
2023;10;Seia;0912;2.0;1
2023;10;Valongo;1315;25.07;15
2023;10;Beja;0205;5.52;2
2023;10;Beja;0205;45.43;7
2023;10;Alandroal;0701;25.0;1
2023;10;Cascais;1105;47.97;20
2023;10;Lagoa;0806;17.56;5
2023;10;Batalha;1004;7.44;3
2023;10;Batalha;1004;0.0;1
2023;10;Batalha;1004;6.4;3
2023;10;Vila Nova de Cerveira;1610;5.08;2
2023;10;Trofa;1318;48.7;9
2023;10;Torres Novas;1419;18.37;9
2023;10;Vila do Conde;1316;18.0;9
2023;10;Castro Verde;0206;3.22;3
2023;10;Moita;1506;2.76;2
2023;10;Moita;1506;2.4;1
2023;10;Arganil;0601;4.0;1
2023;10;Valpaços;1712;3.3;3
2023;10;Valpaços;1712;19.91;8
2023;10;Aguiar da Beira;0901;2.6;1
2023;10;Montemor-o-Novo;0706;0.0;1
2023;10;Póvoa de Lanhoso;0309;10.04;7
2023;10;Albufeira;0801;10.4;6
2023;10;Aljustrel;0201;0.8;1
2023;10;São Brás de Alportel;0812;6.23;4
2023;10;Ourém;1421;34.21;12
2023;10;Ourém;1421;26.5;8
2023;10;Vila Real;1714;1.77;1
2023;10;Arraiolos;0702;23.0;3
2023;10;Mangualde;1806;4.6;3
2023;10;Mangualde;1806;19.69;9
2023;10;Olhão;0810;15.0;3
2023;10;Baião;1302;2.29;2
2023;10;Montijo;1507;18.66;3
2023;10;Figueira da Foz;0605;50.0;1
2023;10;Santiago do Cacém;1509;11.7;5
2023;10;Maia;1306;46.37;15
2023;10;Cantanhede;0602;12.73;5
2023;10;Cantanhede;0602;16.48;9
2023;10;Gouveia;0906;10.63;5
2023;10;Gouveia;0906;5.5;4
2023;10;Terras de Bouro;0310;11.51;3
2023;10;Bombarral;1005;0.0;1
2023;10;Fafe;0307;5.44;4
2023;10;Setúbal;1512;22.48;10
2023;10;Guimarães;0308;28.79;14
2023;10;Vila Real de Santo António;0816;4.65;3
2023;10;Vizela;0314;3.52;3
2023;10;Pampilhosa da Serra;0612;2.0;1
2023;10;Sabugal;0911;9.11;3
2023;10;Pinhel;0910;5.84;2
2023;10;Rio Maior;1414;2.5;1
2023;10;Espinho;0107;3.76;2
2023;10;Lamego;1805;0.0;1
2023;10;Idanha-a-Nova;0505;3.3;1
2023;10;Alcanena;1402;3.0;1
2023;10;Constância;1408;0.0;1
2023;10;Mortágua;1808;5.75;4
2023;10;Silves;0813;11.26;7
2023;10;Tondela;1821;11.73;6
2023;10;Montemor-o-Velho;0610;10.43;4
2023;10;Montemor-o-Velho;0610;5.0;2
2023;10;Maia;1306;240.0;1
2023;10;Tavira;0814;0.72;2
2023;10;Castro daire;1803;39.0;12
2023;10;Carregal do Sal;1802;2.73;1
2023;10;Vila do Conde;1316;19.71;8
2023;10;Vila Pouca de Aguiar;1713;0.0;1
2023;10;Condeixa-a-Nova;0604;4.02;2
2023;10;Campo Maior;1204;4.08;2
2023;10;Sintra;1111;37.29;15
2023;10;Mértola;0209;2.0;1
2023;10;Figueiró dos Vinhos;1008;7.6;3
2023;10;Ovar;0115;45.6;16
2023;10;Santo Tirso;1314;9.88;6
2023;10;Abrantes;1401;3.44;2
2023;10;Águeda;0101;3.6;1
2023;10;Salvaterra de Magos;1415;0.0;1
2023;10;Penacova;0613;14.82;7
