Year;Month;Municipality;Municipality Code;Connection Power;Completed Processes
2023;04;Salvaterra de Magos;1415;15.2;7
2023;04;Arruda dos Vinhos;1102;12.63;3
2023;04;Moita;1506;5.87;2
2023;04;Olhão;0810;2.16;1
2023;04;Vidigueira;0214;4.87;2
2023;04;Torres Vedras;1113;0.0;1
2023;04;Torres Vedras;1113;23.96;12
2023;04;Torres Vedras;1113;8.28;4
2023;04;Idanha-a-Nova;0505;0.0;4
2023;04;Celorico de Basto;0305;0.0;4
2023;04;Valença;1608;30.0;1
2023;04;Beja;0205;30.0;1
2023;04;São João da Madeira;0116;17.16;2
2023;04;Leiria;1009;22.58;7
2023;04;Póvoa de Lanhoso;0309;2.14;3
2023;04;Loulé;0808;3.6;1
2023;04;Esposende;0306;5.89;3
2023;04;Mafra;1109;4.16;2
2023;04;Rio Maior;1414;2.73;1
2023;04;Guarda;0907;18.35;4
2023;04;Santo Tirso;1314;49.0;1
2023;04;Braga;0303;0.0;65
2023;04;Sabugal;0911;2.34;1
2023;04;Torres Novas;1419;6.64;4
2023;04;Figueiró dos Vinhos;1008;1.5;1
2023;04;Mogadouro;0408;2.7;1
2023;04;Soure;0615;2.68;2
2023;04;Soure;0615;10.18;3
2023;04;Trofa;1318;22.78;6
2023;04;Trofa;1318;0.0;4
2023;04;Marco de Canaveses;1307;24.78;9
2023;04;Marco de Canaveses;1307;9.53;6
2023;04;Pombal;1015;0.0;4
2023;04;Viana do Castelo;1609;45.84;22
2023;04;Lousã;0607;3.0;1
2023;04;Sesimbra;1511;20.14;9
2023;04;Aveiro;0105;3.0;1
2023;04;Lagos;0807;11.84;5
2023;04;Paredes de Coura;1605;4.0;1
2023;04;Mirandela;0407;4.75;4
2023;04;Ílhavo;0110;1.1;1
2023;04;Fafe;0307;12.26;4
2023;04;Fafe;0307;6.52;3
2023;04;Amarante;1301;2.52;2
2023;04;Lousada;1305;24.05;7
2023;04;Lousada;1305;4.56;5
2023;04;Torre de Moncorvo;0409;2.73;1
2023;04;Torre de Moncorvo;0409;13.58;2
2023;04;Porto;1312;8.52;5
2023;04;Castelo de Paiva;0106;0.0;1
2023;04;Viana do Alentejo;0713;0.72;1
2023;04;Vila Franca de Xira;1114;1.55;1
2023;04;Cantanhede;0602;200.0;1
2023;04;Penacova;0613;4.72;2
2023;04;Penacova;0613;1.4;1
2023;04;Marinha Grande;1010;30.02;9
2023;04;Almada;1503;28.07;8
2023;04;Almada;1503;9.88;4
2023;04;Arouca;0104;20.58;2
2023;04;Baião;1302;0.0;2
2023;04;São Pedro do Sul;1816;4.2;2
2023;04;São Pedro do Sul;1816;0.58;1
2023;04;Melgaço;1603;0.0;1
2023;04;Mira;0608;2.0;1
2023;04;Ovar;0115;5.7;3
2023;04;Covilhã;0503;21.72;11
2023;04;Covilhã;0503;1.1;1
2023;04;Covilhã;0503;8.65;3
2023;04;Covilhã;0503;3.85;2
2023;04;Loures;1107;8.35;3
2023;04;Pombal;1015;14.85;7
2023;04;Marvão;1210;10.0;1
2023;04;São João da Madeira;0116;5.0;1
2023;04;Santa Comba Dão;1814;7.56;3
2023;04;Torres Novas;1419;18.0;2
2023;04;Vidigueira;0214;2.16;2
2023;04;Bragança;0402;16.54;4
2023;04;Trofa;1318;4.08;2
2023;04;Odemira;0211;0.0;3
2023;04;Mação;1413;0.9;1
2023;04;Almeida;0902;2.0;1
2023;04;Montemor-o-Velho;0610;11.63;7
2023;04;Montemor-o-Velho;0610;13.08;3
2023;04;Chaves;1703;11.27;5
2023;04;Cartaxo;1406;9.16;2
2023;04;Vila Pouca de Aguiar;1713;0.7;1
2023;04;Vila Verde;0313;8.55;5
2023;04;Oliveira de Azeméis;0113;8.05;6
2023;04;Rio Maior;1414;45.0;2
2023;04;Vinhais;0412;1.05;1
2023;04;Tondela;1821;8.0;3
2023;04;Viana do Castelo;1609;8.68;6
2023;04;Mafra;1109;22.83;11
2023;04;Carrazeda de Ansiães;0403;2.03;2
2023;04;Sertã;0509;7.6;2
2023;04;Leiria;1009;0.0;11
2023;04;Aljezur;0803;3.0;1
2023;04;Óbidos;1012;1.44;1
2023;04;Aveiro;0105;2.42;3
2023;04;Condeixa-a-Nova;0604;0.0;3
2023;04;Gouveia;0906;1.08;2
2023;04;Valongo;1315;0.0;4
2023;04;Faro;0805;18.63;8
2023;04;Mortágua;1808;0.0;2
2023;04;Barreiro;1504;3.3;2
2023;04;Barreiro;1504;3.74;2
2023;04;Lamego;1805;2.92;1
2023;04;Paredes;1310;0.0;5
2023;04;Góis;0606;0.0;1
2023;04;Tomar;1418;0.0;5
2023;04;Vila Viçosa;0714;8.19;1
2023;04;Montemor-o-Novo;0706;3.68;1
2023;04;Castanheira de Pêra;1007;1.05;1
2023;04;Vila Velha de Ródão;0511;1.42;2
2023;04;Cabeceiras de Basto;0304;0.0;3
2023;04;Vila do Bispo;0815;0.0;1
2023;04;Vila do Bispo;0815;0.72;1
2023;04;Batalha;1004;3.0;1
2023;04;Batalha;1004;6.04;3
2023;04;Almodôvar;0202;1.4;1
2023;04;Coruche;1409;3.4;2
2023;04;Odivelas;1116;1.5;1
2023;04;Santa Marta de Penaguião;1711;1.08;2
2023;04;Santa Marta de Penaguião;1711;1.16;1
2023;04;Penamacor;0507;3.36;2
2023;04;Castelo Branco;0502;11.41;6
2023;04;Espinho;0107;2.1;1
2023;04;Vila Nova da Barquinha;1420;0.7;1
2023;04;Miranda do douro;0406;9.88;3
2023;04;Tabuaço;1819;1.08;1
2023;04;Avis;1203;10.0;1
2023;04;Vila Nova de Cerveira;1610;0.0;2
2023;04;Crato;1206;4.0;1
2023;04;Castro Verde;0206;1.08;1
2023;04;Miranda do Corvo;0609;1.7;2
2023;04;Braga;0303;11.56;6
2023;04;Santa Maria da Feira;0109;12.5;7
2023;04;Alijó;1701;0.0;2
2023;04;Lousada;1305;1.44;2
2023;04;Barcelos;0302;20.58;10
2023;04;Oliveira de Azeméis;0113;22.71;9
2023;04;Silves;0813;0.0;6
2023;04;Torres Novas;1419;4.5;5
2023;04;Torres Novas;1419;0.0;27
2023;04;Constância;1408;2.48;2
2023;04;Moura;0210;3.7;2
2023;04;Porto;1312;2.38;2
2023;04;São João da Pesqueira;1815;0.0;1
2023;04;Vieira do Minho;0311;0.0;1
2023;04;Amarante;1301;5.16;2
2023;04;Amarante;1301;11.16;5
2023;04;Aveiro;0105;10.14;6
2023;04;Barreiro;1504;0.0;3
2023;04;Sesimbra;1511;18.8;5
2023;04;Montemor-o-Velho;0610;6.2;3
2023;04;Montemor-o-Velho;0610;0.0;3
2023;04;Gondomar;1304;34.18;13
2023;04;Lamego;1805;4.76;2
2023;04;Elvas;1207;10.5;4
2023;04;Tondela;1821;15.24;6
2023;04;Tondela;1821;0.0;4
2023;04;Portel;0709;0.36;1
2023;04;Vila Nova de Cerveira;1610;0.7;1
2023;04;Almodôvar;0202;3.0;1
2023;04;Alcobaça;1001;10.61;4
2023;04;Mira;0608;5.66;3
2023;04;Castelo de Vide;1205;0.72;1
2023;04;São Brás de Alportel;0812;20.0;1
2023;04;Castelo Branco;0502;9.74;6
2023;04;Ovar;0115;10.65;6
2023;04;Ovar;0115;6.56;5
2023;04;Odivelas;1116;6.15;3
2023;04;Penacova;0613;3.24;2
2023;04;Penacova;0613;5.23;3
2023;04;Olhão;0810;11.3;2
2023;04;Cabeceiras de Basto;0304;1.05;1
2023;04;Batalha;1004;1.63;2
2023;04;Alcanena;1402;2.28;1
2023;04;Alcanena;1402;1.08;1
2023;04;Lagos;0807;7.75;2
2023;04;Terras de Bouro;0310;1.86;2
2023;04;Mangualde;1806;1.44;1
2023;04;Cartaxo;1406;0.0;10
2023;04;Cartaxo;1406;3.8;1
2023;04;Óbidos;1012;4.72;2
2023;04;Carregal do Sal;1802;3.6;1
2023;04;Albergaria-a-Velha;0102;5.12;4
2023;04;Marco de Canaveses;1307;3.75;1
2023;04;Marco de Canaveses;1307;3.96;3
2023;04;Felgueiras;1303;7.56;4
2023;04;Felgueiras;1303;0.0;24
2023;04;Benavente;1405;9.54;5
2023;04;Moimenta da Beira;1807;1.77;1
2023;04;Vila Pouca de Aguiar;1713;0.0;1
2023;04;Guarda;0907;3.3;1
2023;04;Borba;0703;8.44;3
2023;04;Bragança;0402;7.08;4
2023;04;Bragança;0402;0.0;3
2023;04;Loulé;0808;7.5;4
2023;04;Lourinhã;1108;7.01;5
2023;04;Lousã;0607;3.44;2
2023;04;Lousã;0607;4.0;1
2023;04;Pinhel;0910;20.0;2
2023;04;Freixo de Espada À Cinta;0404;1.16;1
2023;04;Condeixa-a-Nova;0604;2.9;2
2023;04;Paços de Ferreira;1309;8.35;6
2023;04;Paredes de Coura;1605;0.5;1
2023;04;Vila Nova da Barquinha;1420;2.38;2
2023;04;Mortágua;1808;3.57;2
2023;04;Santo Tirso;1314;0.0;47
2023;04;Santo Tirso;1314;18.53;10
2023;04;Bombarral;1005;3.24;4
2023;04;Abrantes;1401;33.66;3
2023;04;Trofa;1318;26.81;4
2023;04;Ponte de Lima;1607;3.22;3
2023;04;Viana do Castelo;1609;69.82;18
2023;04;Penedono;1812;2.0;1
2023;04;Mangualde;1806;17.36;7
2023;04;Lagos;0807;3.96;3
2023;04;Seixal;1510;7.6;4
2023;04;Chamusca;1407;4.0;1
2023;04;Chamusca;1407;2.16;1
2023;04;Almada;1503;21.65;12
2023;04;Évora;0705;5.46;2
2023;04;Évora;0705;1.46;5
2023;04;Penacova;0613;5.04;2
2023;04;Óbidos;1012;0.0;1
2023;04;Marinha Grande;1010;10.26;6
2023;04;Fronteira;1208;25.0;1
2023;04;Mafra;1109;12.64;10
2023;04;Alcanena;1402;0.0;8
2023;04;Póvoa de Lanhoso;0309;15.36;9
2023;04;Vouzela;1824;28.6;2
2023;04;Sousel;1215;6.0;1
2023;04;Vinhais;0412;1.08;1
2023;04;Paços de Ferreira;1309;6.18;4
2023;04;Vagos;0118;4.3;3
2023;04;Vagos;0118;0.0;3
2023;04;Valongo;1315;2.48;2
2023;04;Vila Viçosa;0714;20.0;1
2023;04;Valença;1608;1.44;1
2023;04;Vila Nova de Cerveira;1610;1.37;2
2023;04;Santa Maria da Feira;0109;6.44;3
2023;04;Santa Marta de Penaguião;1711;0.72;1
2023;04;Guarda;0907;0.0;4
2023;04;Cinfães;1804;1.88;2
2023;04;Felgueiras;1303;56.62;12
2023;04;Felgueiras;1303;28.49;8
2023;04;Porto;1312;0.0;5
2023;04;Reguengos de Monsaraz;0711;6.14;2
2023;04;Olhão;0810;11.6;3
2023;04;Baião;1302;3.6;1
2023;04;Arruda dos Vinhos;1102;0.0;2
2023;04;Águeda;0101;36.16;5
2023;04;Santiago do Cacém;1509;5.62;5
2023;04;Amadora;1115;2.31;2
2023;04;Lisboa;1106;2.16;2
2023;04;Santarém;1416;13.6;2
2023;04;Vila Real de Santo António;0816;0.0;3
2023;04;Oleiros;0506;5.0;1
2023;04;Salvaterra de Magos;1415;0.0;11
2023;04;Moita;1506;4.93;4
2023;04;Moita;1506;3.0;1
2023;04;Lagoa;0806;18.37;5
2023;04;Lagoa;0806;6.08;2
2023;04;Macedo de Cavaleiros;0405;4.04;3
2023;04;Grândola;1505;0.0;6
2023;04;Grândola;1505;0.72;1
2023;04;Montalegre;1706;2.56;3
2023;04;Montalegre;1706;0.61;1
2023;04;Matosinhos;1308;0.0;20
2023;04;Oliveira do Bairro;0114;6.0;2
2023;04;Mondim de Basto;1705;1.3;2
2023;04;Oeiras;1110;16.6;5
2023;04;Oeiras;1110;33.82;8
2023;04;Oeiras;1110;16.36;5
2023;04;Maia;1306;8.88;5
2023;04;Maia;1306;7.86;5
2023;04;Maia;1306;43.84;12
2023;04;Maia;1306;0.0;23
2023;04;Sintra;1111;55.57;20
2023;04;Sintra;1111;0.0;7
2023;04;Arcos de Valdevez;1601;6.78;4
2023;04;Arcos de Valdevez;1601;8.08;6
2023;04;Celorico da Beira;0903;0.7;1
2023;04;Vila Nova de Gaia;1317;35.48;20
2023;04;Penela;0614;5.0;1
2023;04;Almeirim;1403;18.36;5
2023;04;Almeirim;1403;0.0;4
2023;04;Murtosa;0112;2.88;2
2023;04;Vila do Conde;1316;13.08;6
2023;04;Vila do Conde;1316;0.0;9
2023;04;Monção;1604;4.0;1
2023;04;Sardoal;1417;1.05;1
2023;04;Campo Maior;1204;1.22;1
2023;04;Figueira da Foz;0605;26.3;6
2023;04;Alfândega da Fé;0401;20.0;1
2023;04;Ourém;1421;14.12;8
2023;04;Penalva do Castelo;1811;5.12;3
2023;04;Figueira de Castelo Rodrigo;0904;25.2;1
2023;04;Ourique;0212;2.18;1
2023;04;Ourique;0212;1.44;1
2023;04;Vila Nova de Poiares;0617;5.08;2
2023;04;Sabrosa;1710;1.44;1
2023;04;Resende;1813;3.68;1
2023;04;Pampilhosa da Serra;0612;0.0;2
2023;04;Penafiel;1311;0.0;9
2023;04;Cascais;1105;26.05;11
2023;04;Santarém;1416;20.23;7
2023;04;Lisboa;1106;4.0;1
2023;04;Oeiras;1110;5.0;1
2023;04;Oeiras;1110;20.73;6
2023;04;Águeda;0101;3.86;2
2023;04;Águeda;0101;2.12;2
2023;04;Águeda;0101;0.0;9
2023;04;Castelo de Paiva;0106;1.75;2
2023;04;Castelo de Paiva;0106;8.36;3
2023;04;Almada;1503;10.0;1
2023;04;Caldas da Rainha;1006;22.08;4
2023;04;Albufeira;0801;5.74;6
2023;04;Vendas Novas;0712;1.8;2
2023;04;Maia;1306;31.81;12
2023;04;Leiria;1009;31.47;15
2023;04;Góis;0606;1.46;1
2023;04;Matosinhos;1308;8.27;8
2023;04;Mafra;1109;15.6;5
2023;04;Mafra;1109;30.83;7
2023;04;Tábua;0616;1.2;1
2023;04;Valença;1608;1.08;1
2023;04;Carregal do Sal;1802;0.0;1
2023;04;Vila Nova de Gaia;1317;63.25;8
2023;04;Ílhavo;0110;7.6;2
2023;04;Ílhavo;0110;0.0;5
2023;04;Seia;0912;3.18;2
2023;04;Chaves;1703;7.19;6
2023;04;Vale de Cambra;0119;0.7;1
2023;04;Vale de Cambra;0119;1.73;2
2023;04;Sintra;1111;33.08;12
2023;04;Sintra;1111;15.0;1
2023;04;Vila Nova da Barquinha;1420;2.15;2
2023;04;Beja;0205;3.22;3
2023;04;Vila do Conde;1316;24.97;7
2023;04;Cinfães;1804;0.0;1
2023;04;Santiago do Cacém;1509;3.28;3
2023;04;Póvoa de Lanhoso;0309;1.04;1
2023;04;Oliveira de Azeméis;0113;1.44;1
2023;04;Porto;1312;10.56;4
2023;04;Porto;1312;17.84;7
2023;04;Faro;0805;5.82;4
2023;04;Faro;0805;41.1;4
2023;04;Faro;0805;19.53;8
2023;04;Peniche;1014;9.86;7
2023;04;Nelas;1809;4.78;2
2023;04;Nelas;1809;0.0;1
2023;04;Elvas;1207;1.4;1
2023;04;Oliveira do Bairro;0114;13.44;9
2023;04;Oliveira do Bairro;0114;2.14;2
2023;04;Oliveira do Bairro;0114;0.72;1
2023;04;Bragança;0402;75.24;8
2023;04;Penalva do Castelo;1811;3.0;2
2023;04;Loulé;0808;720.0;1
2023;04;Albergaria-a-Velha;0102;2.0;1
2023;04;Ponte de Lima;1607;9.06;6
2023;04;Rio Maior;1414;0.0;4
2023;04;Mortágua;1808;0.58;1
2023;04;Esposende;0306;28.64;9
2023;04;Marinha Grande;1010;10.1;6
2023;04;Penela;0614;1.72;2
2023;04;Alcobaça;1001;16.62;6
2023;04;Alcobaça;1001;6.0;2
2023;04;Óbidos;1012;0.87;1
2023;04;Cartaxo;1406;2.36;3
2023;04;Cartaxo;1406;1.08;1
2023;04;Monção;1604;1.08;1
2023;04;Monção;1604;0.0;1
2023;04;Vila Real;1714;10.88;4
2023;04;Mondim de Basto;1705;2.16;2
2023;04;Almeirim;1403;6.79;3
2023;04;Trofa;1318;1.63;2
2023;04;Condeixa-a-Nova;0604;3.0;1
2023;04;Seixal;1510;27.31;8
2023;04;Paredes;1310;7.13;6
2023;04;Alenquer;1101;13.36;5
2023;04;Cabeceiras de Basto;0304;3.36;2
2023;04;Peso da Régua;1708;0.72;1
2023;04;Peso da Régua;1708;4.99;3
2023;04;Oliveira do Hospital;0611;2.92;2
2023;04;Oliveira do Hospital;0611;5.14;3
2023;04;Arcos de Valdevez;1601;1.78;2
2023;04;Vimioso;0411;0.87;1
2023;04;Vidigueira;0214;4.0;1
2023;04;Penacova;0613;5.0;1
2023;04;Castro daire;1803;20.0;1
2023;04;Murtosa;0112;0.0;1
2023;04;Santa Marta de Penaguião;1711;0.0;1
2023;04;Espinho;0107;0.0;2
2023;04;Coruche;1409;20.0;1
2023;04;Paços de Ferreira;1309;0.0;22
2023;04;Palmela;1508;14.87;3
2023;04;Alvito;0203;1.75;1
2023;04;Ribeira de Pena;1709;1.0;1
2023;04;Vinhais;0412;0.0;2
2023;04;Tábua;0616;1.84;1
2023;04;Mangualde;1806;3.52;2
2023;04;Beja;0205;5.0;1
2023;04;Castelo Branco;0502;0.0;6
2023;04;Sesimbra;1511;4.16;2
2023;04;Vila do Conde;1316;27.52;8
2023;04;Paredes;1310;3.18;3
2023;04;Alfândega da Fé;0401;2.46;2
2023;04;Alfândega da Fé;0401;0.0;1
2023;04;Bombarral;1005;8.38;3
2023;04;Mira;0608;3.7;3
2023;04;Santarém;1416;0.0;29
2023;04;Mação;1413;0.7;1
2023;04;Ourém;1421;12.6;6
2023;04;Ourém;1421;14.91;9
2023;04;Loures;1107;24.42;10
2023;04;Seixal;1510;24.56;12
2023;04;Batalha;1004;4.7;2
2023;04;Oeiras;1110;2.61;2
2023;04;Castro daire;1803;24.42;4
2023;04;Penafiel;1311;43.0;14
2023;04;Nazaré;1011;6.0;2
2023;04;Vale de Cambra;0119;0.0;3
2023;04;Lisboa;1106;0.58;1
2023;04;Mortágua;1808;7.02;3
2023;04;Alenquer;1101;0.0;1
2023;04;Felgueiras;1303;55.0;1
2023;04;Cantanhede;0602;0.0;7
2023;04;Paços de Ferreira;1309;18.15;9
2023;04;Moimenta da Beira;1807;6.0;1
2023;04;Carregal do Sal;1802;3.12;2
2023;04;Baião;1302;0.36;1
2023;04;Oliveira do Hospital;0611;4.44;4
2023;04;Bragança;0402;9.79;3
2023;04;Amadora;1115;6.0;1
2023;04;Aljustrel;0201;12.0;1
2023;04;Cuba;0207;1.6;1
2023;04;Penalva do Castelo;1811;20.0;1
2023;04;Anadia;0103;11.16;3
2023;04;Anadia;0103;0.0;4
2023;04;Ponte de Sor;1213;1.16;1
2023;04;Ponte de Sor;1213;3.59;3
2023;04;Ferreira do Alentejo;0208;2.16;2
2023;04;Montemor-o-Novo;0706;0.72;1
2023;04;Tondela;1821;4.88;2
2023;04;Arganil;0601;9.36;4
2023;04;Tarouca;1820;0.75;1
2023;04;Boticas;1702;3.1;1
2023;04;Penamacor;0507;1.5;1
2023;04;Gondomar;1304;15.65;8
2023;04;Gondomar;1304;2.67;2
2023;04;Gondomar;1304;0.88;1
2023;04;Gondomar;1304;14.75;4
2023;04;Oliveira de Frades;1810;1.05;1
2023;04;Oliveira de Frades;1810;0.0;2
2023;04;Oliveira de Frades;1810;2.2;1
2023;04;Tomar;1418;8.76;4
2023;04;Sobral de Monte Agraço;1112;0.0;2
2023;04;Vila Nova de Paiva;1822;2.6;2
2023;04;Sernancelhe;1818;3.6;1
2023;04;Caminha;1602;0.0;4
2023;04;Torres Novas;1419;12.0;8
2023;04;Castro Marim;0804;17.44;3
2023;04;Castro Marim;0804;0.0;2
2023;04;Melgaço;1603;3.04;1
2023;04;Nisa;1212;0.7;1
2023;04;Gouveia;0906;4.47;2
2023;04;Gouveia;0906;0.0;1
2023;04;São Pedro do Sul;1816;21.44;2
2023;04;Barreiro;1504;40.0;1
2023;04;Soure;0615;16.56;1
2023;04;Estremoz;0704;2.16;1
2023;04;Moura;0210;1.16;2
2023;04;Portel;0709;0.0;3
2023;04;Tavira;0814;0.0;2
2023;04;Tavira;0814;13.93;3
2023;04;Alijó;1701;9.78;3
2023;04;Gavião;1209;0.22;1
2023;04;Guimarães;0308;35.41;17
2023;04;Santa Comba Dão;1814;5.27;3
2023;04;Santa Comba Dão;1814;3.37;2
2023;04;Covilhã;0503;0.0;6
2023;04;Torres Vedras;1113;9.57;6
2023;04;Torres Vedras;1113;74.09;13
2023;04;Marvão;1210;5.72;2
2023;04;Silves;0813;9.44;2
2023;04;Mogadouro;0408;0.72;1
2023;04;Trancoso;0913;1.8;1
2023;04;Santa Maria da Feira;0109;24.85;8
2023;05;Santa Maria da Feira;0109;18.39;14
2023;05;Pombal;1015;3.5;1
2023;04;Braga;0303;63.18;23
2023;05;Braga;0303;67.82;23
2023;05;Braga;0303;46.6;23
2023;05;Amares;0301;5.43;3
2023;05;Amares;0301;11.54;5
2023;04;Odemira;0211;7.0;2
2023;04;Rio Maior;1414;5.8;3
2023;04;Valença;1608;17.0;3
2023;05;Valença;1608;0.29;1
2023;05;Óbidos;1012;11.6;3
2023;04;Cantanhede;0602;21.7;9
2023;05;Cantanhede;0602;15.66;4
2023;05;Murtosa;0112;6.64;2
2023;05;Sabugal;0911;2.1;1
2023;04;Soure;0615;0.5;1
2023;04;Figueira da Foz;0605;0.72;1
2023;04;Póvoa de Varzim;1313;6.17;5
2023;05;Arraiolos;0702;21.28;4
2023;04;Tabuaço;1819;1.79;1
2023;05;Estarreja;0108;0.87;1
2023;04;Penalva do Castelo;1811;0.72;1
2023;04;Sesimbra;1511;34.2;13
2023;05;Sesimbra;1511;18.77;12
2023;05;Baião;1302;8.72;2
2023;05;Santarém;1416;1290.0;4
2023;05;Barreiro;1504;1.38;1
2023;05;Arganil;0601;3.6;1
2023;05;Gondomar;1304;0.0;1
2023;05;Portalegre;1214;1.5;1
2023;05;Oliveira de Frades;1810;3.6;2
2023;05;Cascais;1105;60.0;1
2023;05;Cascais;1105;24.0;2
2023;05;Paredes;1310;75.0;1
2023;05;Paredes;1310;11.01;8
2023;05;Peniche;1014;3.68;1
2023;05;Felgueiras;1303;20.0;3
2023;05;Felgueiras;1303;162.0;3
2023;05;Moimenta da Beira;1807;2.4;2
2023;05;Viseu;1823;54.8;10
2023;05;Tavira;0814;0.0;3
2023;05;Coimbra;0603;35.86;19
2023;05;Coimbra;0603;53.85;14
2023;05;Tarouca;1820;87.0;1
2023;05;Chaves;1703;7.04;4
2023;05;Chaves;1703;10.15;8
2023;05;Cartaxo;1406;160.0;1
2023;05;Loulé;0808;12.15;8
2023;05;Albufeira;0801;4.31;4
2023;05;Condeixa-a-Nova;0604;31.85;4
2023;05;Azambuja;1103;9.4;2
2023;05;Azambuja;1103;12.78;3
2023;05;Azambuja;1103;1.42;2
2023;05;Azambuja;1103;9.95;2
2023;05;Macedo de Cavaleiros;0405;1.25;1
2023;05;Montemor-o-Velho;0610;2.81;3
2023;05;Bombarral;1005;9.03;4
2023;05;Vila Real;1714;19.23;11
2023;05;Caminha;1602;7.2;2
2023;05;Caminha;1602;3.75;1
2023;05;Castro Verde;0206;0.29;1
2023;05;Seixal;1510;10.45;5
2023;05;Seixal;1510;1.05;1
2023;05;Vila do Conde;1316;41.41;1
2023;05;Bragança;0402;13.27;7
2023;05;Ponte de Lima;1607;4.04;2
2023;05;Ponte de Lima;1607;26.84;12
2023;05;Sernancelhe;1818;0.0;1
2023;05;Castro daire;1803;15.0;2
2023;05;Portimão;0811;10.16;2
2023;05;São Pedro do Sul;1816;6.7;3
2023;05;São Pedro do Sul;1816;43.62;6
2023;05;Aljezur;0803;3.0;1
2023;05;Aljezur;0803;0.87;1
2023;05;Póvoa de Lanhoso;0309;2.88;2
2023;05;Covilhã;0503;9.27;5
2023;05;Constância;1408;10.0;2
2023;05;Olhão;0810;44.4;7
2023;05;Amadora;1115;3.16;2
2023;05;Vila Nova de Famalicão;0312;30.0;1
2023;05;Vieira do Minho;0311;1.44;2
2023;05;Ponte de Sor;1213;2.52;2
2023;05;Arouca;0104;0.0;1
2023;05;Loures;1107;12.0;1
2023;05;Loures;1107;1.41;1
2023;05;Tondela;1821;8.46;5
2023;05;Torres Novas;1419;16.52;11
2023;05;Leiria;1009;67.41;17
2023;05;Leiria;1009;40.64;14
2023;05;Batalha;1004;7.28;2
2023;05;Vila Pouca de Aguiar;1713;1.9;1
2023;05;Porto;1312;20.17;7
2023;05;Vila Franca de Xira;1114;7.46;3
2023;05;Aljustrel;0201;0.72;1
2023;05;Moura;0210;30.0;3
2023;05;Penamacor;0507;80.0;1
2023;05;Carregal do Sal;1802;0.0;1
2023;05;Guarda;0907;7.35;5
2023;05;Faro;0805;3.85;2
2023;05;Mira;0608;1.45;1
2023;05;Almeirim;1403;9.3;3
2023;05;Lousã;0607;3.24;3
2023;05;Aveiro;0105;380.0;2
2023;05;Alenquer;1101;2.72;2
2023;05;Cuba;0207;50.0;2
2023;05;Tábua;0616;5.44;2
2023;05;Tábua;0616;6.49;4
2023;05;Penacova;0613;10.85;2
2023;05;Vila Real de Santo António;0816;1.44;2
2023;05;Loulé;0808;20.72;8
2023;05;Vieira do Minho;0311;0.72;1
2023;05;Figueira da Foz;0605;4.08;2
2023;05;Guimarães;0308;9.17;9
2023;05;Vale de Cambra;0119;3.6;3
2023;05;Carregal do Sal;1802;1.38;1
2023;05;Nisa;1212;1.4;1
2023;05;Entroncamento;1410;1.8;2
2023;05;Vila Verde;0313;6.78;4
2023;05;Vila Franca de Xira;1114;14.61;6
2023;05;Ovar;0115;4.88;7
2023;05;Castelo Branco;0502;17.5;3
2023;05;Esposende;0306;20.0;1
2023;05;Alcácer do Sal;1501;1.08;1
2023;05;Cascais;1105;2.21;2
2023;05;Loures;1107;20.74;9
2023;05;Sesimbra;1511;14.84;4
2023;05;Moura;0210;1.9;1
2023;05;Barreiro;1504;4.74;2
2023;05;Peniche;1014;5.0;1
2023;05;Palmela;1508;9.4;4
2023;05;Sousel;1215;0.29;2
2023;05;Oleiros;0506;0.72;1
2023;05;Celorico de Basto;0305;4.91;3
2023;05;Castelo de Paiva;0106;1.05;1
2023;05;Castelo de Paiva;0106;3.68;1
2023;05;Santo Tirso;1314;60.0;1
2023;05;Santo Tirso;1314;1.4;1
2023;05;Ílhavo;0110;3.29;2
2023;05;Sintra;1111;25.64;8
2023;05;Moita;1506;1.08;1
2023;05;Mafra;1109;0.0;1
2023;05;Águeda;0101;10.86;3
2023;05;Vila Nova da Barquinha;1420;4.76;2
2023;05;Vendas Novas;0712;29.37;2
2023;05;Porto de Mós;1016;1.8;1
2023;05;Freixo de Espada À Cinta;0404;32.61;3
2023;05;Matosinhos;1308;21.52;10
2023;05;Mealhada;0111;1.16;1
2023;05;Maia;1306;4.75;2
2023;05;Alandroal;0701;65.72;4
2023;05;Benavente;1405;2.85;3
2023;05;Sardoal;1417;3.6;1
2023;05;Chamusca;1407;40.0;1
2023;05;Setúbal;1512;3.71;3
2023;05;Valpaços;1712;40.0;1
2023;05;Cadaval;1104;1.08;1
2023;05;Aveiro;0105;0.0;1
2023;05;Aveiro;0105;34.73;9
2023;05;Aveiro;0105;3.6;1
2023;05;Olhão;0810;5.94;4
2023;05;Santo Tirso;1314;8.13;6
2023;05;Vizela;0314;5.84;3
2023;05;Vizela;0314;1.44;1
2023;05;Loures;1107;36.79;8
2023;05;Loures;1107;11.81;7
2023;05;Oeiras;1110;2.46;3
2023;05;Felgueiras;1303;100.0;1
2023;05;Reguengos de Monsaraz;0711;0.0;1
2023;05;Reguengos de Monsaraz;0711;7.75;2
2023;05;Montijo;1507;7.58;4
2023;05;Barcelos;0302;37.15;6
2023;05;Barcelos;0302;80.6;20
2023;05;Barcelos;0302;23.54;15
2023;05;Barcelos;0302;26.84;6
2023;05;Marinha Grande;1010;2.73;1
2023;05;Paços de Ferreira;1309;360.0;2
2023;05;Mealhada;0111;5.82;4
