station_id,location_name,inicio,fim,TOA,Clear sky GHI,Clear sky BHI,Clear sky DHI,Clear sky BNI,GHI,BHI,DHI,BNI,Reliability
6213615,Mealhada / Quinta do Vale (CIM),2022-01-01,2022-01-02,3768.1882,2574.4382,2024.5726,549.8656,5998.8394,2241.2207,1366.9574,874.2634,4162.3188,0.9806
6213615,Mealhada / Quinta do Vale (CIM),2022-01-02,2022-01-03,3784.7656,2426.7495,1577.2621,849.4874,4537.3696,1684.9453,452.8423,1232.103,1570.2733,0.9802
6213615,Mealhada / Quinta do Vale (CIM),2022-01-03,2022-01-04,3802.7336,2495.8906,1761.0743,734.8163,5062.1494,2367.6826,1517.3993,850.2834,4385.9526,0.9799
6213615,Mealhada / Quinta do Vale (CIM),2022-01-04,2022-01-05,3822.0535,2613.6763,1939.7222,673.9541,5643.8867,1265.448,533.1844,732.2635,1611.0773,0.9799
6213615,Mealhada / Quinta do Vale (CIM),2022-01-05,2022-01-06,3842.8101,2532.302,1674.3458,857.9561,4703.4067,1041.178,261.2704,779.9076,1030.118,0.9792
6213615,Mealhada / Quinta do Vale (CIM),2022-01-06,2022-01-07,3864.9111,2588.0735,1790.0311,798.0425,5102.3672,1969.08,814.2234,1154.8566,2397.6018,0.9788
6213615,Mealhada / Quinta do Vale (CIM),2022-01-07,2022-01-08,3888.3733,2802.116,2347.0767,455.0394,6947.8936,2789.7002,2327.8279,461.8725,6895.1987,0.9785
6213615,Mealhada / Quinta do Vale (CIM),2022-01-08,2022-01-09,3913.1858,2854.6602,2356.9788,497.6813,6875.4575,2315.6016,1076.693,1238.9086,3730.9834,0.9781
6213615,Mealhada / Quinta do Vale (CIM),2022-01-09,2022-01-10,3939.3379,2616.4202,1800.9366,815.4836,5059.6167,665.053,6.618,658.435,18.3285,0.9778
6213615,Mealhada / Quinta do Vale (CIM),2022-01-10,2022-01-11,3966.8174,2789.6765,2221.4785,568.1981,6352.1602,817.9482,25.1463,792.8019,58.1918,0.9778
6213615,Mealhada / Quinta do Vale (CIM),2022-01-11,2022-01-12,3995.6113,2831.3579,2370.5029,460.8549,6888.1313,2739.5332,2196.9832,542.5499,6493.6694,0.9771
6213615,Mealhada / Quinta do Vale (CIM),2022-01-12,2022-01-13,4025.7529,2891.3748,2452.7454,438.6293,7111.9185,2891.3748,2452.7454,438.6293,7111.9185,0.9764
6213615,Mealhada / Quinta do Vale (CIM),2022-01-13,2022-01-14,4057.155,2926.1345,2448.9648,477.1697,7040.9839,2914.5017,2428.655,485.8467,6985.5518,0.9812
6213615,Mealhada / Quinta do Vale (CIM),2022-01-14,2022-01-15,4089.8298,2881.7446,2325.2927,556.4519,6587.3423,2867.9604,2299.8289,568.1317,6531.0874,0.9809
6213615,Mealhada / Quinta do Vale (CIM),2022-01-15,2022-01-16,4123.814,2898.4873,2365.6099,532.8776,6692.7495,2173.0066,1297.3108,875.6957,3599.2944,0.9802
6213615,Mealhada / Quinta do Vale (CIM),2022-01-16,2022-01-17,4159.0493,2723.4819,1858.064,865.418,4991.5562,2297.7673,1134.0881,1163.6791,3208.6631,0.9795
6213615,Mealhada / Quinta do Vale (CIM),2022-01-17,2022-01-18,4195.5298,2967.71,2393.9646,573.7455,6679.5942,2967.71,2393.9646,573.7455,6679.5942,0.9736
6213615,Mealhada / Quinta do Vale (CIM),2022-01-18,2022-01-19,4233.2061,3016.6345,2478.1155,538.5189,6883.5879,2994.9482,2438.4888,556.4593,6741.8413,0.9785
6213615,Mealhada / Quinta do Vale (CIM),2022-01-19,2022-01-20,4272.1211,3108.5588,2595.9329,512.6261,7188.7373,3104.2412,2589.0378,515.2032,7163.3965,0.9778
6213615,Mealhada / Quinta do Vale (CIM),2022-01-20,2022-01-21,4312.1973,3139.6621,2648.197,491.4652,7304.4331,3139.6621,2648.197,491.4652,7304.4331,0.9778
6213615,Mealhada / Quinta do Vale (CIM),2022-01-21,2022-01-22,4353.4863,3155.582,2675.8931,479.689,7359.4756,3076.0151,2489.4229,586.5925,6671.4399,0.9767
6213615,Mealhada / Quinta do Vale (CIM),2022-01-22,2022-01-23,4395.9604,3169.9722,2632.9702,537.002,7126.3296,3126.2954,2558.8684,567.427,6926.5176,0.9809
6213615,Mealhada / Quinta do Vale (CIM),2022-01-23,2022-01-24,4439.5347,3155.1897,2547.8164,607.3732,6792.8379,3155.1897,2547.8164,607.3732,6792.8379,0.9806
