# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2022-01-01T00:00:00.0
# Date end (ISO 8601): 2026-01-01T00:00:00.0
# Latitude (positive North, ISO 19115): 38.6508
# Longitude (positive East, ISO 19115): -8.6350
# Altitude (m): 75.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 1 day 0 h 0 min 0 s
# noValue: nan
# File generated on: 2026-03-31
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-01-01T00:00:00.0/2022-01-02T00:00:00.0;4063.8625;2824.8716;2217.8357;607.0359;6232.3579;2609.5027;1728.3474;881.1554;5074.2280;0.9823
2022-01-02T00:00:00.0/2022-01-03T00:00:00.0;4080.3984;2622.6995;1753.2214;869.4781;4806.4409;977.7964;39.5949;938.2015;199.3991;0.9819
2022-01-03T00:00:00.0/2022-01-04T00:00:00.0;4098.3125;2741.1770;2016.4045;724.7723;5522.8501;2657.5374;1841.4047;816.1328;5078.0122;0.9816
2022-01-04T00:00:00.0/2022-01-05T00:00:00.0;4117.5986;2818.5847;2083.5044;735.0805;5579.6562;1513.3090;610.3047;903.0043;1801.9075;0.9816
2022-01-05T00:00:00.0/2022-01-06T00:00:00.0;4138.2422;2782.3821;1899.8809;882.5013;5102.7144;2303.8203;1119.0679;1184.7524;3278.0925;0.9809
2022-01-06T00:00:00.0/2022-01-07T00:00:00.0;4160.2495;2848.0581;2059.8823;788.1758;5616.3926;2553.3748;1631.2225;922.1522;4345.5801;0.9806
2022-01-07T00:00:00.0/2022-01-08T00:00:00.0;4183.6035;3015.6672;2531.5630;484.1043;7112.1948;2999.0500;2499.1265;499.9235;7040.4536;0.9802
2022-01-08T00:00:00.0/2022-01-09T00:00:00.0;4208.2939;3106.5105;2604.7356;501.7749;7295.4365;2963.2261;2265.7161;697.5100;6391.5054;0.9799
2022-01-09T00:00:00.0/2022-01-10T00:00:00.0;4234.3081;2940.1731;2265.5164;674.6569;6143.7070;1209.1858;63.3308;1145.8550;149.7950;0.9795
2022-01-10T00:00:00.0/2022-01-11T00:00:00.0;4261.6348;3052.3750;2483.4153;568.9597;6782.9565;1039.2762;23.9196;1015.3567;210.4035;0.9792
2022-01-11T00:00:00.0/2022-01-12T00:00:00.0;4290.2969;3053.8521;2547.8521;506.0000;6989.1621;2938.1050;2317.3049;620.8000;6024.4424;0.9785
2022-01-12T00:00:00.0/2022-01-13T00:00:00.0;4320.2222;3063.4438;2550.3687;513.0752;6983.8755;3063.4438;2550.3687;513.0752;6983.8755;0.9781
2022-01-13T00:00:00.0/2022-01-14T00:00:00.0;4351.4194;3129.9480;2580.1196;549.8284;6982.6040;3124.6809;2570.9011;553.7798;6957.7627;0.9778
2022-01-14T00:00:00.0/2022-01-15T00:00:00.0;4383.8721;3082.0688;2430.1694;651.8994;6500.3140;3025.5674;2331.1453;694.4221;6201.3506;0.9774
2022-01-15T00:00:00.0/2022-01-16T00:00:00.0;4417.6123;3038.7666;2328.7334;710.0331;6147.4863;2604.9587;1566.1348;1038.8241;4084.9409;0.9771
2022-01-16T00:00:00.0/2022-01-17T00:00:00.0;4452.5518;2984.9673;2145.8489;839.1185;5498.9004;2765.6213;1683.8199;1081.8015;4457.6934;0.9816
2022-01-17T00:00:00.0/2022-01-18T00:00:00.0;4488.6968;3180.9058;2529.9910;650.9149;6640.4678;3161.3677;2499.5952;661.7723;6528.2573;0.9760
2022-01-18T00:00:00.0/2022-01-19T00:00:00.0;4526.0952;3260.0598;2675.1460;584.9138;7071.2070;3242.9436;2646.5645;596.3792;6986.0244;0.9806
2022-01-19T00:00:00.0/2022-01-20T00:00:00.0;4564.6284;3305.5491;2689.3555;616.1934;7057.0376;3294.5408;2670.9216;623.6193;7007.7241;0.9802
2022-01-20T00:00:00.0/2022-01-21T00:00:00.0;4604.3770;3424.1091;2856.5330;567.5762;7513.5366;3415.3506;2841.2380;574.1125;7473.9336;0.9795
2022-01-21T00:00:00.0/2022-01-22T00:00:00.0;4645.2261;3378.5540;2811.3770;567.1769;7325.5527;3362.1309;2783.6423;578.4885;7245.5420;0.9792
2022-01-22T00:00:00.0/2022-01-23T00:00:00.0;4687.3027;3385.8113;2791.3918;594.4196;7216.5684;3380.9900;2783.0615;597.9285;7193.5864;0.9781
2022-01-23T00:00:00.0/2022-01-24T00:00:00.0;4730.4482;2909.9348;1565.3943;1344.5405;3699.8567;2871.9204;1516.9855;1354.9348;3594.8330;0.9826
2022-01-24T00:00:00.0/2022-01-25T00:00:00.0;4774.6572;2914.3608;1574.7880;1339.5728;3659.8333;2692.6824;1235.5994;1457.0830;2950.0928;0.9823
2022-01-25T00:00:00.0/2022-01-26T00:00:00.0;4819.9805;3228.5125;2200.4441;1028.0684;5318.5776;3225.8516;2197.8071;1028.0446;5308.7974;0.9816
2022-01-26T00:00:00.0/2022-01-27T00:00:00.0;4866.3516;3271.0452;2300.1160;970.9293;5502.8008;2924.6304;1659.0470;1265.5835;3815.7273;0.9812
2022-01-27T00:00:00.0/2022-01-28T00:00:00.0;4913.7202;3257.7976;2263.6711;994.1266;5359.2383;3195.3853;2173.8677;1021.5174;5092.3062;0.9806
2022-01-28T00:00:00.0/2022-01-29T00:00:00.0;4962.1450;3434.0098;2596.3079;837.7020;6280.6997;3426.5005;2585.7295;840.7710;6245.2822;0.9799
2022-01-29T00:00:00.0/2022-01-30T00:00:00.0;5011.6035;3316.9900;2237.3704;1079.6196;5219.7729;3310.0222;2228.0166;1082.0056;5188.5889;0.9788
2022-01-30T00:00:00.0/2022-01-31T00:00:00.0;5061.9897;2921.3198;1268.3660;1652.9537;2799.3259;2540.2053;812.9098;1727.2957;1944.5037;1.0000
2022-01-31T00:00:00.0/2022-02-01T00:00:00.0;5113.3169;3238.5430;1849.5526;1388.9904;4156.7539;3238.5430;1849.5526;1388.9904;4156.7539;0.9774
2022-02-01T00:00:00.0/2022-02-02T00:00:00.0;5165.5625;3796.1797;3253.8450;542.3346;7928.2456;3782.4268;3230.0400;552.3867;7855.3999;0.9819
2022-02-02T00:00:00.0/2022-02-03T00:00:00.0;5218.6694;3784.0256;3114.8438;669.1819;7422.4360;3781.5078;3113.7964;667.7114;7418.3276;0.9816
2022-02-03T00:00:00.0/2022-02-04T00:00:00.0;5272.6841;3401.5872;2098.9563;1302.6309;4731.3052;2240.6382;387.3989;1853.2394;1140.1973;0.9809
2022-02-04T00:00:00.0/2022-02-05T00:00:00.0;5327.5879;3538.0659;2434.4058;1103.6602;5441.2197;2521.5171;791.5357;1729.9813;1932.5685;0.9802
2022-02-05T00:00:00.0/2022-02-06T00:00:00.0;5383.2754;3765.3701;2870.8413;894.5287;6579.4946;3765.3701;2870.8413;894.5287;6579.4946;0.9792
2022-02-06T00:00:00.0/2022-02-07T00:00:00.0;5439.7554;3945.7209;3164.8303;780.8905;7300.4458;3945.7209;3164.8303;780.8905;7300.4458;0.9785
2022-02-07T00:00:00.0/2022-02-08T00:00:00.0;5497.0015;3974.0339;3230.0239;744.0101;7429.7515;3949.6702;3192.4084;757.2617;7309.9365;0.9830
2022-02-08T00:00:00.0/2022-02-09T00:00:00.0;5554.9873;4010.2507;3222.4116;787.8391;7294.3452;4004.8694;3213.7795;791.0897;7263.1499;0.9823
2022-02-09T00:00:00.0/2022-02-10T00:00:00.0;5613.7256;3622.1985;2128.0195;1494.1788;4524.1963;3622.1985;2128.0195;1494.1788;4524.1963;0.9812
2022-02-10T00:00:00.0/2022-02-11T00:00:00.0;5673.1646;3400.8882;1617.6326;1783.2557;3312.4407;2802.3608;964.3251;1838.0358;1850.0565;0.9802
2022-02-11T00:00:00.0/2022-02-12T00:00:00.0;5733.2334;3593.7363;1964.3196;1629.4167;4073.6235;3573.7266;1954.0829;1619.6436;4019.9485;0.9795
2022-02-12T00:00:00.0/2022-02-13T00:00:00.0;5793.9385;3810.1880;2379.5962;1430.5919;5043.6509;2225.3301;497.1318;1728.1982;1457.0809;0.9889
2022-02-13T00:00:00.0/2022-02-14T00:00:00.0;5855.2529;4084.4734;2973.7825;1110.6907;6396.9976;2045.4333;430.6561;1614.7772;1172.0739;0.9781
2022-02-14T00:00:00.0/2022-02-15T00:00:00.0;5917.1504;4320.0796;3309.1162;1010.9631;7029.7085;3833.4265;2463.4036;1370.0229;5566.0698;0.9830
2022-02-15T00:00:00.0/2022-02-16T00:00:00.0;5979.6045;4435.5044;3646.0676;789.4370;7868.0674;4272.4092;3299.1663;973.2430;7069.1924;0.9819
2022-02-16T00:00:00.0/2022-02-17T00:00:00.0;6042.6431;4210.4395;2972.0757;1238.3635;6210.9277;2882.5171;1006.0345;1876.4827;2525.0325;0.9809
2022-02-17T00:00:00.0/2022-02-18T00:00:00.0;6106.1499;4371.0278;3460.8425;910.1852;7354.7397;4039.4695;2875.4675;1164.0020;6122.7881;0.9802
2022-02-18T00:00:00.0/2022-02-19T00:00:00.0;6170.1816;4400.2114;3432.8376;967.3737;7167.8701;2602.9141;795.6245;1807.2896;1758.7036;0.9844
2022-02-19T00:00:00.0/2022-02-20T00:00:00.0;6234.6670;4683.2812;4033.9480;649.3333;8631.2061;4683.2812;4033.9480;649.3333;8631.2061;0.9833
2022-02-20T00:00:00.0/2022-02-21T00:00:00.0;6299.5605;4809.5996;4230.1987;579.4009;9089.9141;4809.5996;4230.1987;579.4009;9089.9141;0.9826
2022-02-21T00:00:00.0/2022-02-22T00:00:00.0;6364.8535;4772.5479;4007.6321;764.9160;8411.7422;4772.5479;4007.6321;764.9160;8411.7422;0.9819
2022-02-22T00:00:00.0/2022-02-23T00:00:00.0;6430.5181;4937.3511;4327.9517;609.3995;9146.8809;4931.9976;4323.1069;608.8906;9132.1602;0.9812
2022-02-23T00:00:00.0/2022-02-24T00:00:00.0;6496.5913;4831.4307;3998.0168;833.4139;8241.9502;3995.3599;2239.4678;1755.8921;4554.5010;0.9802
