# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2022-01-01T00:00:00.0
# Date end (ISO 8601): 2026-01-01T00:00:00.0
# Latitude (positive North, ISO 19115): 37.7441
# Longitude (positive East, ISO 19115): -25.6953
# Altitude (m): 74.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 1 day 0 h 0 min 0 s
# noValue: nan
# File generated on: 2026-03-31
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-01-01T00:00:00.0/2022-01-02T00:00:00.0;4220.2769;2895.2542;2136.7634;758.4908;5706.2217;2692.8635;1812.5032;880.3604;4677.4048;0.9806
2022-01-02T00:00:00.0/2022-01-03T00:00:00.0;4236.8013;2713.3760;1724.3588;989.0173;4505.4536;1392.6272;240.4229;1152.2042;635.5662;0.9802
2022-01-03T00:00:00.0/2022-01-04T00:00:00.0;4254.7324;2846.4951;2132.9927;713.5026;5706.5508;1362.4476;297.5218;1064.9259;1124.3903;0.9799
2022-01-04T00:00:00.0/2022-01-05T00:00:00.0;4274.0269;3057.5769;2491.9612;565.6158;6830.5269;2233.7449;696.0427;1537.7023;2045.0106;0.9795
2022-01-05T00:00:00.0/2022-01-06T00:00:00.0;4294.6689;3023.2837;2374.4780;648.8057;6386.6333;2031.8490;926.6440;1105.2051;2352.2473;0.9792
2022-01-06T00:00:00.0/2022-01-07T00:00:00.0;4316.6655;2870.6655;1846.8838;1023.7819;4773.7393;2361.3550;964.1967;1397.1583;2528.0044;0.9788
2022-01-07T00:00:00.0/2022-01-08T00:00:00.0;4339.9995;3015.7942;2178.6265;837.1677;5706.3950;1169.4784;49.9451;1119.5333;137.8439;0.9785
2022-01-08T00:00:00.0/2022-01-09T00:00:00.0;4364.6592;3015.7080;2271.0137;744.6943;5969.8164;1400.1132;78.9456;1321.1676;185.9542;0.9833
2022-01-09T00:00:00.0/2022-01-10T00:00:00.0;4390.5981;3087.6084;2346.4707;741.1378;6165.9287;2648.1467;1671.9552;976.1915;4068.0557;0.9833
2022-01-10T00:00:00.0/2022-01-11T00:00:00.0;4417.9170;3071.8755;2379.4802;692.3951;6246.8716;2575.9919;1495.7866;1080.2054;3778.8618;0.9826
2022-01-11T00:00:00.0/2022-01-12T00:00:00.0;4446.4937;2766.3188;1567.9656;1198.3531;3856.2461;2278.8958;993.0095;1285.8864;2458.1448;0.9823
2022-01-12T00:00:00.0/2022-01-13T00:00:00.0;4476.3447;3043.1497;2143.8032;899.3465;5479.4326;1851.6338;512.1097;1339.5242;1353.6420;0.9819
2022-01-13T00:00:00.0/2022-01-14T00:00:00.0;4507.4551;3021.4583;2190.5364;830.9218;5605.4634;1774.9872;514.1068;1260.8804;1449.3691;0.9819
2022-01-14T00:00:00.0/2022-01-15T00:00:00.0;4539.8457;3012.3591;2195.3987;816.9606;5589.1724;2265.5376;715.4021;1550.1356;1905.4304;0.9809
