# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2022-01-01T00:00:00.0
# Date end (ISO 8601): 2026-01-01T00:00:00.0
# Latitude (positive North, ISO 19115): 41.1385
# Longitude (positive East, ISO 19115): -8.6025
# Altitude (m): 91.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 1 day 0 h 0 min 0 s
# noValue: nan
# File generated on: 2026-03-31
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-01-01T00:00:00.0/2022-01-02T00:00:00.0;3636.9966;2436.9895;1863.9210;573.0684;5626.9014;1976.4424;1129.1310;847.3113;3525.7432;0.9767
2022-01-02T00:00:00.0/2022-01-03T00:00:00.0;3653.5396;2384.5530;1646.6610;737.8920;4880.6626;1428.2903;359.9541;1068.3362;1214.1707;0.9767
2022-01-03T00:00:00.0/2022-01-04T00:00:00.0;3671.4868;2342.3953;1537.5297;804.8657;4493.6387;1019.4650;127.8262;891.6388;315.6063;0.9767
2022-01-04T00:00:00.0/2022-01-05T00:00:00.0;3690.8550;2517.8179;1836.7585;681.0593;5512.8228;1524.5356;770.3912;754.1444;2411.9827;0.9764
2022-01-05T00:00:00.0/2022-01-06T00:00:00.0;3711.5947;2445.1460;1621.7236;823.4225;4704.7241;775.4484;149.5399;625.9086;690.7483;0.9760
2022-01-06T00:00:00.0/2022-01-07T00:00:00.0;3733.7500;2464.4294;1650.3497;814.0797;4799.9976;1292.8850;156.6225;1136.2626;513.2374;0.9753
2022-01-07T00:00:00.0/2022-01-08T00:00:00.0;3757.2390;2679.8357;2172.8574;506.9783;6517.8462;2679.8357;2172.8574;506.9783;6517.8462;0.9802
2022-01-08T00:00:00.0/2022-01-09T00:00:00.0;3782.0833;2659.6687;2016.4777;643.1909;5950.6753;1930.3448;553.5558;1376.7892;1892.4257;0.9799
2022-01-09T00:00:00.0/2022-01-10T00:00:00.0;3808.2717;2490.4734;1658.0677;832.4056;4760.6514;562.6959;16.7832;545.9126;145.9074;0.9795
2022-01-10T00:00:00.0/2022-01-11T00:00:00.0;3835.7927;2670.7793;2078.9929;591.7864;6083.1831;720.0366;3.7923;716.2443;8.5501;0.9792
2022-01-11T00:00:00.0/2022-01-12T00:00:00.0;3864.6333;2701.2354;2222.0913;479.1440;6593.8652;2701.2354;2222.0913;479.1440;6593.8652;0.9788
2022-01-12T00:00:00.0/2022-01-13T00:00:00.0;3894.8325;2798.7856;2369.6343;429.1512;7060.7275;2798.7856;2369.6343;429.1512;7060.7275;0.9785
2022-01-13T00:00:00.0/2022-01-14T00:00:00.0;3926.3342;2814.4724;2355.0400;459.4325;6951.3662;2814.4724;2355.0400;459.4325;6951.3662;0.9774
2022-01-14T00:00:00.0/2022-01-15T00:00:00.0;3959.1167;2774.7307;2229.2793;545.4515;6458.8970;2697.1821;2094.3569;602.8253;6078.2407;0.9767
2022-01-15T00:00:00.0/2022-01-16T00:00:00.0;3993.1570;2770.5381;2214.6125;555.9255;6375.1113;2212.6609;1097.8882;1114.7726;3306.2849;0.9764
2022-01-16T00:00:00.0/2022-01-17T00:00:00.0;4028.4468;2590.4556;1693.1190;897.3365;4652.4028;2029.4701;778.7795;1250.6907;2179.9495;0.9812
2022-01-17T00:00:00.0/2022-01-18T00:00:00.0;4065.0278;2788.7935;2143.6958;645.0977;6057.4438;2788.7935;2143.6958;645.0977;6057.4438;0.9753
2022-01-18T00:00:00.0/2022-01-19T00:00:00.0;4102.7993;2889.5679;2349.8054;539.7625;6676.1255;2889.5679;2349.8054;539.7625;6676.1255;0.9802
2022-01-19T00:00:00.0/2022-01-20T00:00:00.0;4141.8711;2972.5972;2447.3142;525.2830;6892.0664;2972.5972;2447.3142;525.2830;6892.0664;0.9792
