# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2022-01-01T00:00:00.0
# Date end (ISO 8601): 2026-01-01T00:00:00.0
# Latitude (positive North, ISO 19115): 38.5485
# Longitude (positive East, ISO 19115): -8.8908
# Altitude (m): 18.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 1 day 0 h 0 min 0 s
# noValue: nan
# File generated on: 2026-03-31
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-01-01T00:00:00.0/2022-01-02T00:00:00.0;4081.4514;2819.1211;2223.5513;595.5698;6231.4106;2548.1047;1584.1930;963.9119;4758.3867;0.9819
2022-01-02T00:00:00.0/2022-01-03T00:00:00.0;4097.9785;2613.8425;1754.2321;859.6105;4789.7495;1040.8682;91.2369;949.6312;377.1124;0.9819
2022-01-03T00:00:00.0/2022-01-04T00:00:00.0;4115.8516;2734.3926;2005.3990;728.9936;5472.9136;1783.8915;476.4183;1307.4731;1239.0811;0.9819
2022-01-04T00:00:00.0/2022-01-05T00:00:00.0;4135.1367;2809.7034;2061.9050;747.7983;5508.0757;1769.3224;890.4724;878.8499;2260.4207;0.9812
2022-01-05T00:00:00.0/2022-01-06T00:00:00.0;4155.7773;2774.7917;1884.7406;890.0513;5025.6074;2027.0149;729.5552;1297.4597;2103.6355;0.9809
2022-01-06T00:00:00.0/2022-01-07T00:00:00.0;4177.7793;2818.2703;1960.2976;857.9725;5292.1592;2500.8208;1483.3597;1017.4612;4110.0361;0.9806
2022-01-07T00:00:00.0/2022-01-08T00:00:00.0;4201.1265;3007.2529;2521.2896;485.9633;7039.4834;3007.2529;2521.2896;485.9633;7039.4834;0.9802
2022-01-08T00:00:00.0/2022-01-09T00:00:00.0;4225.8076;3101.0415;2606.8914;494.1501;7277.6353;2994.8975;2369.4866;625.4109;6559.2456;0.9799
2022-01-09T00:00:00.0/2022-01-10T00:00:00.0;4251.8110;2943.3384;2260.0532;683.2852;6101.6172;1927.6490;858.4016;1069.2476;1886.2446;0.9795
2022-01-10T00:00:00.0/2022-01-11T00:00:00.0;4279.1655;3044.5706;2464.9727;579.5978;6696.0942;1126.8872;155.0426;971.8445;755.7366;0.9788
2022-01-11T00:00:00.0/2022-01-12T00:00:00.0;4307.7891;3046.0930;2538.2405;507.8524;6930.0981;2678.4395;1933.6237;744.8157;4841.0674;0.9785
2022-01-12T00:00:00.0/2022-01-13T00:00:00.0;4337.6973;3057.5352;2550.7957;506.7394;6954.7661;3057.5352;2550.7957;506.7394;6954.7661;0.9781
2022-01-13T00:00:00.0/2022-01-14T00:00:00.0;4368.8745;3128.0344;2586.0408;541.9938;6975.2124;3100.7292;2538.3425;562.3867;6854.7026;0.9778
2022-01-14T00:00:00.0/2022-01-15T00:00:00.0;4401.3481;3068.7498;2411.1516;657.5983;6414.4009;2816.1284;1959.2100;856.9186;5020.1992;0.9774
2022-01-15T00:00:00.0/2022-01-16T00:00:00.0;4435.0396;3011.7332;2273.9871;737.7462;5951.3003;2288.3745;930.2386;1358.1359;2620.9573;0.9767
2022-01-16T00:00:00.0/2022-01-17T00:00:00.0;4469.9531;2975.1616;2141.4529;833.7089;5472.7954;2582.9883;1445.0173;1137.9711;3576.4116;0.9764
2022-01-17T00:00:00.0/2022-01-18T00:00:00.0;4506.1216;3159.5830;2495.2771;664.3060;6509.8438;3123.8562;2435.8745;687.9818;6312.0693;0.9757
