# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2022-01-01T00:00:00.0
# Date end (ISO 8601): 2026-01-01T00:00:00.0
# Latitude (positive North, ISO 19115): 37.4333
# Longitude (positive East, ISO 19115): -7.7667
# Altitude (m): 293.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 1 day 0 h 0 min 0 s
# noValue: nan
# File generated on: 2026-03-31
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-01-01T00:00:00.0/2022-01-02T00:00:00.0;4272.8350;3053.7268;2483.3179;570.4089;6772.0024;2898.0981;2193.6006;704.4975;5705.7158;0.9795
2022-01-02T00:00:00.0/2022-01-03T00:00:00.0;4289.2725;2983.8779;2286.4172;697.4607;6158.5483;2959.4155;2244.5166;714.8990;6045.7729;0.9795
2022-01-03T00:00:00.0/2022-01-04T00:00:00.0;4307.1143;2987.7234;2357.3867;630.3366;6349.3945;2987.7234;2357.3867;630.3366;6349.3945;0.9792
2022-01-04T00:00:00.0/2022-01-05T00:00:00.0;4326.3169;3001.6702;2268.5374;733.1328;6215.2251;1463.7548;509.8293;953.9254;1939.3578;0.9844
2022-01-05T00:00:00.0/2022-01-06T00:00:00.0;4346.8662;3048.2817;2357.1848;691.0969;6313.4600;2596.6431;1700.9574;895.6858;4780.5381;0.9837
2022-01-06T00:00:00.0/2022-01-07T00:00:00.0;4368.7681;3157.9390;2676.3511;481.5878;7279.3818;3137.2871;2643.0830;494.2039;7194.9683;0.9833
2022-01-07T00:00:00.0/2022-01-08T00:00:00.0;4392.0054;3227.3430;2719.8674;507.4757;7352.5737;3224.7114;2719.0205;505.6908;7350.2041;0.9830
2022-01-08T00:00:00.0/2022-01-09T00:00:00.0;4416.5669;3318.5327;2861.7163;456.8164;7787.6548;3318.5327;2861.7163;456.8164;7787.6548;0.9826
2022-01-09T00:00:00.0/2022-01-10T00:00:00.0;4442.4404;3254.4553;2704.6379;549.8174;7230.5337;2282.6990;1101.3381;1181.3608;2990.9207;0.9823
2022-01-10T00:00:00.0/2022-01-11T00:00:00.0;4469.6138;3229.9458;2721.3835;508.5624;7264.3604;1281.4965;45.7532;1235.7433;140.1032;0.9819
2022-01-11T00:00:00.0/2022-01-12T00:00:00.0;4498.0728;3266.8611;2800.7627;466.0982;7497.8892;2787.1785;2001.1038;786.0748;4953.2183;0.9816
2022-01-12T00:00:00.0/2022-01-13T00:00:00.0;4527.8398;3245.9578;2713.0347;532.9230;7177.3174;3229.6746;2685.3086;544.3660;7098.8105;0.9809
2022-01-13T00:00:00.0/2022-01-14T00:00:00.0;4558.8428;3313.7771;2741.7646;572.0125;7181.0483;3292.2893;2706.7571;585.5322;7073.5532;0.9806
2022-01-14T00:00:00.0/2022-01-15T00:00:00.0;4591.0879;3269.8447;2616.2781;653.5666;6769.7026;2838.3240;1826.4781;1011.8457;4699.9014;0.9802
2022-01-15T00:00:00.0/2022-01-16T00:00:00.0;4624.5581;3190.7507;2418.2761;772.4745;6151.9009;3122.7266;2310.2229;812.5036;5771.5757;0.9802
2022-01-16T00:00:00.0/2022-01-17T00:00:00.0;4659.2847;3219.9158;2455.0808;764.8351;6144.7988;3190.6069;2412.2449;778.3621;5968.0190;0.9792
2022-01-17T00:00:00.0/2022-01-18T00:00:00.0;4695.1777;3416.8572;2843.9841;572.8731;7320.5576;3416.8572;2843.9841;572.8731;7320.5576;0.9736
2022-01-18T00:00:00.0/2022-01-19T00:00:00.0;4732.2427;3442.4634;2862.8337;579.6295;7324.4512;3397.2158;2781.7031;615.5128;7136.4116;0.9785
2022-01-19T00:00:00.0/2022-01-20T00:00:00.0;4770.5264;3435.4604;2770.6299;664.8307;7007.2129;3413.7776;2740.5583;673.2194;6912.6279;0.9778
2022-01-20T00:00:00.0/2022-01-21T00:00:00.0;4809.9092;3564.7100;3002.7241;561.9858;7652.3130;3562.0166;2999.7080;562.3085;7641.5020;0.9774
2022-01-21T00:00:00.0/2022-01-22T00:00:00.0;4850.4702;3587.9590;3032.4976;555.4615;7688.5640;3575.6167;3015.5071;560.1096;7638.8086;0.9767
2022-01-22T00:00:00.0/2022-01-23T00:00:00.0;4892.0942;3560.9482;2941.5022;619.4459;7327.1768;3498.2463;2830.9888;667.2575;7021.2964;0.9764
2022-01-23T00:00:00.0/2022-01-24T00:00:00.0;4934.8628;2923.3105;1410.2234;1513.0872;3163.2717;2806.1482;1247.8539;1558.2944;2808.9641;0.9809
2022-01-24T00:00:00.0/2022-01-25T00:00:00.0;4978.6919;3020.6902;1567.7214;1452.9686;3561.2803;1884.9229;262.3089;1622.6140;755.8584;0.9802
2022-01-25T00:00:00.0/2022-01-26T00:00:00.0;5023.5449;3368.5896;2290.9485;1077.6411;5337.0811;3221.4453;2051.3137;1170.1316;4678.3374;0.9799
2022-01-26T00:00:00.0/2022-01-27T00:00:00.0;5069.4663;3230.8281;1873.7764;1357.0516;4277.7246;2214.3467;906.5172;1307.8296;1783.6311;0.9844
2022-01-27T00:00:00.0/2022-01-28T00:00:00.0;5116.4312;3469.8733;2495.3000;974.5734;5801.4224;3282.5532;2102.3728;1180.1804;5087.5713;0.9833
2022-01-28T00:00:00.0/2022-01-29T00:00:00.0;5164.3208;3585.7986;2670.8455;914.9531;6278.6489;3580.6804;2663.2822;917.3982;6258.2124;0.9830
2022-01-29T00:00:00.0/2022-01-30T00:00:00.0;5213.2153;3330.9026;1980.0564;1350.8462;4363.9106;3040.1135;1524.8455;1515.2679;3485.6462;0.9823
2022-01-30T00:00:00.0/2022-01-31T00:00:00.0;5263.0474;3014.0647;1269.7706;1744.2939;2718.2646;2944.7476;1226.2592;1718.4884;2589.9026;1.0000
2022-01-31T00:00:00.0/2022-02-01T00:00:00.0;5313.7935;3297.5850;1679.6832;1617.9016;3659.3484;3297.5850;1679.6832;1617.9016;3659.3484;0.9809
2022-02-01T00:00:00.0/2022-02-02T00:00:00.0;5365.3931;4010.6614;3451.8667;558.7945;8123.9756;4008.3237;3450.9060;557.4177;8118.9111;0.9806
