# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2022-01-01T00:00:00.0
# Date end (ISO 8601): 2026-01-01T00:00:00.0
# Latitude (positive North, ISO 19115): 38.3667
# Longitude (positive East, ISO 19115): -8.4833
# Altitude (m): 2.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 1 day 0 h 0 min 0 s
# noValue: nan
# File generated on: 2026-03-31
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-01-01T00:00:00.0/2022-01-02T00:00:00.0;4112.6753;2871.5776;2272.6091;598.9687;6337.5947;2741.0515;1962.9335;778.1181;5563.8242;0.9812
2022-01-02T00:00:00.0/2022-01-03T00:00:00.0;4129.1533;2686.5557;1868.4504;818.1050;5102.8354;2084.6978;1112.4283;972.2694;2929.9197;0.9812
2022-01-03T00:00:00.0/2022-01-04T00:00:00.0;4147.0225;2790.0081;2114.0598;675.9484;5756.3081;2591.3254;1766.7341;824.5914;4658.3843;0.9812
2022-01-04T00:00:00.0/2022-01-05T00:00:00.0;4166.2954;2853.1655;2144.0361;709.1295;5692.0649;1154.0527;297.6976;856.3550;992.9625;0.9812
2022-01-05T00:00:00.0/2022-01-06T00:00:00.0;4186.9214;2830.2844;1983.0579;847.2267;5310.1426;2177.2002;978.6971;1198.5031;2940.4233;0.9806
2022-01-06T00:00:00.0/2022-01-07T00:00:00.0;4208.9082;2917.5745;2247.0798;670.4948;6129.6157;2865.8325;2169.0574;696.7753;5836.6030;0.9802
2022-01-07T00:00:00.0/2022-01-08T00:00:00.0;4232.2373;3053.1550;2567.7556;485.3995;7138.6440;3037.3657;2538.5229;498.8429;7068.6660;0.9799
2022-01-08T00:00:00.0/2022-01-09T00:00:00.0;4256.8984;3147.7266;2654.5308;493.1958;7378.2783;3075.3958;2479.0735;596.3221;6805.1001;0.9795
2022-01-09T00:00:00.0/2022-01-10T00:00:00.0;4282.9194;2997.1130;2340.1611;656.9520;6311.9795;1371.1993;139.4211;1231.7783;338.8966;0.9788
2022-01-10T00:00:00.0/2022-01-11T00:00:00.0;4310.2202;3093.0195;2552.7197;540.2999;6952.7344;1006.3845;7.0560;999.3284;21.1772;0.9785
2022-01-11T00:00:00.0/2022-01-12T00:00:00.0;4338.8179;3101.2439;2616.0422;485.2017;7141.1562;2799.9346;2059.0815;740.8530;5301.1582;0.9781
2022-01-12T00:00:00.0/2022-01-13T00:00:00.0;4368.6978;3095.9485;2580.4814;515.4672;6993.0522;3091.1755;2572.3684;518.8071;6969.6147;0.9778
2022-01-13T00:00:00.0/2022-01-14T00:00:00.0;4399.8447;3167.5950;2624.1279;543.4669;7059.6294;3156.0586;2606.9155;549.1431;7013.4839;0.9774
2022-01-14T00:00:00.0/2022-01-15T00:00:00.0;4432.2935;3116.5171;2470.9390;645.5781;6552.1182;2758.3508;1826.5266;931.8242;4684.0068;0.9819
2022-01-15T00:00:00.0/2022-01-16T00:00:00.0;4465.9502;3063.0410;2340.5737;722.4673;6117.4990;2923.6516;2061.0808;862.5708;5486.8643;0.9819
2022-01-16T00:00:00.0/2022-01-17T00:00:00.0;4500.8257;3031.7971;2215.6780;816.1194;5644.4019;2782.4399;1731.1510;1051.2889;4341.4438;0.9812
2022-01-17T00:00:00.0/2022-01-18T00:00:00.0;4536.9619;3218.8320;2578.4692;640.3627;6717.1611;3192.8386;2537.5735;655.2650;6593.2666;0.9753
2022-01-18T00:00:00.0/2022-01-19T00:00:00.0;4574.2520;3287.1643;2717.4448;569.7194;7124.2432;3270.1794;2688.4460;581.7336;7046.7153;0.9802
2022-01-19T00:00:00.0/2022-01-20T00:00:00.0;4612.7603;3304.6089;2659.1775;645.4314;6894.3403;3288.4954;2632.7688;655.7265;6824.2422;0.9795
2022-01-20T00:00:00.0/2022-01-21T00:00:00.0;4652.3960;3470.9441;2927.4182;543.5259;7648.3081;3464.6699;2916.5837;548.0863;7618.3921;0.9792
2022-01-21T00:00:00.0/2022-01-22T00:00:00.0;4693.2544;3423.0532;2871.2432;551.8100;7440.5376;3413.1707;2854.1863;558.9844;7397.1968;0.9781
2022-01-22T00:00:00.0/2022-01-23T00:00:00.0;4735.1689;3421.4097;2835.8513;585.5583;7279.8140;3414.2578;2823.4978;590.7601;7246.1729;0.9778
2022-01-23T00:00:00.0/2022-01-24T00:00:00.0;4778.2373;2871.2468;1461.8628;1409.3842;3414.3860;2739.4924;1322.1758;1417.3165;2989.2322;0.9823
2022-01-24T00:00:00.0/2022-01-25T00:00:00.0;4822.3848;2813.3977;1365.3109;1448.0869;3107.2869;2706.0271;1200.8290;1505.1981;2758.1040;0.9816
2022-01-25T00:00:00.0/2022-01-26T00:00:00.0;4867.5757;3239.3777;2199.7295;1039.6482;5235.1235;3124.4292;2022.9744;1101.4550;4671.8184;0.9812
2022-01-26T00:00:00.0/2022-01-27T00:00:00.0;4913.8511;3222.3425;2109.4634;1112.8792;4991.9185;3141.6152;1981.3575;1160.2577;4556.3843;0.9809
2022-01-27T00:00:00.0/2022-01-28T00:00:00.0;4961.1489;3290.1440;2295.5403;994.6036;5415.7095;3238.7034;2210.1226;1028.5809;5180.9282;0.9799
2022-01-28T00:00:00.0/2022-01-29T00:00:00.0;5009.4546;3454.3276;2600.6917;853.6358;6275.2090;3444.4763;2586.2212;858.2550;6228.3828;0.9792
2022-01-29T00:00:00.0/2022-01-30T00:00:00.0;5058.7617;3301.1001;2162.2454;1138.8547;4980.4062;3259.4993;2114.2505;1145.2487;4846.4688;0.9785
2022-01-30T00:00:00.0/2022-01-31T00:00:00.0;5109.0269;2895.9431;1200.0031;1695.9401;2618.3855;2436.6909;728.3842;1708.3066;1679.5126;1.0000
2022-01-31T00:00:00.0/2022-02-01T00:00:00.0;5160.2261;3195.4255;1710.0518;1485.3738;3779.4595;3195.4255;1710.0518;1485.3738;3779.4595;0.9823
2022-02-01T00:00:00.0/2022-02-02T00:00:00.0;5212.3374;3838.9929;3297.6016;541.3914;7975.3247;3826.2864;3274.5784;551.7081;7916.1543;0.9816
2022-02-02T00:00:00.0/2022-02-03T00:00:00.0;5265.3359;3825.4539;3170.2893;655.1644;7513.4072;3776.5964;3082.9417;693.6547;7290.4316;0.9809
2022-02-03T00:00:00.0/2022-02-04T00:00:00.0;5319.1978;3459.6714;2200.0508;1259.6205;4950.4565;2220.0728;580.7019;1639.3708;1647.9028;0.9802
