# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2022-01-01T00:00:00.0
# Date end (ISO 8601): 2026-01-01T00:00:00.0
# Latitude (positive North, ISO 19115): 40.7264
# Longitude (positive East, ISO 19115): -7.8875
# Altitude (m): 627.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 1 day 0 h 0 min 0 s
# noValue: nan
# File generated on: 2026-03-31
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-01-01T00:00:00.0/2022-01-02T00:00:00.0;3707.6089;2594.5046;2102.9409;491.5636;6360.7559;2195.2817;1328.8295;866.4522;4079.0789;0.9812
2022-01-02T00:00:00.0/2022-01-03T00:00:00.0;3724.1853;2479.9080;1767.0822;712.8259;5234.4727;1831.0144;798.5279;1032.4866;2456.9702;0.9812
2022-01-03T00:00:00.0/2022-01-04T00:00:00.0;3742.1545;2532.4219;1884.2067;648.2150;5537.2686;2471.3215;1755.8937;715.4277;5194.1851;0.9806
2022-01-04T00:00:00.0/2022-01-05T00:00:00.0;3761.5110;2647.8015;2162.6694;485.1321;6424.9604;1420.8843;592.8181;828.0662;2039.4889;0.9802
2022-01-05T00:00:00.0/2022-01-06T00:00:00.0;3782.2402;2627.1841;2132.9690;494.2151;6270.3174;631.8110;119.4555;512.3556;655.5169;0.9799
2022-01-06T00:00:00.0/2022-01-07T00:00:00.0;3804.3494;2655.2283;2087.3611;567.8671;6190.0762;1940.4102;1045.4730;894.9371;3452.0598;0.9795
2022-01-07T00:00:00.0/2022-01-08T00:00:00.0;3827.8218;2822.1138;2418.3884;403.7253;7326.6855;2807.8284;2396.5669;411.2615;7271.4629;0.9792
2022-01-08T00:00:00.0/2022-01-09T00:00:00.0;3852.6475;2878.0735;2445.3784;432.6951;7303.5083;2477.4280;1435.5166;1041.9114;4843.2168;0.9788
2022-01-09T00:00:00.0/2022-01-10T00:00:00.0;3878.8149;2679.8162;2124.2302;555.5858;6230.7676;827.8601;13.4756;814.3845;37.1171;0.9785
2022-01-10T00:00:00.0/2022-01-11T00:00:00.0;3906.3127;2845.0164;2421.6855;423.3309;7181.7222;1898.2516;697.6174;1200.6342;2140.4272;0.9781
2022-01-11T00:00:00.0/2022-01-12T00:00:00.0;3935.1663;2839.4346;2420.0981;419.3365;7175.3887;2799.9285;2344.1067;455.8217;7009.2563;0.9774
2022-01-12T00:00:00.0/2022-01-13T00:00:00.0;3965.3042;2920.9375;2514.9695;405.9680;7427.0151;2850.0181;2384.8440;465.1741;7110.4731;0.9771
2022-01-13T00:00:00.0/2022-01-14T00:00:00.0;3996.7334;2945.0298;2506.4841;438.5457;7339.0151;2920.3989;2461.0190;459.3799;7223.9556;0.9771
2022-01-14T00:00:00.0/2022-01-15T00:00:00.0;4029.4768;2909.5383;2406.3257;503.2126;6939.7559;2678.7639;1984.3721;694.3918;5476.8218;0.9760
