# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2022-01-01T00:00:00.0
# Date end (ISO 8601): 2026-01-01T00:00:00.0
# Latitude (positive North, ISO 19115): 41.7252
# Longitude (positive East, ISO 19115): -7.4654
# Altitude (m): 352.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 1 month 0 day 0 h 0 min 0 s
# noValue: nan
# File generated on: 2026-03-29
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-01-01T00:00:00.0/2022-02-01T00:00:00.0;123326.3672;87707.5469;70694.5234;17013.0195;204523.2188;75366.2500;52204.5430;23161.7051;152879.7812;0.9798
2022-02-01T00:00:00.0/2022-03-01T00:00:00.0;153500.0781;110309.7422;86982.8516;23326.8867;201088.2656;86173.5156;52343.7031;33829.8125;124219.7422;0.9802
2022-03-01T00:00:00.0/2022-04-01T00:00:00.0;233450.9375;170214.9219;132620.2656;37594.6641;247843.8906;103723.7266;42699.9531;61023.7773;82076.6172;0.9804
2022-04-01T00:00:00.0/2022-05-01T00:00:00.0;286535.2812;219821.1406;186596.6719;33224.4766;306292.1562;174673.3750;113294.1797;61379.1914;187983.1719;0.9804
2022-05-01T00:00:00.0/2022-06-01T00:00:00.0;340336.1875;255443.8125;209905.2031;45538.6211;317990.3750;207564.1250;142143.4688;65420.6523;218643.2969;0.9795
2022-06-01T00:00:00.0/2022-07-01T00:00:00.0;346901.0938;259631.8594;214252.0781;45379.7891;317021.0938;203534.2969;126146.2422;77388.0547;183218.9375;0.9740
2022-07-01T00:00:00.0/2022-08-01T00:00:00.0;347763.6875;255574.0938;204301.5625;51272.5273;301651.1875;243108.0156;182688.0469;60419.9648;269858.1875;0.9775
2022-08-01T00:00:00.0/2022-09-01T00:00:00.0;310199.8750;229186.4062;187501.3125;41685.0898;293121.6562;218217.9688;169021.3438;49196.6133;262643.9688;0.9805
2022-09-01T00:00:00.0/2022-10-01T00:00:00.0;245423.1406;182766.7031;155785.0156;26981.6914;278029.0625;142707.0625;92585.6484;50121.4180;165686.6250;0.9816
2022-10-01T00:00:00.0/2022-11-01T00:00:00.0;189133.3906;134466.1719;104778.5156;29687.6543;221879.8906;95755.8672;54713.8867;41041.9805;113294.4453;0.9805
2022-11-01T00:00:00.0/2022-12-01T00:00:00.0;130300.6250;92529.1328;74522.0312;18007.1074;201225.6250;55409.9766;27128.1270;28281.8496;74737.8984;0.9797
2022-12-01T00:00:00.0/2023-01-01T00:00:00.0;109183.4453;74465.3125;57209.5859;17255.7246;178335.4062;33512.8359;11094.9678;22417.8691;39329.3281;0.9764
2023-01-01T00:00:00.0/2023-02-01T00:00:00.0;123057.8516;87768.8750;71596.8906;16171.9834;207931.3750;61065.1484;35624.2617;25440.8887;107147.0703;0.9794
2023-02-01T00:00:00.0/2023-03-01T00:00:00.0;153062.7812;111455.4219;89108.8125;22346.6055;208848.2031;97972.6172;69623.0156;28349.5996;167011.4219;0.9804
2023-03-01T00:00:00.0/2023-04-01T00:00:00.0;232915.2031;173569.3125;139767.7500;33801.5625;263133.3750;127672.7891;73786.2031;53886.5938;143162.7656;0.9795
2023-04-01T00:00:00.0/2023-05-01T00:00:00.0;286110.8750;218257.6562;181847.1094;36410.5391;296987.8125;180177.7031;117764.1875;62413.5117;195941.8125;0.9806
2023-05-01T00:00:00.0/2023-06-01T00:00:00.0;340085.1250;254024.5156;202334.9219;51689.5977;302271.4688;210070.2188;135086.7656;74983.4531;202559.5781;0.9796
2023-06-01T00:00:00.0/2023-07-01T00:00:00.0;346874.3438;251546.1875;194522.3594;57023.8242;281291.7812;205760.6094;128410.7266;77349.8906;183372.0156;0.9742
2023-07-01T00:00:00.0/2023-08-01T00:00:00.0;347957.7500;263104.2812;221368.0000;41736.2891;332036.4062;246346.3594;190425.8906;55920.4727;285036.5938;0.9781
2023-08-01T00:00:00.0/2023-09-01T00:00:00.0;310583.0312;234113.4062;199893.1094;34220.3047;317392.0938;219803.2031;170962.7812;48840.4102;270175.1875;0.9806
2023-09-01T00:00:00.0/2023-10-01T00:00:00.0;245907.1406;181008.6719;146442.2812;34566.3906;260080.5625;135782.0469;82603.9766;53178.0664;147921.2031;0.9817
2023-10-01T00:00:00.0/2023-11-01T00:00:00.0;189630.5625;135961.8750;107333.7344;28628.1289;226865.5000;91155.6875;55636.0000;35519.6875;113660.0078;0.9805
