# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2022-01-01T00:00:00.0
# Date end (ISO 8601): 2026-01-01T00:00:00.0
# Latitude (positive North, ISO 19115): 39.7448
# Longitude (positive East, ISO 19115): -8.8105
# Altitude (m): 61.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 1 month 0 day 0 h 0 min 0 s
# noValue: nan
# File generated on: 2026-03-29
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-01-01T00:00:00.0/2022-02-01T00:00:00.0;133776.7344;92638.3516;70621.6406;22016.7090;190019.0312;81693.5625;56788.1836;24905.3770;150807.4062;0.9801
2022-02-01T00:00:00.0/2022-03-01T00:00:00.0;162276.0156;114182.7109;86128.6562;28054.0527;188666.0000;91336.0938;54612.4102;36723.6797;123791.9453;0.9806
2022-03-01T00:00:00.0/2022-04-01T00:00:00.0;241131.4062;171099.9844;125271.3203;45828.6562;223881.9688;110362.7656;46558.9375;63803.8281;86763.3047;0.9814
2022-04-01T00:00:00.0/2022-05-01T00:00:00.0;290905.7812;219246.5781;179407.6562;39838.9180;284844.0312;174316.4062;107286.1094;67030.2891;170534.5000;0.9810
2022-05-01T00:00:00.0/2022-06-01T00:00:00.0;341735.3438;252358.8594;202246.8594;50112.0156;299554.7812;195132.0781;120442.5469;74689.5312;179847.5938;0.9799
2022-06-01T00:00:00.0/2022-07-01T00:00:00.0;346693.5312;255369.4062;205224.5469;50144.8594;297331.3438;198583.4688;119919.0234;78664.4375;178922.0938;0.9779
2022-07-01T00:00:00.0/2022-08-01T00:00:00.0;348339.0938;254623.8594;202439.7500;52184.1133;295036.5000;235484.0156;170651.4375;64832.5742;243986.5312;0.9792
2022-08-01T00:00:00.0/2022-09-01T00:00:00.0;313497.3750;232921.9688;192553.5469;40368.4180;297058.5000;204198.1719;151743.6562;52454.5234;232566.3281;0.9809
2022-09-01T00:00:00.0/2022-10-01T00:00:00.0;251718.2969;183505.6875;150376.0781;33129.6133;257999.3438;146291.3906;95178.0859;51113.3008;164674.3906;0.9822
2022-10-01T00:00:00.0/2022-11-01T00:00:00.0;198135.9219;136657.9531;98904.4062;37753.5469;198583.1406;97519.8594;49829.1602;47690.7031;97321.6016;0.9808
2022-11-01T00:00:00.0/2022-12-01T00:00:00.0;140193.6875;96721.4922;71919.1484;24802.3496;180272.4219;63165.1680;32938.5547;30226.6152;83938.4297;0.9802
2022-12-01T00:00:00.0/2023-01-01T00:00:00.0;119687.7969;79218.9609;55120.8438;24098.1191;156874.1250;44813.2109;18483.0488;26330.1602;55118.5117;0.9800
2023-01-01T00:00:00.0/2023-02-01T00:00:00.0;133510.4531;93144.8672;70931.3594;22213.5039;190647.8594;71557.6797;46365.7617;25191.9199;125463.6094;0.9798
