# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2022-01-01T00:00:00.0
# Date end (ISO 8601): 2026-01-01T00:00:00.0
# Latitude (positive North, ISO 19115): 37.1167
# Longitude (positive East, ISO 19115): -8.5295
# Altitude (m): 14.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 1 month 0 day 0 h 0 min 0 s
# noValue: nan
# File generated on: 2026-03-29
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-01-01T00:00:00.0/2022-02-01T00:00:00.0;147578.9531;99603.3828;71671.4922;27931.8906;179724.6875;91209.9922;59606.4688;31603.5234;149381.1719;0.9806
2022-02-01T00:00:00.0/2022-03-01T00:00:00.0;173674.3594;120777.7109;89005.3672;31772.3438;183519.8125;107613.2031;72381.7969;35231.4062;149942.4688;0.9813
2022-03-01T00:00:00.0/2022-04-01T00:00:00.0;250871.3125;179860.1250;137279.5625;42580.5625;237440.6719;132155.1562;76111.3828;56043.7773;135171.4375;0.9820
2022-04-01T00:00:00.0/2022-05-01T00:00:00.0;296201.2500;223450.3906;184596.9219;38853.4727;286224.5938;190037.3594;129369.8203;60667.5469;204844.9062;0.9816
2022-05-01T00:00:00.0/2022-06-01T00:00:00.0;343105.4688;252921.5312;203453.5938;49467.9492;296029.6875;229048.1875;166580.7656;62467.4258;242858.3438;0.9809
2022-06-01T00:00:00.0/2022-07-01T00:00:00.0;345995.2500;254864.3594;205716.7500;49147.6016;295222.0000;237125.6094;179425.2500;57700.3711;261336.2031;0.9786
2022-07-01T00:00:00.0/2022-08-01T00:00:00.0;348649.7812;254425.0156;200482.0781;53942.9297;287369.5312;238894.5156;179433.2812;59461.2266;258794.4531;0.9799
2022-08-01T00:00:00.0/2022-09-01T00:00:00.0;317379.2812;237823.1406;199735.9375;38087.2070;303835.4062;228832.5000;189423.2344;39409.2695;288277.4688;0.9819
2022-09-01T00:00:00.0/2022-10-01T00:00:00.0;259624.7812;189449.7656;156457.2344;32992.5430;261415.1406;173052.9062;133378.4219;39674.4844;222499.2344;0.9829
2022-10-01T00:00:00.0/2022-11-01T00:00:00.0;209763.6094;142413.5469;100886.7031;41526.8516;191698.0781;115259.5312;67144.7812;48114.7461;124625.3047;0.9814
2022-11-01T00:00:00.0/2022-12-01T00:00:00.0;153213.5781;107359.5078;83651.8203;23707.6855;198041.8125;89074.0156;57302.5977;31771.4180;134653.8281;0.9809
2022-12-01T00:00:00.0/2023-01-01T00:00:00.0;133643.9688;90087.0234;64601.5391;25485.4824;170009.5625;66676.8906;35040.9570;31635.9375;93299.0000;0.9798
2023-01-01T00:00:00.0/2023-02-01T00:00:00.0;147316.9844;104699.5625;83041.8359;21657.7285;208596.3906;91684.2578;63559.1680;28125.0879;160645.4219;0.9803
2023-02-01T00:00:00.0/2023-03-01T00:00:00.0;173262.1406;119376.6328;85332.1250;34044.5039;176660.2031;95855.3516;56544.9414;39310.4141;121520.5938;0.9815
2023-03-01T00:00:00.0/2023-04-01T00:00:00.0;250387.8906;185956.0938;150883.1250;35072.9688;264095.8750;162757.2812;114307.4609;48449.8164;201921.9375;0.9810
2023-04-01T00:00:00.0/2023-05-01T00:00:00.0;295837.4688;221716.7969;180814.2031;40902.5859;280846.2188;214462.0625;165297.0000;49165.0703;256036.6094;0.9818
2023-05-01T00:00:00.0/2023-06-01T00:00:00.0;342901.4375;252907.2344;203127.0469;49780.1875;295705.4688;241175.8594;183514.9062;57660.9414;266622.9375;0.9811
2023-06-01T00:00:00.0/2023-07-01T00:00:00.0;345976.4062;251169.0625;199107.6250;52061.4375;281506.2500;230413.3750;162809.1719;67604.2109;231367.7188;0.9788
