# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2022-01-01T00:00:00.0
# Date end (ISO 8601): 2026-01-01T00:00:00.0
# Latitude (positive North, ISO 19115): 41.6680
# Longitude (positive East, ISO 19115): -8.3798
# Altitude (m): 98.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 1 month 0 day 0 h 0 min 0 s
# noValue: nan
# File generated on: 2026-03-29
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-01-01T00:00:00.0/2022-02-01T00:00:00.0;123631.1562;86236.4375;67584.4922;18651.9453;193620.1094;73938.3047;51978.9844;21959.3203;147732.0156;0.9788
2022-02-01T00:00:00.0/2022-03-01T00:00:00.0;153759.8906;108249.5234;82674.3359;25575.1875;189414.5312;81439.3281;49249.6016;32189.7305;116886.7734;0.9802
2022-03-01T00:00:00.0/2022-04-01T00:00:00.0;233682.0000;167216.4531;125811.3438;41405.1055;232601.4062;102576.7578;46149.2227;56427.5352;88500.7266;0.9806
2022-04-01T00:00:00.0/2022-05-01T00:00:00.0;286670.3125;216928.2500;180788.4219;36139.8359;294475.5938;167750.9688;110317.9609;57433.0117;183817.7188;0.9802
2022-05-01T00:00:00.0/2022-06-01T00:00:00.0;340383.3438;251779.2188;203288.2969;48490.9180;306628.4688;189017.4375;129305.8281;59711.6133;193827.2500;0.9792
2022-06-01T00:00:00.0/2022-07-01T00:00:00.0;346899.0625;255693.0156;206970.5938;48722.4180;304061.5625;177958.8438;104555.6875;73403.1641;158616.0156;0.9783
2022-07-01T00:00:00.0/2022-08-01T00:00:00.0;347782.3125;253772.7656;204043.9531;49728.8047;302209.0312;237047.0156;177758.7656;59288.2422;260717.1719;0.9785
2022-08-01T00:00:00.0/2022-09-01T00:00:00.0;310295.9375;225885.8125;181460.9688;44424.8555;283666.8438;213469.3906;162165.9844;51303.4023;250577.1406;0.9806
2022-09-01T00:00:00.0/2022-10-01T00:00:00.0;245603.9844;179487.5469;148706.0781;30781.4688;263033.0625;138595.4375;91335.7969;47259.6445;165640.7656;0.9815
2022-10-01T00:00:00.0/2022-11-01T00:00:00.0;189391.3125;132572.1875;100020.0000;32552.1875;209526.0156;84862.8984;48621.0156;36241.8828;100300.5547;0.9803
2022-11-01T00:00:00.0/2022-12-01T00:00:00.0;130583.9453;90605.2109;68775.0156;21830.1953;182480.2188;55882.2656;29734.9629;26147.3008;81556.1875;0.9795
2022-12-01T00:00:00.0/2023-01-01T00:00:00.0;109485.6719;72693.5156;52466.6641;20226.8535;161502.3594;33620.2188;15014.5459;18605.6738;48693.7461;0.9791
2023-01-01T00:00:00.0/2023-02-01T00:00:00.0;123362.6562;85885.8359;66481.3438;19404.4941;190181.0625;63564.5586;44712.8281;18851.7285;128696.8984;0.9784
2023-02-01T00:00:00.0/2023-03-01T00:00:00.0;153322.9688;108921.2812;84891.1094;24030.1719;197221.5625;96508.4453;70524.0625;25984.3867;166654.4062;0.9803
2023-03-01T00:00:00.0/2023-04-01T00:00:00.0;233146.9688;170289.7812;131337.0469;38952.7383;244319.5312;114392.9375;64914.2930;49478.6484;125343.3203;0.9797
2023-04-01T00:00:00.0/2023-05-01T00:00:00.0;286246.6562;214477.5156;174086.7812;40390.7305;281812.6875;171147.6875;110471.3594;60676.3359;182198.4844;0.9805
2023-05-01T00:00:00.0/2023-06-01T00:00:00.0;340132.7188;249823.8125;195170.2812;54653.5430;290911.5312;200214.0312;126416.9766;73797.0547;191634.6406;0.9794
2023-06-01T00:00:00.0/2023-07-01T00:00:00.0;346872.3750;247380.5156;187082.9219;60297.5898;270522.4375;202483.2344;128667.3750;73815.8516;186366.8438;0.9786
2023-07-01T00:00:00.0/2023-08-01T00:00:00.0;347975.9375;259627.1562;215410.4531;44216.6992;321358.3750;225881.0938;166146.0312;59735.0586;248679.7969;0.9791
2023-08-01T00:00:00.0/2023-09-01T00:00:00.0;310677.9375;230593.6406;193074.1719;37519.4727;304689.4062;203187.9531;156787.2500;46400.7109;248139.8281;0.9808
2023-09-01T00:00:00.0/2023-10-01T00:00:00.0;246087.7188;178119.7031;141081.8281;37037.8711;248630.9219;136936.0156;84859.3750;52076.6367;153764.8594;0.9815
2023-10-01T00:00:00.0/2023-11-01T00:00:00.0;189888.1562;132326.0781;97129.8750;35196.2109;201602.3750;86520.5938;48970.0273;37550.5625;98315.8750;0.9803
2023-11-01T00:00:00.0/2023-12-01T00:00:00.0;130908.7891;89327.1328;65370.7852;23956.3477;174521.1094;49205.5586;25630.0938;23575.4648;71961.7891;0.9793
2023-12-01T00:00:00.0/2024-01-01T00:00:00.0;109537.4297;74834.8828;57727.6914;17107.1895;180532.3438;49477.4688;31348.7422;18128.7266;100032.5078;0.9790
2024-01-01T00:00:00.0/2024-02-01T00:00:00.0;123103.8984;82756.5234;60519.0859;22237.4395;173634.7188;52465.9961;29355.3887;23110.6055;84654.5312;0.9784
2024-02-01T00:00:00.0/2024-03-01T00:00:00.0;159328.7812;111205.5391;82812.6719;28392.8652;188269.8594;74795.8125;40906.0312;33889.7812;96720.6016;0.9802
2024-03-01T00:00:00.0/2024-04-01T00:00:00.0;234823.6875;170893.0938;128805.9453;42087.1562;238464.9219;104612.4297;53582.4961;51029.9336;103065.5156;0.9811
2024-04-01T00:00:00.0/2024-05-01T00:00:00.0;287578.0000;216435.6719;177300.8281;39134.8477;288664.9375;180140.6562;124865.7578;55274.8984;207093.6562;0.9784
2024-05-01T00:00:00.0/2024-06-01T00:00:00.0;340924.7812;258135.9688;213585.7344;44550.2383;324346.8750;182310.0625;119911.8672;62398.1953;184392.8438;0.9791
2024-06-01T00:00:00.0/2024-07-01T00:00:00.0;346959.4062;256201.7344;205221.6094;50980.1289;301971.5938;193966.3750;129180.2344;64786.1328;192153.7500;0.9781
2024-07-01T00:00:00.0/2024-08-01T00:00:00.0;347368.1250;258824.4531;216818.4531;42005.9922;325928.9688;228705.9844;179016.4375;49689.5391;268311.5625;0.9788
2024-08-01T00:00:00.0/2024-09-01T00:00:00.0;309478.3750;228452.2031;188890.4219;39561.7734;297937.8125;213447.3906;166256.5938;47190.7891;263533.2812;0.9778
2024-09-01T00:00:00.0/2024-10-01T00:00:00.0;244572.5469;174048.3281;135943.8594;38104.4727;239856.3438;146888.2188;102228.6641;44659.5625;179430.9375;0.9819
2024-10-01T00:00:00.0/2024-11-01T00:00:00.0;188329.1875;132267.7188;101425.2422;30842.4805;215618.7812;71461.3516;33461.0586;38000.2930;75796.4453;0.9809
2024-11-01T00:00:00.0/2024-12-01T00:00:00.0;129883.8594;87844.8516;66011.5625;21833.2910;175340.4688;58734.6836;32190.6387;26544.0449;87758.5469;0.9798
2024-12-01T00:00:00.0/2025-01-01T00:00:00.0;109375.5391;74312.4531;57130.3281;17182.1230;178076.5156;61925.5664;41927.0664;19998.5000;132240.7969;0.9791
2025-01-01T00:00:00.0/2025-02-01T00:00:00.0;123933.4453;85078.6016;62931.3828;22147.2188;178391.7812;51601.3789;29864.3242;21737.0527;87647.8984;0.9781
2025-02-01T00:00:00.0/2025-03-01T00:00:00.0;154254.3438;108412.9609;81506.1094;26906.8477;186081.0156;62441.7500;27574.1797;34867.5742;66626.5547;0.9798
2025-03-01T00:00:00.0/2025-04-01T00:00:00.0;234289.1094;173671.1094;140108.1562;33562.9531;263672.9688;123380.6719;76587.8828;46792.7930;143485.2344;0.9806
2025-04-01T00:00:00.0/2025-05-01T00:00:00.0;287153.0000;212964.4688;168486.4531;44478.0156;271497.5000;147488.7500;88211.6016;59277.1484;144079.3125;0.9793
