# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2022-01-01T00:00:00.0
# Date end (ISO 8601): 2026-01-01T00:00:00.0
# Latitude (positive North, ISO 19115): 41.2333
# Longitude (positive East, ISO 19115): -7.2833
# Altitude (m): 755.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 1 month 0 day 0 h 0 min 0 s
# noValue: nan
# File generated on: 2026-03-29
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-01-01T00:00:00.0/2022-02-01T00:00:00.0;125922.5156;90330.5938;73576.9609;16753.6367;210100.0938;80649.9297;58976.0703;21673.8574;168612.6719;0.9796
2022-02-01T00:00:00.0/2022-03-01T00:00:00.0;155690.7500;112758.2031;89799.0547;22959.1484;205971.7344;90874.3203;56574.0469;34300.2695;133828.7500;0.9805
2022-03-01T00:00:00.0/2022-04-01T00:00:00.0;235381.6562;171775.5000;134341.6250;37433.8789;249474.0156;105816.4922;44742.9844;61073.5078;85861.5156;0.9808
2022-04-01T00:00:00.0/2022-05-01T00:00:00.0;287648.0312;221347.9062;189527.9688;31819.9238;310194.3750;180177.2969;122937.9219;57239.3750;205124.4688;0.9810
2022-05-01T00:00:00.0/2022-06-01T00:00:00.0;340710.5312;256630.6250;212128.9062;44501.7148;320783.0000;206446.4531;139880.0156;66566.4297;213517.5781;0.9795
2022-06-01T00:00:00.0/2022-07-01T00:00:00.0;346873.8438;260871.8906;217344.3438;43527.5469;321468.9688;208176.0469;133315.7188;74860.3359;198282.5781;0.9752
2022-07-01T00:00:00.0/2022-08-01T00:00:00.0;347934.6250;256178.2500;205629.2812;50548.9688;303112.2500;244650.7812;187576.2656;57074.5156;276454.4062;0.9781
2022-08-01T00:00:00.0/2022-09-01T00:00:00.0;311050.4688;230597.0938;190121.5781;40475.5195;296236.8438;225195.5625;179716.5156;45479.0547;279386.5938;0.9810
2022-09-01T00:00:00.0/2022-10-01T00:00:00.0;247016.9219;184662.9688;158460.9844;26201.9824;281415.0625;152601.3281;107529.9141;45071.4258;193248.3438;0.9816
2022-10-01T00:00:00.0/2022-11-01T00:00:00.0;191391.5156;136305.7188;106715.1172;29590.5996;224309.2812;98425.5547;57841.7305;40583.8242;119129.1250;0.9808
2022-11-01T00:00:00.0/2022-12-01T00:00:00.0;132765.3125;94644.5703;76973.9531;17670.6191;205631.0938;61063.3047;32560.5137;28502.7930;89996.2734;0.9796
2022-12-01T00:00:00.0/2023-01-01T00:00:00.0;111790.0156;76653.0078;59293.5781;17359.4277;181967.0781;37814.3320;14035.8320;23778.5000;47866.8828;0.9794
2023-01-01T00:00:00.0/2023-02-01T00:00:00.0;125654.3984;90304.4688;74521.8828;15782.5918;213637.7344;64947.4180;41765.8516;23181.5645;123070.4609;0.9793
