# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2022-01-01T00:00:00.0
# Date end (ISO 8601): 2026-01-01T00:00:00.0
# Latitude (positive North, ISO 19115): 37.5820
# Longitude (positive East, ISO 19115): -8.7429
# Altitude (m): 68.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 1 month 0 day 0 h 0 min 0 s
# noValue: nan
# File generated on: 2026-03-29
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-01-01T00:00:00.0/2022-02-01T00:00:00.0;145142.8594;98549.5156;71422.5859;27126.9277;181300.7656;90405.8281;60623.5117;29782.3164;153619.5469;0.9802
2022-02-01T00:00:00.0/2022-03-01T00:00:00.0;171678.1250;120354.2188;89183.6562;31170.5645;186001.5000;107030.5781;71602.0547;35428.5273;149336.1094;0.9814
2022-03-01T00:00:00.0/2022-04-01T00:00:00.0;249185.4531;179369.2500;135682.4219;43686.8242;235376.2188;127740.8594;67487.0469;60253.8086;121310.0234;0.9820
2022-04-01T00:00:00.0/2022-05-01T00:00:00.0;295306.2812;223800.1562;183647.5625;40152.5938;285817.6562;191852.3750;133700.3438;58152.0234;208130.9844;0.9814
2022-05-01T00:00:00.0/2022-06-01T00:00:00.0;342904.1562;254448.6250;204904.1719;49544.4531;299190.1250;225727.6875;155405.2812;70322.4062;225923.2969;0.9809
2022-06-01T00:00:00.0/2022-07-01T00:00:00.0;346154.9688;256177.9375;206095.9219;50082.0195;296200.3125;233712.1875;171482.6562;62229.5391;244202.3281;0.9777
2022-07-01T00:00:00.0/2022-08-01T00:00:00.0;348633.5938;255635.1875;201259.9531;54375.2305;289238.4062;232227.6562;168973.9062;63253.7383;244295.5625;0.9798
2022-08-01T00:00:00.0/2022-09-01T00:00:00.0;316734.0000;238743.2188;201400.1094;37343.1055;307590.8750;222887.9531;178013.1562;44874.7891;268888.2188;0.9819
2022-09-01T00:00:00.0/2022-10-01T00:00:00.0;258262.9844;188830.5781;155204.8438;33625.7422;260241.2500;168818.4531;122223.8281;46594.6172;204091.3438;0.9828
2022-10-01T00:00:00.0/2022-11-01T00:00:00.0;207732.4531;142399.4844;102088.3281;40311.1484;196446.9219;116815.1328;69272.2500;47542.8789;131111.8750;0.9812
2022-11-01T00:00:00.0/2022-12-01T00:00:00.0;150919.3438;105648.3359;81216.2656;24432.0742;193659.0000;83156.8047;49990.6094;33166.1953;120445.1172;0.9808
2022-12-01T00:00:00.0/2023-01-01T00:00:00.0;131174.1562;88430.2109;62817.2148;25612.9941;167218.3594;61687.4258;29447.3906;32240.0352;79923.2578;0.9802
2023-01-01T00:00:00.0/2023-02-01T00:00:00.0;144880.1875;102995.8594;80692.6641;22303.2012;204893.5000;87158.7656;58418.4805;28740.2891;150533.1875;0.9798
