# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2022-01-01T00:00:00.0
# Date end (ISO 8601): 2026-01-01T00:00:00.0
# Latitude (positive North, ISO 19115): 37.5025
# Longitude (positive East, ISO 19115): -8.3019
# Altitude (m): 192.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 1 month 0 day 0 h 0 min 0 s
# noValue: nan
# File generated on: 2026-03-29
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-01-01T00:00:00.0/2022-02-01T00:00:00.0;145558.1094;99783.9141;74161.3516;25622.5645;188761.1406;91149.8125;62520.8359;28628.9785;159246.9375;0.9806
2022-02-01T00:00:00.0/2022-03-01T00:00:00.0;172017.9688;121325.9453;91798.0859;29527.8574;191828.4375;104131.0312;70586.6016;33544.4297;148366.7344;0.9812
2022-03-01T00:00:00.0/2022-04-01T00:00:00.0;249472.2031;180195.1562;139275.3750;40919.7930;242554.7344;125782.8906;67737.1406;58045.7461;122786.5078;0.9817
2022-04-01T00:00:00.0/2022-05-01T00:00:00.0;295458.6875;224654.3281;187901.1562;36753.1680;293985.4375;181392.9375;124347.3125;57045.6289;197336.1250;0.9817
2022-05-01T00:00:00.0/2022-06-01T00:00:00.0;342938.7812;255072.3281;208325.2500;46747.0820;305059.3750;225584.9062;160596.4062;64988.5000;237370.6719;0.9805
2022-06-01T00:00:00.0/2022-07-01T00:00:00.0;346128.7500;257122.2344;210710.3281;46411.9141;304005.9688;226803.7344;163436.0938;63367.6484;239477.1719;0.9803
2022-07-01T00:00:00.0/2022-08-01T00:00:00.0;348638.2812;257216.5781;206700.1250;50516.4492;298323.1562;243441.4688;187050.4688;56391.0078;270216.1250;0.9797
2022-08-01T00:00:00.0/2022-09-01T00:00:00.0;316847.0625;239149.5938;204052.0469;35097.5547;312489.6562;229970.4531;191487.3125;38483.1445;291547.5625;0.9818
2022-09-01T00:00:00.0/2022-10-01T00:00:00.0;258498.8594;189947.2969;158939.7656;31007.5312;267526.7812;163817.4844;118436.4766;45381.0039;200350.3906;0.9825
2022-10-01T00:00:00.0/2022-11-01T00:00:00.0;208082.5781;143297.6094;104852.9375;38444.6758;201911.7031;117922.1172;72958.8594;44963.2578;138132.5312;0.9815
2022-11-01T00:00:00.0/2022-12-01T00:00:00.0;151313.0469;106817.7812;84767.6094;22050.1719;203385.8750;81567.0000;49531.2227;32035.7734;122420.0938;0.9807
2022-12-01T00:00:00.0/2023-01-01T00:00:00.0;131596.5000;89502.8359;66039.0781;23463.7539;176679.2031;62113.7734;32780.5703;29333.2051;90489.7891;0.9807
2023-01-01T00:00:00.0/2023-02-01T00:00:00.0;145295.3750;104115.7656;83967.0781;20148.6855;213999.6875;86718.0156;59217.3086;27500.7051;153030.8906;0.9803
2023-02-01T00:00:00.0/2023-03-01T00:00:00.0;171603.5781;120131.2656;88594.2344;31537.0352;185817.3438;95275.4609;55841.2852;39434.1758;121122.9219;0.9813
