# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2022-01-01T00:00:00.0
# Date end (ISO 8601): 2026-01-01T00:00:00.0
# Latitude (positive North, ISO 19115): 40.2135
# Longitude (positive East, ISO 19115): -8.4552
# Altitude (m): 28.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 1 day 0 h 0 min 0 s
# noValue: nan
# File generated on: 2026-03-31
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-01-01T00:00:00.0/2022-01-02T00:00:00.0;3795.6177;2600.9224;2047.7864;553.1360;6037.7954;2212.2388;1289.9574;922.2813;4064.0295;0.9802
2022-01-02T00:00:00.0/2022-01-03T00:00:00.0;3812.1912;2439.9080;1565.3154;874.5926;4478.4536;2196.9397;1155.4308;1041.5089;3394.7542;0.9799
2022-01-03T00:00:00.0/2022-01-04T00:00:00.0;3830.1543;2521.8037;1782.7367;739.0670;5104.2930;2313.0579;1394.5646;918.4933;4046.1123;0.9795
2022-01-04T00:00:00.0/2022-01-05T00:00:00.0;3849.5012;2637.6758;1960.7855;676.8902;5665.9751;1134.9609;388.1532;746.8077;1227.1755;0.9792
2022-01-05T00:00:00.0/2022-01-06T00:00:00.0;3870.2170;2553.0752;1676.9364;876.1387;4684.0703;973.0280;115.2038;857.8243;399.3611;0.9788
2022-01-06T00:00:00.0/2022-01-07T00:00:00.0;3892.3091;2616.5029;1820.8811;795.6217;5163.3369;2088.6245;969.5325;1119.0920;2881.5913;0.9785
2022-01-07T00:00:00.0/2022-01-08T00:00:00.0;3915.7285;2827.2324;2374.9578;452.2745;7002.7056;2799.6157;2330.4023;469.2133;6831.0635;0.9785
2022-01-08T00:00:00.0/2022-01-09T00:00:00.0;3940.5295;2887.4636;2395.4001;492.0636;6969.0449;2331.9695;1069.1753;1262.7942;3658.6165;0.9781
2022-01-09T00:00:00.0/2022-01-10T00:00:00.0;3966.6672;2650.0498;1847.9644;802.0854;5175.7251;948.5746;33.2786;915.2960;96.3435;0.9778
2022-01-10T00:00:00.0/2022-01-11T00:00:00.0;3994.2021;2819.2268;2251.6470;567.5800;6412.7402;1099.1759;115.3224;983.8536;285.7183;0.9767
2022-01-11T00:00:00.0/2022-01-12T00:00:00.0;4022.9954;2855.5486;2390.0022;465.5463;6906.4087;2659.0950;1977.5551;681.5400;5859.1997;0.9764
2022-01-12T00:00:00.0/2022-01-13T00:00:00.0;4053.0896;2905.2480;2459.8354;445.4126;7097.3364;2905.2480;2459.8354;445.4126;7097.3364;0.9812
2022-01-13T00:00:00.0/2022-01-14T00:00:00.0;4084.4702;2950.4749;2466.8257;483.6492;7051.7461;2947.7014;2462.6519;485.0496;7030.0430;0.9809
2022-01-14T00:00:00.0/2022-01-15T00:00:00.0;4117.1738;2906.4070;2344.8943;561.5126;6610.9253;2832.5798;2216.5681;616.0118;6258.3501;0.9802
