# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2022-01-01T00:00:00.0
# Date end (ISO 8601): 2026-01-01T00:00:00.0
# Latitude (positive North, ISO 19115): 32.8675
# Longitude (positive East, ISO 19115): -17.1714
# Altitude (m): 42.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 1 day 0 h 0 min 0 s
# noValue: nan
# File generated on: 2026-03-29
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-01-01T00:00:00.0/2022-01-02T00:00:00.0;5053.4238;3434.6328;2554.5669;880.0659;5970.9683;3421.3667;2535.0837;886.2830;5915.9731;0.9816
2022-01-02T00:00:00.0/2022-01-03T00:00:00.0;5069.4741;3618.8245;2955.1731;663.6516;7083.1826;3618.8245;2955.1731;663.6516;7083.1826;0.9816
2022-01-03T00:00:00.0/2022-01-04T00:00:00.0;5086.8882;3755.6702;3248.2029;507.4672;7944.5874;3755.6702;3248.2029;507.4672;7944.5874;0.9812
2022-01-04T00:00:00.0/2022-01-05T00:00:00.0;5105.6064;3491.6758;2425.4934;1066.1823;5604.1641;1413.0402;274.9131;1138.1272;1101.0248;0.9809
2022-01-05T00:00:00.0/2022-01-06T00:00:00.0;5125.5820;3607.5779;2735.2244;872.3535;6356.9214;2835.3926;1562.2279;1273.1647;3607.4404;0.9809
2022-01-06T00:00:00.0/2022-01-07T00:00:00.0;5146.8970;3514.1226;2502.7156;1011.4070;5755.3530;1356.4873;108.3607;1248.1266;208.0272;0.9806
2022-01-07T00:00:00.0/2022-01-08T00:00:00.0;5169.4863;3592.3777;2681.3188;911.0587;6186.3818;2016.8774;703.0281;1313.8494;1553.8534;0.9802
2022-01-08T00:00:00.0/2022-01-09T00:00:00.0;5193.3379;3658.2253;2692.3025;965.9227;6157.6572;1320.6066;111.5369;1209.0697;222.1185;0.9799
2022-01-09T00:00:00.0/2022-01-10T00:00:00.0;5218.4390;3351.0339;2093.0879;1257.9462;4652.5415;3227.9810;1910.4158;1317.5652;4242.7686;0.9795
2022-01-10T00:00:00.0/2022-01-11T00:00:00.0;5244.7759;3458.7490;2281.1060;1177.6432;5123.9062;2632.1123;891.1453;1740.9672;2264.2725;0.9792
2022-01-11T00:00:00.0/2022-01-12T00:00:00.0;5272.3340;3669.1692;2692.7883;976.3810;6098.8911;3577.2915;2541.3862;1035.9052;5798.8994;0.9792
2022-01-12T00:00:00.0/2022-01-13T00:00:00.0;5301.0654;3648.3933;2706.6340;941.7593;6172.0049;1974.4191;507.4146;1467.0045;1473.4489;0.9792
2022-01-13T00:00:00.0/2022-01-14T00:00:00.0;5331.0254;3710.1626;2848.4412;861.7214;6491.5283;3710.1626;2848.4412;861.7214;6491.5283;0.9785
