# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2022-01-01T00:00:00.0
# Date end (ISO 8601): 2026-01-01T00:00:00.0
# Latitude (positive North, ISO 19115): 38.8667
# Longitude (positive East, ISO 19115): -7.5167
# Altitude (m): 362.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 1 day 0 h 0 min 0 s
# noValue: nan
# File generated on: 2026-03-31
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-01-01T00:00:00.0/2022-01-02T00:00:00.0;4026.7588;2847.2417;2291.7383;555.5035;6513.0161;2632.4846;1789.3906;843.0941;5273.3442;0.9774
2022-01-02T00:00:00.0/2022-01-03T00:00:00.0;4043.2959;2672.6248;1870.8429;801.7819;5221.2637;2521.2588;1547.4749;973.7839;4489.4941;0.9771
2022-01-03T00:00:00.0/2022-01-04T00:00:00.0;4061.2136;2753.4248;2104.6716;648.7531;5849.0933;2695.5791;2007.1534;688.4257;5554.9854;0.9767
2022-01-04T00:00:00.0/2022-01-05T00:00:00.0;4080.5056;2826.1052;2222.5254;603.5797;6172.8345;973.7885;377.2301;596.5583;1532.2701;0.9764
2022-01-05T00:00:00.0/2022-01-06T00:00:00.0;4101.1572;2814.5398;2088.5774;725.9625;5808.8188;1960.6342;822.6506;1137.9835;2821.7747;0.9760
2022-01-06T00:00:00.0/2022-01-07T00:00:00.0;4123.1748;2952.8091;2476.9910;475.8181;7006.0850;2891.7693;2369.2778;522.4914;6726.8730;0.9757
2022-01-07T00:00:00.0/2022-01-08T00:00:00.0;4146.5420;3036.4548;2596.5469;439.9079;7399.1094;2966.0012;2458.3420;507.6591;7100.4282;0.9753
2022-01-08T00:00:00.0/2022-01-09T00:00:00.0;4171.2476;3107.9846;2627.8835;480.1012;7427.9575;2855.7822;2004.9833;850.7989;5887.6279;0.9750
2022-01-09T00:00:00.0/2022-01-10T00:00:00.0;4197.2803;2929.7520;2327.8789;601.8732;6421.1626;1565.6991;257.8103;1307.8888;959.6990;0.9750
2022-01-10T00:00:00.0/2022-01-11T00:00:00.0;4224.6274;3060.2061;2594.1206;466.0854;7250.3145;2309.7983;1554.1154;755.6829;4149.0220;0.9743
2022-01-11T00:00:00.0/2022-01-12T00:00:00.0;4253.2754;3069.7686;2615.1975;454.5710;7286.4966;2894.1948;2285.7471;608.4476;6176.3608;0.9844
2022-01-12T00:00:00.0/2022-01-13T00:00:00.0;4283.2554;3082.5286;2596.6887;485.8400;7179.0396;3016.7068;2474.3484;542.3586;6881.6606;0.9837
2022-01-13T00:00:00.0/2022-01-14T00:00:00.0;4314.4814;3134.0571;2621.3936;512.6637;7177.3511;2980.0503;2337.9221;642.1284;6531.4355;0.9833
2022-01-14T00:00:00.0/2022-01-15T00:00:00.0;4346.9663;3108.8044;2528.1636;580.6407;6848.0298;2946.5881;2240.1514;706.4368;5898.7485;0.9830
