# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2022-01-01T00:00:00.0
# Date end (ISO 8601): 2026-01-01T00:00:00.0
# Latitude (positive North, ISO 19115): 40.2114
# Longitude (positive East, ISO 19115): -8.2420
# Altitude (m): 132.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 1 day 0 h 0 min 0 s
# noValue: nan
# File generated on: 2026-03-29
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-01-01T00:00:00.0/2022-01-02T00:00:00.0;3795.9678;2614.0537;2074.4219;539.6318;6123.9893;2088.9980;1048.4805;1040.5176;3360.5928;0.9802
2022-01-02T00:00:00.0/2022-01-03T00:00:00.0;3812.5410;2449.2637;1599.3674;849.8962;4591.7505;2169.1843;1147.1207;1022.0635;3284.8232;0.9799
2022-01-03T00:00:00.0/2022-01-04T00:00:00.0;3830.5039;2536.9697;1825.0614;711.9083;5238.9917;2190.6619;1222.6860;967.9760;3423.5989;0.9795
2022-01-04T00:00:00.0/2022-01-05T00:00:00.0;3849.8506;2652.2329;2035.5380;616.6949;5877.6797;998.0238;337.0540;660.9698;1257.8627;0.9792
2022-01-05T00:00:00.0/2022-01-06T00:00:00.0;3870.5667;2579.6145;1787.4434;792.1710;5018.9463;1081.5577;239.4465;842.1112;944.6068;0.9788
2022-01-06T00:00:00.0/2022-01-07T00:00:00.0;3892.6589;2650.2922;1951.4431;698.8491;5596.8325;1802.4713;717.5512;1084.9202;2034.2390;0.9785
2022-01-07T00:00:00.0/2022-01-08T00:00:00.0;3916.1106;2842.2112;2414.2461;427.9651;7149.7905;2594.4424;1944.9861;649.4563;5357.3091;0.9781
2022-01-08T00:00:00.0/2022-01-09T00:00:00.0;3940.9114;2907.1536;2440.5232;466.6303;7130.1025;2258.4324;913.1271;1345.3054;2876.4314;0.9778
2022-01-09T00:00:00.0/2022-01-10T00:00:00.0;3967.0503;2670.1086;1922.0385;748.0701;5429.8936;861.3681;28.0627;833.3054;91.5586;0.9774
2022-01-10T00:00:00.0/2022-01-11T00:00:00.0;3994.5151;2844.0811;2331.5933;512.4878;6686.9258;1544.6809;371.6400;1173.0410;1039.1007;0.9774
2022-01-11T00:00:00.0/2022-01-12T00:00:00.0;4023.3381;2866.7983;2417.6208;449.1776;7009.2729;2768.6084;2234.3137;534.2946;6600.8271;0.9764
2022-01-12T00:00:00.0/2022-01-13T00:00:00.0;4053.4336;2913.1199;2473.3381;439.7816;7142.8735;2893.3965;2438.4131;454.9834;7045.5664;0.9760
2022-01-13T00:00:00.0/2022-01-14T00:00:00.0;4084.8154;2962.3450;2486.1716;476.1734;7115.6792;2934.8386;2439.7070;495.1317;6992.2720;0.9809
2022-01-14T00:00:00.0/2022-01-15T00:00:00.0;4117.5107;2918.8889;2371.2280;547.6611;6695.7720;2895.1079;2332.6309;562.4771;6595.5889;0.9802
2022-01-15T00:00:00.0/2022-01-16T00:00:00.0;4151.4453;2938.1775;2413.6973;524.4802;6805.0640;2338.0076;1312.8461;1025.1615;3904.9812;0.9799
2022-01-16T00:00:00.0/2022-01-17T00:00:00.0;4186.6196;2773.1511;1939.6827;833.4685;5211.7388;2466.1475;1376.3828;1089.7646;3625.3337;0.9795
2022-01-17T00:00:00.0/2022-01-18T00:00:00.0;4223.0786;3009.7434;2453.7847;555.9587;6835.7324;2940.1135;2326.4924;613.6210;6553.6177;0.9736
2022-01-18T00:00:00.0/2022-01-19T00:00:00.0;4260.7144;3055.2522;2519.9341;535.3182;6978.2700;2999.4832;2415.9521;583.5309;6746.4243;0.9785
2022-01-19T00:00:00.0/2022-01-20T00:00:00.0;4299.6426;3145.6423;2634.8381;510.8043;7272.0273;3093.2441;2535.2800;557.9642;7051.7280;0.9774
2022-01-20T00:00:00.0/2022-01-21T00:00:00.0;4339.6836;3179.4104;2696.7407;482.6698;7426.1953;3162.4893;2664.2061;498.2834;7355.1450;0.9826
2022-01-21T00:00:00.0/2022-01-22T00:00:00.0;4380.9497;3188.0300;2709.7178;478.3123;7419.5239;3106.8127;2552.8035;554.0091;6761.7173;0.9816
2022-01-22T00:00:00.0/2022-01-23T00:00:00.0;4423.3633;3204.9082;2674.4592;530.4491;7223.0020;3155.6484;2582.9507;572.6979;7031.5957;0.9809
2022-01-23T00:00:00.0/2022-01-24T00:00:00.0;4466.8809;3160.3958;2515.8752;644.5204;6636.2026;3152.7791;2505.8987;646.8804;6602.5361;0.9806
2022-01-24T00:00:00.0/2022-01-25T00:00:00.0;4511.5986;3208.2585;2598.2371;610.0215;6852.1392;3185.7969;2559.9944;625.8026;6745.3662;0.9795
2022-01-25T00:00:00.0/2022-01-26T00:00:00.0;4557.3906;3258.3083;2637.0918;621.2166;6911.5171;3236.1069;2599.1628;636.9440;6807.7417;0.9788
2022-01-26T00:00:00.0/2022-01-27T00:00:00.0;4604.2612;3222.1543;2526.5242;695.6302;6502.2744;3202.8594;2497.7261;705.1332;6417.9409;0.9781
2022-01-27T00:00:00.0/2022-01-28T00:00:00.0;4652.1650;3149.0813;2307.9897;841.0914;5813.6108;2934.7573;2027.4149;907.3425;4735.1880;0.9778
2022-01-28T00:00:00.0/2022-01-29T00:00:00.0;4701.1475;3447.6116;2853.8777;593.7339;7404.4570;3422.4607;2809.5029;612.9576;7297.8232;0.9771
2022-01-29T00:00:00.0/2022-01-30T00:00:00.0;4751.1899;3514.1189;2956.4697;557.6492;7622.9185;3499.9763;2933.4695;566.5069;7561.7310;0.9812
2022-01-30T00:00:00.0/2022-01-31T00:00:00.0;4802.2017;3108.5042;1899.4856;1209.0184;4560.0752;2945.9231;1616.0067;1329.9164;3626.3650;1.0000
2022-01-31T00:00:00.0/2022-02-01T00:00:00.0;4854.1875;3308.1716;2364.1626;944.0091;5735.0127;3298.9976;2349.4729;949.5247;5704.0186;0.9799
2022-02-01T00:00:00.0/2022-02-02T00:00:00.0;4907.1245;3555.0691;3087.0530;468.0162;7862.6543;3539.5220;3060.0063;479.5156;7782.1494;0.9792
2022-02-02T00:00:00.0/2022-02-03T00:00:00.0;4961.0254;3623.1167;3066.2644;556.8522;7702.1484;3591.5085;3007.8552;583.6533;7566.0449;0.9781
2022-02-03T00:00:00.0/2022-02-04T00:00:00.0;5015.8096;3244.9939;2030.5315;1214.4624;4738.7808;2535.6841;760.3605;1775.3235;1985.5853;0.9826
2022-02-04T00:00:00.0/2022-02-05T00:00:00.0;5071.4702;3242.2021;1976.7261;1265.4761;4582.7217;1968.0691;303.2479;1664.8213;817.9954;0.9819
2022-02-05T00:00:00.0/2022-02-06T00:00:00.0;5127.9868;3654.5132;2900.6704;753.8428;6977.8760;3542.3936;2718.9458;823.4478;6385.9390;0.9812
2022-02-06T00:00:00.0/2022-02-07T00:00:00.0;5185.3315;3842.0383;3280.5667;561.4717;8003.9951;3767.2085;3114.4163;652.7923;7607.2437;0.9753
2022-02-07T00:00:00.0/2022-02-08T00:00:00.0;5243.5254;3896.2998;3349.2959;547.0038;8142.9233;3885.8176;3331.7434;554.0742;8090.1558;0.9795
2022-02-08T00:00:00.0/2022-02-09T00:00:00.0;5302.4653;3930.5420;3389.3643;541.1778;8144.5977;3901.6870;3338.9778;562.7092;8019.8535;0.9792
2022-02-09T00:00:00.0/2022-02-10T00:00:00.0;5362.1548;3621.7947;2482.5376;1139.2571;5567.1860;3597.2329;2444.0339;1153.1989;5477.8521;0.9781
2022-02-10T00:00:00.0/2022-02-11T00:00:00.0;5422.5684;3302.7275;1706.9716;1595.7560;3629.6770;2552.3225;821.6818;1730.6406;1735.5449;0.9826
2022-02-11T00:00:00.0/2022-02-12T00:00:00.0;5483.7651;3461.9666;1960.9337;1501.0328;4223.7148;3314.3127;1729.4624;1584.8502;3670.6636;0.9812
2022-02-12T00:00:00.0/2022-02-13T00:00:00.0;5545.5786;3699.4233;2375.8335;1323.5898;5238.0518;1992.1133;303.4625;1688.6508;963.5394;0.9903
2022-02-13T00:00:00.0/2022-02-14T00:00:00.0;5608.0381;3928.2019;2955.0728;973.1291;6650.4321;1316.5997;169.8500;1146.7496;549.7117;0.9799
2022-02-14T00:00:00.0/2022-02-15T00:00:00.0;5671.1172;4113.6079;3134.8926;978.7152;6903.1099;3408.1040;2086.8308;1321.2732;4878.5923;0.9792
2022-02-15T00:00:00.0/2022-02-16T00:00:00.0;5734.8389;4226.0762;3474.8054;751.2708;7778.6021;3042.6716;1539.3069;1503.3647;3377.1931;0.9833
2022-02-16T00:00:00.0/2022-02-17T00:00:00.0;5799.1382;3993.4504;2724.3638;1269.0867;5836.2451;1483.5707;87.7635;1395.8071;328.1075;0.9823
2022-02-17T00:00:00.0/2022-02-18T00:00:00.0;5863.9551;4255.7837;3508.3896;747.3942;7779.8564;3265.4431;1798.1127;1467.3306;4333.7544;0.9819
2022-02-18T00:00:00.0/2022-02-19T00:00:00.0;5929.3330;4255.5977;3372.1714;883.4263;7407.8433;2026.2806;474.9741;1551.3065;1279.5275;0.9806
2022-02-19T00:00:00.0/2022-02-20T00:00:00.0;5995.1792;4518.0244;3939.9905;578.0338;8757.4053;4518.0244;3939.9905;578.0338;8757.4053;0.9799
2022-02-20T00:00:00.0/2022-02-21T00:00:00.0;6061.4873;4500.1836;3893.7727;606.4111;8560.7568;4411.0566;3711.7761;699.2806;8099.1074;0.9792
2022-02-21T00:00:00.0/2022-02-22T00:00:00.0;6128.2866;4559.4287;3900.7192;658.7091;8480.6670;4272.0708;3186.2141;1085.8567;7138.7734;0.9781
2022-02-22T00:00:00.0/2022-02-23T00:00:00.0;6195.5098;4714.0010;4166.0293;547.9714;9118.0781;4686.6797;4114.2568;572.4232;8988.8252;0.9823
2022-02-23T00:00:00.0/2022-02-24T00:00:00.0;6263.1279;4665.9126;3984.1318;681.7808;8503.6904;3692.5442;1528.4508;2164.0935;3469.7888;0.9812
2022-02-24T00:00:00.0/2022-02-25T00:00:00.0;6331.0894;4442.1343;3244.6948;1197.4395;6608.4355;2191.0740;219.2364;1971.8376;565.6176;0.9806
2022-02-25T00:00:00.0/2022-02-26T00:00:00.0;6399.3774;4488.6865;3303.1187;1185.5677;6666.6230;3881.3191;1976.7174;1904.6018;4254.6299;0.9799
2022-02-26T00:00:00.0/2022-02-27T00:00:00.0;6468.0332;4404.3770;3068.4827;1335.8942;6090.8379;1744.7344;405.7478;1338.9866;1030.7328;0.9840
2022-02-27T00:00:00.0/2022-02-28T00:00:00.0;6536.9263;4750.0874;3766.3579;983.7294;7704.8062;3770.7795;2130.3979;1640.3817;4626.2842;0.9837
2022-02-28T00:00:00.0/2022-03-01T00:00:00.0;6606.1289;4633.8770;3524.2058;1109.6713;7005.3057;4323.7129;2794.9553;1528.7574;5632.3579;0.9823
2022-03-01T00:00:00.0/2022-03-02T00:00:00.0;6675.5576;4718.1670;3647.7615;1070.4055;7215.3018;2849.6404;849.1235;2000.5167;1974.1671;0.9812
2022-03-02T00:00:00.0/2022-03-03T00:00:00.0;6745.2100;4828.0547;3703.3010;1124.7537;7323.2319;3822.3804;1778.4530;2043.9275;3675.3308;0.9802
2022-03-03T00:00:00.0/2022-03-04T00:00:00.0;6814.9912;5042.8906;3987.2686;1055.6223;7932.7285;3224.7598;1591.5363;1633.2235;2931.3635;0.9795
2022-03-04T00:00:00.0/2022-03-05T00:00:00.0;6884.9766;5253.5698;4594.4844;659.0856;9308.9541;5072.1182;4207.1362;864.9817;8532.1943;0.9733
2022-03-05T00:00:00.0/2022-03-06T00:00:00.0;6955.0713;5139.8188;4214.8745;924.9443;8309.7617;4307.2852;2384.8359;1922.4490;4855.7153;0.9826
2022-03-06T00:00:00.0/2022-03-07T00:00:00.0;7025.2485;5360.6626;4598.0190;762.6433;9143.1299;5108.0225;4105.9419;1002.0807;8073.5396;0.9819
2022-03-07T00:00:00.0/2022-03-08T00:00:00.0;7095.5190;5277.1812;4320.9604;956.2205;8400.4824;4231.9014;2497.7139;1734.1873;5199.1230;0.9809
2022-03-08T00:00:00.0/2022-03-09T00:00:00.0;7165.8086;5254.0830;4000.3591;1253.7238;7543.8188;3701.7551;1744.8350;1956.9203;3588.6670;0.9802
2022-03-09T00:00:00.0/2022-03-10T00:00:00.0;7236.1528;5048.6216;3324.0791;1724.5426;6178.4189;2588.6216;645.1091;1943.5125;1168.7368;0.9844
2022-03-10T00:00:00.0/2022-03-11T00:00:00.0;7306.4546;5340.3652;4221.3916;1118.9733;7924.0352;3475.2849;1486.5193;1988.7655;2799.1602;0.9840
2022-03-11T00:00:00.0/2022-03-12T00:00:00.0;7376.8135;5374.1099;3945.3062;1428.8038;7315.0215;3309.6335;1098.4954;2211.1382;2319.8503;0.9823
2022-03-12T00:00:00.0/2022-03-13T00:00:00.0;7447.0757;5277.2007;3653.4229;1623.7778;6673.7344;1625.2440;111.6394;1513.6046;282.8926;0.9812
2022-03-13T00:00:00.0/2022-03-14T00:00:00.0;7517.2397;5613.5981;4508.3721;1105.2264;8376.1504;4192.7153;2330.8682;1861.8474;4228.7046;0.9806
2022-03-14T00:00:00.0/2022-03-15T00:00:00.0;7587.3369;5557.0649;4594.5400;962.5249;8555.0752;1059.3704;1.4800;1057.8904;4.8236;0.9795
2022-03-15T00:00:00.0/2022-03-16T00:00:00.0;7657.2754;4496.4468;2000.1072;2496.3396;3355.3804;3227.1660;819.9890;2407.1770;1277.4956;0.9788
2022-03-16T00:00:00.0/2022-03-17T00:00:00.0;7727.1196;4315.3833;1632.2950;2683.0881;2700.1548;1139.0281;7.2733;1131.7548;16.8733;0.9830
