# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2022-01-01T00:00:00.0
# Date end (ISO 8601): 2026-01-01T00:00:00.0
# Latitude (positive North, ISO 19115): 40.6627
# Longitude (positive East, ISO 19115): -7.9040
# Altitude (m): 443.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 1 day 0 h 0 min 0 s
# noValue: nan
# File generated on: 2026-03-29
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-01-01T00:00:00.0/2022-01-02T00:00:00.0;3718.5186;2582.4253;2068.5002;513.9250;6221.0352;2029.4220;1093.9293;935.4927;3416.1680;0.9812
2022-01-02T00:00:00.0/2022-01-03T00:00:00.0;3735.0979;2455.4219;1698.2925;757.1294;4995.7300;1581.4893;517.4943;1063.9949;1759.4115;0.9812
2022-01-03T00:00:00.0/2022-01-04T00:00:00.0;3753.0688;2513.5947;1833.8099;679.7847;5355.0879;2366.9570;1549.2445;817.7126;4618.3105;0.9806
2022-01-04T00:00:00.0/2022-01-05T00:00:00.0;3772.4258;2634.4084;2119.6492;514.7592;6252.4619;1315.5687;555.8284;759.7404;1902.2189;0.9802
2022-01-05T00:00:00.0/2022-01-06T00:00:00.0;3793.1545;2609.2739;2071.1519;538.1221;6029.9668;656.5221;116.8145;539.7076;424.3042;0.9799
2022-01-06T00:00:00.0/2022-01-07T00:00:00.0;3815.2622;2641.7429;2043.1973;598.5456;6025.0781;1816.3909;965.9122;850.4786;2934.3955;0.9795
2022-01-07T00:00:00.0/2022-01-08T00:00:00.0;3838.7319;2814.9182;2397.7410;417.1773;7235.9614;2774.1958;2326.4622;447.7336;7045.0093;0.9792
2022-01-08T00:00:00.0/2022-01-09T00:00:00.0;3863.5535;2871.1721;2422.3562;448.8161;7204.1597;2431.6636;1312.7312;1118.9324;4454.4155;0.9788
2022-01-09T00:00:00.0/2022-01-10T00:00:00.0;3889.7163;2663.4380;2066.5056;596.9324;6023.7183;694.2786;12.5082;681.7704;62.8506;0.9785
2022-01-10T00:00:00.0/2022-01-11T00:00:00.0;3917.2078;2834.8496;2393.1064;441.7430;7061.5146;1732.2140;551.9592;1180.2549;1773.3424;0.9781
2022-01-11T00:00:00.0/2022-01-12T00:00:00.0;3946.0625;2831.7122;2398.6921;433.0200;7087.5215;2742.1895;2230.3384;511.8511;6694.4668;0.9774
2022-01-12T00:00:00.0/2022-01-13T00:00:00.0;3976.1919;2908.6409;2487.6870;420.9538;7320.4175;2774.7449;2230.8083;543.9366;6721.3081;0.9771
2022-01-13T00:00:00.0/2022-01-14T00:00:00.0;4007.6113;2934.7417;2479.0593;455.6823;7226.4258;2905.3462;2429.2520;476.0943;7054.9053;0.9771
2022-01-14T00:00:00.0/2022-01-15T00:00:00.0;4040.3518;2895.9958;2372.9226;523.0732;6812.0854;2667.9319;1968.6802;699.2518;5670.6968;0.9760
2022-01-15T00:00:00.0/2022-01-16T00:00:00.0;4074.3320;2917.2180;2414.9114;502.3065;6914.7744;1771.3282;607.5738;1163.7544;2368.0479;0.9757
2022-01-16T00:00:00.0/2022-01-17T00:00:00.0;4109.6309;2763.7205;1979.0073;784.7132;5450.3979;2549.7969;1538.0011;1011.7957;4208.3052;0.9747
2022-01-17T00:00:00.0/2022-01-18T00:00:00.0;4146.1245;2986.7336;2455.7473;530.9863;6962.0977;2986.7336;2455.7473;530.9863;6962.0977;0.9743
2022-01-18T00:00:00.0/2022-01-19T00:00:00.0;4183.8652;3037.1252;2550.1387;486.9866;7206.0752;3037.1252;2550.1387;486.9866;7206.0752;0.9788
2022-01-19T00:00:00.0/2022-01-20T00:00:00.0;4222.8003;3108.2432;2626.2117;482.0315;7362.3335;3108.2432;2626.2117;482.0315;7362.3335;0.9785
2022-01-20T00:00:00.0/2022-01-21T00:00:00.0;4262.9551;3120.1689;2633.6487;486.5204;7357.2490;3120.1689;2633.6487;486.5204;7357.2490;0.9778
2022-01-21T00:00:00.0/2022-01-22T00:00:00.0;4304.2622;3164.2136;2715.0005;449.2131;7564.5850;2826.7544;1951.7052;875.0491;5418.8413;0.9826
2022-01-22T00:00:00.0/2022-01-23T00:00:00.0;4346.8105;3166.1179;2638.5740;527.5439;7220.7227;3065.6208;2452.9177;612.7030;6753.9570;0.9819
2022-01-23T00:00:00.0/2022-01-24T00:00:00.0;4390.4692;3168.9668;2575.1621;593.8048;6945.9277;3168.9668;2575.1621;593.8048;6945.9277;0.9809
2022-01-24T00:00:00.0/2022-01-25T00:00:00.0;4435.2300;3217.5557;2670.8857;546.6700;7222.8789;3215.3013;2670.5688;544.7324;7221.0869;0.9806
2022-01-25T00:00:00.0/2022-01-26T00:00:00.0;4481.1357;3237.1548;2629.7141;607.4407;6995.1299;3123.6777;2435.6934;687.9844;6311.7900;0.9799
2022-01-26T00:00:00.0/2022-01-27T00:00:00.0;4528.1279;3220.6555;2570.7866;649.8688;6724.5190;3215.5669;2561.4644;654.1026;6673.2847;0.9792
2022-01-27T00:00:00.0/2022-01-28T00:00:00.0;4576.2383;3168.9053;2393.2798;775.6255;6151.5518;3103.7573;2288.1885;815.5687;5674.6641;0.9781
2022-01-28T00:00:00.0/2022-01-29T00:00:00.0;4625.3281;3501.4160;2975.4941;525.9218;7880.8872;3501.4160;2975.4941;525.9218;7880.8872;0.9778
2022-01-29T00:00:00.0/2022-01-30T00:00:00.0;4675.4893;3543.2361;3007.4873;535.7488;7904.6465;3543.2361;3007.4873;535.7488;7904.6465;0.9771
2022-01-30T00:00:00.0/2022-01-31T00:00:00.0;4726.6543;3170.4968;2119.2664;1051.2305;5218.4106;3049.3379;1921.8521;1127.4860;4736.6270;1.0000
2022-01-31T00:00:00.0/2022-02-01T00:00:00.0;4778.8516;3367.4763;2551.0010;816.4754;6339.0903;3367.4763;2551.0010;816.4754;6339.0903;0.9806
2022-02-01T00:00:00.0/2022-02-02T00:00:00.0;4831.9761;3520.0303;3051.0295;469.0009;7879.7778;3520.0303;3051.0295;469.0009;7879.7778;0.9802
2022-02-02T00:00:00.0/2022-02-03T00:00:00.0;4886.0371;3619.1724;3115.9302;503.2421;7966.6938;3612.6018;3104.8962;507.7057;7925.3755;0.9792
2022-02-03T00:00:00.0/2022-02-04T00:00:00.0;4941.0107;3274.1340;2143.3394;1130.7948;5098.4893;2437.7227;633.4030;1804.3197;1599.7185;0.9837
2022-02-04T00:00:00.0/2022-02-05T00:00:00.0;4996.9185;3245.5356;2021.2314;1224.3042;4770.8750;1611.3750;213.2897;1398.0853;511.9041;0.9826
2022-02-05T00:00:00.0/2022-02-06T00:00:00.0;5053.6597;3694.1018;3065.5649;628.5368;7534.7520;3644.4651;2969.8420;674.6230;7334.0869;0.9819
2022-02-06T00:00:00.0/2022-02-07T00:00:00.0;5111.2383;3845.5967;3319.1340;526.4626;8210.4346;3729.5532;3051.5505;678.0026;7523.9629;0.9760
2022-02-07T00:00:00.0/2022-02-08T00:00:00.0;5169.6284;3889.6753;3372.4570;517.2184;8340.7598;3889.6753;3372.4570;517.2184;8340.7598;0.9806
2022-02-08T00:00:00.0/2022-02-09T00:00:00.0;5228.8979;3912.2939;3396.1521;516.1420;8298.9248;3904.5708;3382.9792;521.5916;8249.2393;0.9792
2022-02-09T00:00:00.0/2022-02-10T00:00:00.0;5288.8628;3699.2664;2727.0486;972.2178;6217.1318;3699.2664;2727.0486;972.2178;6217.1318;0.9785
2022-02-10T00:00:00.0/2022-02-11T00:00:00.0;5349.5620;3315.9854;1775.7848;1540.2004;3830.9773;2676.9399;1011.0300;1665.9099;2061.7590;0.9781
2022-02-11T00:00:00.0/2022-02-12T00:00:00.0;5410.9702;3502.2280;2066.2800;1435.9480;4502.0791;3290.8723;1758.7380;1532.1343;3698.6965;0.9771
2022-02-12T00:00:00.0/2022-02-13T00:00:00.0;5473.1040;3681.5542;2377.6577;1303.8966;5285.3521;1564.2649;167.7517;1396.5132;698.1769;0.9910
2022-02-13T00:00:00.0/2022-02-14T00:00:00.0;5535.9189;3949.5107;3126.1184;823.3923;7170.6108;879.9001;6.6082;873.2919;19.3998;0.9802
2022-02-14T00:00:00.0/2022-02-15T00:00:00.0;5599.3311;4117.0039;3251.9844;865.0192;7294.4062;2928.2778;1510.0677;1418.2100;3546.4087;0.9795
