Data;Ano;Mês;ano_mes;Distrito;Concelho;Nível de Tensão;Potência Instalada (kW);Número de Instalações;Energia Injetada (kWh);Código Distrito;Código Concelho;Código Freguesia
2023-05;2023;05;202305;Beja;Mértola;BTN/BTE;265.57;112;17518.325999999986;02;0209;020900
2023-05;2023;05;202305;Bragança;Miranda do douro;BTN/BTE;266.40999999999997;89;20595.393999999986;04;0406;040600
2023-05;2023;05;202305;Vila Real;Alijó;MT/AT;408.93;6;4581.0;17;1701;170100
2023-05;2023;05;202305;Vila Real;Alijó;BTN/BTE;431.5700000000002;208;28318.113999999958;17;1701;170100
2023-05;2023;05;202305;Guarda;Fornos de Algodres;BTN/BTE;209.85000000000005;65;7892.193999999995;09;0905;090500
2023-05;2023;05;202305;Porto;Santo Tirso;BTN/BTE;3202.4000000000106;1757;169359.36199999988;13;1314;131400
2023-05;2023;05;202305;Setúbal;Seixal;MT/AT;3438.7;14;161869.5;15;1510;151000
2023-04;2023;04;202304;Setúbal;Seixal;BTN/BTE;5455.100000000106;3473;348421.5569999995;15;1510;151000
2023-04;2023;04;202304;Lisboa;Mafra;BTN/BTE;3923.0600000000118;1933;195657.98199999979;11;1109;110900
2023-04;2023;04;202304;Viana do Castelo;Valença;BTN/BTE;373.50999999999993;194;19487.869999999966;16;1608;160800
2023-04;2023;04;202304;Lisboa;Azambuja;BTN/BTE;749.0899999999979;434;40430.14999999992;11;1103;110300
2023-04;2023;04;202304;Santarém;Ourém;BTN/BTE;2211.2799999999993;660;111704.42399999996;14;1421;142100
2023-05;2023;05;202305;Coimbra;Figueira da Foz;MT/AT;12900.650000000001;25;116184.5;06;0605;060500
2023-04;2023;04;202304;Coimbra;Figueira da Foz;MT/AT;12865.650000000001;23;117548.25;06;0605;060500
2023-05;2023;05;202305;Guarda;Sabugal;BTN/BTE;558.2899999999994;192;27693.29199999996;09;0911;091100
2023-04;2023;04;202304;Beja;Odemira;MT/AT;856.52;12;28287.5;02;0211;021100
2023-05;2023;05;202305;Viseu;Viseu;BTN/BTE;4432.180000000011;1982;265665.9659999999;18;1823;182300
2023-05;2023;05;202305;Aveiro;Sever do Vouga;BTN/BTE;453.91999999999996;188;26483.41499999997;01;0117;011700
2023-05;2023;05;202305;Guarda;Seia;MT/AT;1167.87;10;6737.5;09;0912;091200
2023-04;2023;04;202304;Viseu;Tondela;BTN/BTE;1271.4799999999987;549;67945.60699999986;18;1821;182100
2023-05;2023;05;202305;Santarém;Coruche;MT/AT;2343.1;20;77029.0;14;1409;140900
2023-04;2023;04;202304;Vila Real;Sabrosa;BTN/BTE;305.22999999999996;135;18344.62999999998;17;1710;171000
2023-05;2023;05;202305;Viseu;Vouzela;BTN/BTE;944.1699999999997;355;56178.42199999994;18;1824;182400
2023-05;2023;05;202305;Évora;Borba;MT/AT;834.86;4;54710.25;07;0703;070300
2023-05;2023;05;202305;Porto;Póvoa de Varzim;MT/AT;1978.9300000000003;20;54371.75;13;1313;131300
2023-04;2023;04;202304;Porto;Póvoa de Varzim;MT/AT;1938.9300000000003;19;50668.0;13;1313;131300
2023-04;2023;04;202304;Porto;Póvoa de Varzim;BTN/BTE;2300.179999999997;985;98351.41700000009;13;1313;131300
2023-05;2023;05;202305;Braga;Vila Verde;MT/AT;2644.4700000000003;20;90029.5;03;0313;031300
2023-04;2023;04;202304;Braga;Vila Verde;BTN/BTE;2894.4800000000073;1104;109351.32000000011;03;0313;031300
2023-05;2023;05;202305;Aveiro;Mealhada;MT/AT;4663.3;14;153742.25;01;0111;011100
2023-04;2023;04;202304;Setúbal;Almada;MT/AT;1055.9;9;20022.25;15;1503;150300
2023-04;2023;04;202304;Leiria;Leiria;BTN/BTE;8415.840000000027;2958;469856.58299999894;10;1009;100900
2023-05;2023;05;202305;Santarém;Alcanena;MT/AT;2755.3500000000004;14;102487.0;14;1402;140200
2023-04;2023;04;202304;Santarém;Alcanena;BTN/BTE;646.7399999999991;311;38082.415999999954;14;1402;140200
2023-05;2023;05;202305;Viana do Castelo;Ponte de Lima;BTN/BTE;1779.3500000000017;729;96116.21499999991;16;1607;160700
2023-04;2023;04;202304;Viseu;Mangualde;BTN/BTE;659.9599999999991;303;39240.98899999992;18;1806;180600
2023-05;2023;05;202305;Braga;Vizela;MT/AT;1851.61;10;40913.25;03;0314;031400
2023-05;2023;05;202305;Santarém;Abrantes;BTN/BTE;1573.269999999999;656;92322.92799999984;14;1401;140100
2023-04;2023;04;202304;Évora;Vendas Novas;BTN/BTE;396.78;231;26553.31999999995;07;0712;071200
2023-04;2023;04;202304;Lisboa;Alenquer;MT/AT;4047.34;15;122509.0;11;1101;110100
2023-04;2023;04;202304;Lisboa;Alenquer;BTN/BTE;1318.0599999999968;807;85460.0479999999;11;1101;110100
2023-05;2023;05;202305;Santarém;Chamusca;BTN/BTE;474.9899999999999;157;25159.862999999972;14;1407;140700
2023-05;2023;05;202305;Beja;Alvito;BTN/BTE;57.47;44;3491.6779999999976;02;0203;020300
2023-05;2023;05;202305;Setúbal;Alcochete;MT/AT;1162.3899999999999;10;19449.25;15;1502;150200
2023-05;2023;05;202305;Faro;Tavira;BTN/BTE;1399.6199999999985;466;76383.23599999986;08;0814;081400
2023-04;2023;04;202304;Guarda;Pinhel;BTN/BTE;435.51999999999964;171;30835.63399999998;09;0910;091000
2023-04;2023;04;202304;Vila Real;Montalegre;BTN/BTE;300.14000000000004;108;13967.562999999986;17;1706;170600
2023-04;2023;04;202304;Viana do Castelo;Caminha;BTN/BTE;776.3800000000001;286;31023.788999999953;16;1602;160200
2023-04;2023;04;202304;Santarém;Tomar;BTN/BTE;1349.3299999999977;678;65166.27199999993;14;1418;141800
2023-04;2023;04;202304;Aveiro;Albergaria-a-Velha;MT/AT;2510.3300000000004;15;43211.25;01;0102;010200
2023-04;2023;04;202304;Lisboa;Cascais;MT/AT;5185.23;18;48435.5;11;1105;110500
2023-04;2023;04;202304;Viseu;Cinfães;BTN/BTE;287.46000000000015;171;14755.604999999981;18;1804;180400
2023-04;2023;04;202304;Beja;Aljustrel;BTN/BTE;649.47;162;51093.133999999984;02;0201;020100
2023-04;2023;04;202304;;;MT/AT;314.40999999999997;4;13747.75;02----;02----;02----
2023-04;2023;04;202304;Faro;Loulé;MT/AT;3906.1299999999997;16;81709.25;08;0808;080800
2023-04;2023;04;202304;Aveiro;Castelo de Paiva;MT/AT;650.4300000000001;6;13076.5;01;0106;010600
2023-04;2023;04;202304;Aveiro;Castelo de Paiva;BTN/BTE;910.6700000000001;366;43528.030999999995;01;0106;010600
2023-04;2023;04;202304;Aveiro;São João da Madeira;BTN/BTE;523.55;133;25905.985999999983;01;0116;011600
2023-04;2023;04;202304;Beja;Ourique;BTN/BTE;435.78000000000003;132;30386.253999999983;02;0212;021200
2023-04;2023;04;202304;Viseu;Oliveira de Frades;BTN/BTE;648.6999999999999;241;29459.088999999985;18;1810;181000
2023-04;2023;04;202304;Bragança;Bragança;BTN/BTE;1593.79;616;108054.33499999986;04;0402;040200
2023-04;2023;04;202304;Coimbra;Vila Nova de Poiares;BTN/BTE;325.5300000000001;178;18819.471999999987;06;0617;061700
2023-04;2023;04;202304;Coimbra;Lousã;BTN/BTE;479.3600000000001;249;26007.33699999997;06;0607;060700
2023-04;2023;04;202304;Portalegre;Marvão;BTN/BTE;169.73000000000002;78;12957.324999999977;12;1210;121000
2023-04;2023;04;202304;Viseu;Penedono;BTN/BTE;102.23000000000003;39;7176.681999999999;18;1812;181200
2023-04;2023;04;202304;Beja;Moura;MT/AT;282.56;6;30680.75;02;0210;021000
2023-04;2023;04;202304;Porto;Paços de Ferreira;MT/AT;3541.129999999999;26;121881.0;13;1309;130900
2023-04;2023;04;202304;Viana do Castelo;Viana do Castelo;BTN/BTE;3675.170000000009;1671;196732.65299999996;16;1609;160900
2023-04;2023;04;202304;Braga;Vizela;BTN/BTE;947.3199999999981;638;44169.64199999995;03;0314;031400
2023-04;2023;04;202304;Leiria;Alvaiázere;BTN/BTE;290.21;72;13921.290999999985;10;1002;100200
2023-04;2023;04;202304;Castelo Branco;Fundão;BTN/BTE;1154.179999999998;395;91117.79399999995;05;0504;050400
2023-04;2023;04;202304;Aveiro;Ovar;BTN/BTE;2221.8199999999997;933;116187.8989999998;01;0115;011500
2023-04;2023;04;202304;Portalegre;Elvas;BTN/BTE;809.6999999999997;188;43565.89799999997;12;1207;120700
2023-04;2023;04;202304;Portalegre;Elvas;MT/AT;714.74;12;38311.0;12;1207;120700
2023-04;2023;04;202304;Beja;Beja;BTN/BTE;1667.979999999999;339;99405.37699999992;02;0205;020500
2023-04;2023;04;202304;Santarém;Mação;BTN/BTE;344.1999999999999;158;23588.839999999982;14;1413;141300
2023-04;2023;04;202304;Guarda;Aguiar da Beira;MT/AT;817.55;4;4673.75;09;0901;090100
2023-04;2023;04;202304;Viseu;Sátão;BTN/BTE;489.0799999999999;227;31782.734999999964;18;1817;181700
2023-04;2023;04;202304;Beja;Cuba;BTN/BTE;284.01;103;22099.831999999984;02;0207;020700
2023-04;2023;04;202304;Castelo Branco;Castelo Branco;MT/AT;2411.0400000000004;17;98703.0;05;0502;050200
2023-04;2023;04;202304;Porto;Trofa;BTN/BTE;1582.5499999999984;635;76642.90299999995;13;1318;131800
2023-04;2023;04;202304;Bragança;Freixo de Espada À Cinta;MT/AT;119.72;3;13027.25;04;0404;040400
2023-04;2023;04;202304;Bragança;Freixo de Espada À Cinta;BTN/BTE;291.1700000000001;79;16531.19399999998;04;0404;040400
2023-04;2023;04;202304;Coimbra;Cantanhede;MT/AT;4412.53;24;75098.5;06;0602;060200
2023-04;2023;04;202304;Lisboa;Sobral de Monte Agraço;MT/AT;740.83;7;36383.0;11;1112;111200
2023-04;2023;04;202304;Setúbal;Alcácer do Sal;MT/AT;626.8199999999998;16;27804.75;15;1501;150100
2023-04;2023;04;202304;Évora;Borba;BTN/BTE;427.37999999999994;109;27566.698999999993;07;0703;070300
2023-04;2023;04;202304;Castelo Branco;Sertã;BTN/BTE;516.4599999999999;272;33630.730999999956;05;0509;050900
2023-04;2023;04;202304;Faro;Portimão;BTN/BTE;2277.159999999998;605;116131.67999999986;08;0811;081100
2023-04;2023;04;202304;Viseu;Carregal do Sal;BTN/BTE;664.8399999999998;237;31978.85199999994;18;1802;180200
2023-04;2023;04;202304;Viseu;Mortágua;MT/AT;2628.31;7;102742.75;18;1808;180800
2023-04;2023;04;202304;Lisboa;Arruda dos Vinhos;MT/AT;472.66;7;9587.5;11;1102;110200
2023-04;2023;04;202304;Santarém;Chamusca;MT/AT;2603.2;10;29574.25;14;1407;140700
2023-04;2023;04;202304;Lisboa;Odivelas;MT/AT;1060.6799999999998;9;21801.5;11;1116;111600
2023-04;2023;04;202304;Viseu;Oliveira de Frades;MT/AT;1723.5;14;67509.5;18;1810;181000
2023-04;2023;04;202304;Aveiro;Vagos;BTN/BTE;990.3599999999991;530;49414.77099999991;01;0118;011800
2023-04;2023;04;202304;Santarém;Cartaxo;BTN/BTE;784.4999999999985;433;47698.00599999995;14;1406;140600
2023-04;2023;04;202304;Porto;Santo Tirso;MT/AT;10043.240000000002;34;157608.5;13;1314;131400
2023-04;2023;04;202304;Évora;Montemor-o-Novo;MT/AT;934.6600000000001;8;27096.5;07;0706;070600
2023-04;2023;04;202304;Santarém;Coruche;BTN/BTE;946.8799999999994;355;65306.13699999992;14;1409;140900
2023-04;2023;04;202304;Setúbal;Montijo;BTN/BTE;1272.789999999999;463;65489.56999999998;15;1507;150700
2023-04;2023;04;202304;;;MT/AT;317.07000000000005;3;28054.0;17----;17----;17----
2023-04;2023;04;202304;Vila Real;Alijó;MT/AT;408.93;6;4667.75;17;1701;170100
2023-04;2023;04;202304;;;MT/AT;555.6099999999999;6;11338.25;04----;04----;04----
2023-04;2023;04;202304;Leiria;Óbidos;MT/AT;2295.08;11;38719.5;10;1012;101200
2023-04;2023;04;202304;Santarém;Almeirim;MT/AT;1680.48;8;53280.0;14;1403;140300
2023-04;2023;04;202304;Braga;Póvoa de Lanhoso;BTN/BTE;840.079999999999;507;39714.391999999934;03;0309;030900
2023-04;2023;04;202304;Setúbal;Palmela;BTN/BTE;3610.2500000000205;1765;208517.60399999993;15;1508;150800
2023-04;2023;04;202304;Aveiro;Santa Maria da Feira;MT/AT;13645.960000000003;73;447506.25;01;0109;010900
2023-04;2023;04;202304;Santarém;Benavente;BTN/BTE;1497.6999999999982;670;79684.62899999984;14;1405;140500
2023-04;2023;04;202304;Vila Real;Ribeira de Pena;MT/AT;320.28;5;21093.75;17;1709;170900
2023-04;2023;04;202304;Aveiro;Oliveira do Bairro;MT/AT;4139.66;20;113946.25;01;0114;011400
2023-04;2023;04;202304;Faro;Olhão;MT/AT;1181.87;11;40459.75;08;0810;081000
2023-04;2023;04;202304;Portalegre;Monforte;BTN/BTE;249.29;33;21251.237999999998;12;1211;121100
2023-04;2023;04;202304;Aveiro;Arouca;BTN/BTE;1059.6899999999994;272;34697.235999999975;01;0104;010400
2023-04;2023;04;202304;Aveiro;Arouca;MT/AT;1122.46;12;39232.5;01;0104;010400
2023-04;2023;04;202304;Santarém;Salvaterra de Magos;MT/AT;648.1100000000001;8;14001.25;14;1415;141500
2023-04;2023;04;202304;Coimbra;Condeixa-a-Nova;MT/AT;1320.52;4;13861.75;06;0604;060400
2023-05;2023;05;202305;Faro;Monchique;BTN/BTE;317.0899999999998;79;18548.81099999998;08;0809;080900
2023-05;2023;05;202305;;;MT/AT;716.95;7;31542.25;06----;06----;06----
2023-05;2023;05;202305;Lisboa;Lourinhã;MT/AT;1420.59;11;41409.5;11;1108;110800
2023-05;2023;05;202305;Braga;Barcelos;BTN/BTE;8175.800000000043;2771;463730.5249999998;03;0302;030200
2023-05;2023;05;202305;Vila Real;Peso da Régua;BTN/BTE;366.08000000000004;136;20159.834999999974;17;1708;170800
2023-05;2023;05;202305;Leiria;Ansião;BTN/BTE;435.5299999999997;208;28309.188999999973;10;1003;100300
2023-05;2023;05;202305;Leiria;Ansião;MT/AT;978.72;11;68466.25;10;1003;100300
2023-04;2023;04;202304;Leiria;Ansião;BTN/BTE;425.2899999999997;204;27935.856999999975;10;1003;100300
2023-04;2023;04;202304;Leiria;Ansião;MT/AT;978.72;11;73142.75;10;1003;100300
2023-05;2023;05;202305;Braga;Guimarães;MT/AT;20578.280000000002;111;556156.5;03;0308;030800
2023-04;2023;04;202304;Braga;Guimarães;MT/AT;18265.280000000002;99;603992.5;03;0308;030800
2023-04;2023;04;202304;Braga;Guimarães;BTN/BTE;7281.020000000051;3937;374419.8140000001;03;0308;030800
2023-05;2023;05;202305;Portalegre;Fronteira;BTN/BTE;222.29;59;19968.157999999985;12;1208;120800
2023-05;2023;05;202305;Leiria;Peniche;BTN/BTE;920.1799999999995;350;52173.36499999995;10;1014;101400
2023-04;2023;04;202304;Leiria;Peniche;MT/AT;754.4;6;5549.25;10;1014;101400
2023-05;2023;05;202305;Porto;Baião;BTN/BTE;445.24999999999994;190;24956.776999999962;13;1302;130200
2023-05;2023;05;202305;Beja;Serpa;BTN/BTE;850.3899999999999;150;49983.20299999998;02;0213;021300
2023-05;2023;05;202305;Viseu;Tarouca;BTN/BTE;197.5300000000001;106;12872.279999999977;18;1820;182000
2023-04;2023;04;202304;Viseu;Tarouca;BTN/BTE;184.7;100;12022.29899999998;18;1820;182000
2023-05;2023;05;202305;Lisboa;Cadaval;BTN/BTE;700.9699999999995;320;36302.68299999996;11;1104;110400
2023-05;2023;05;202305;Vila Real;Vila Pouca de Aguiar;MT/AT;481.18999999999994;7;31329.75;17;1713;171300
2023-04;2023;04;202304;Vila Real;Vila Pouca de Aguiar;BTN/BTE;565.8500000000001;273;27771.919999999944;17;1713;171300
2023-05;2023;05;202305;Lisboa;Sintra;MT/AT;8311.560000000001;61;226866.25;11;1111;111100
2023-04;2023;04;202304;Lisboa;Sintra;BTN/BTE;7298.690000000055;3022;398906.089;11;1111;111100
2023-05;2023;05;202305;Setúbal;Santiago do Cacém;MT/AT;1837.6399999999999;9;11156.75;15;1509;150900
2023-04;2023;04;202304;Setúbal;Santiago do Cacém;MT/AT;1837.6399999999999;9;19272.5;15;1509;150900
2023-04;2023;04;202304;Viseu;Moimenta da Beira;MT/AT;1681.6200000000001;9;122886.5;18;1807;180700
2023-05;2023;05;202305;Braga;Terras de Bouro;BTN/BTE;274.23;134;16421.874999999993;03;0310;031000
2023-05;2023;05;202305;Vila Real;Boticas;BTN/BTE;360.32000000000016;115;20786.387999999984;17;1702;170200
2023-05;2023;05;202305;Bragança;Vinhais;BTN/BTE;304.13;142;18504.91599999999;04;0412;041200
2023-04;2023;04;202304;Bragança;Vinhais;BTN/BTE;294.02000000000004;134;15732.031999999983;04;0412;041200
2023-05;2023;05;202305;Évora;Alandroal;BTN/BTE;368.21000000000004;109;21691.50199999997;07;0701;070100
2023-05;2023;05;202305;Santarém;Vila Nova da Barquinha;BTN/BTE;412.4499999999998;221;27846.932999999983;14;1420;142000
2023-04;2023;04;202304;Braga;Braga;BTN/BTE;7153.410000000069;3287;354664.87999999867;03;0303;030300
2023-05;2023;05;202305;;;MT/AT;179.48000000000002;3;19093.25;09----;09----;09----
2023-04;2023;04;202304;;;MT/AT;324.8;5;17691.0;09----;09----;09----
2023-05;2023;05;202305;Aveiro;Espinho;MT/AT;1371.0400000000002;6;7626.25;01;0107;010700
2023-04;2023;04;202304;Coimbra;Penela;MT/AT;709.8599999999999;3;60923.25;06;0614;061400
2023-05;2023;05;202305;Guarda;Celorico da Beira;MT/AT;286.70000000000005;3;3098.5;09;0903;090300
2023-05;2023;05;202305;Viseu;São Pedro do Sul;BTN/BTE;884.3299999999997;308;42046.230999999934;18;1816;181600
2023-05;2023;05;202305;Vila Real;Valpaços;MT/AT;169.39;5;9673.5;17;1712;171200
2023-05;2023;05;202305;Aveiro;Ílhavo;BTN/BTE;1441.0599999999981;789;106119.1619999999;01;0110;011000
2023-04;2023;04;202304;Aveiro;Ílhavo;BTN/BTE;1349.2699999999984;764;88227.05499999985;01;0110;011000
2023-04;2023;04;202304;Leiria;Porto de Mós;BTN/BTE;885.3599999999989;399;52049.38099999994;10;1016;101600
2023-05;2023;05;202305;Vila Real;Mesão Frio;BTN/BTE;65.31000000000002;45;3978.5829999999946;17;1704;170400
2023-05;2023;05;202305;Aveiro;Águeda;BTN/BTE;2874.010000000001;990;157100.70199999987;01;0101;010100
2023-04;2023;04;202304;Guarda;Guarda;MT/AT;1591.4599999999998;13;57285.0;09;0907;090700
2023-04;2023;04;202304;Faro;Alcoutim;BTN/BTE;49.480000000000004;27;2635.452999999997;08;0802;080200
2023-04;2023;04;202304;Faro;Lagos;MT/AT;651.99;7;6772.0;08;0807;080700
2023-04;2023;04;202304;;;MT/AT;473.94;7;9944.5;12----;12----;12----
2023-04;2023;04;202304;Porto;Penafiel;BTN/BTE;2404.0999999999976;1068;110308.26699999985;13;1311;131100
2023-04;2023;04;202304;Vila Real;Murça;BTN/BTE;291.24;152;16273.625999999986;17;1707;170700
2023-04;2023;04;202304;Castelo Branco;Penamacor;BTN/BTE;329.72999999999996;103;19393.318999999974;05;0507;050700
2023-04;2023;04;202304;Viseu;Penalva do Castelo;BTN/BTE;256.05000000000007;88;14982.23899999999;18;1811;181100
2023-04;2023;04;202304;Lisboa;Amadora;MT/AT;4514.17;18;59399.75;11;1115;111500
2023-04;2023;04;202304;Aveiro;Aveiro;MT/AT;6544.849999999999;34;166488.75;01;0105;010500
2023-04;2023;04;202304;Guarda;Gouveia;MT/AT;203.95999999999998;5;10927.75;09;0906;090600
2023-03;2023;03;202303;;;MT/AT;501.29999999999995;5;2259.25;PT;;PT
2023-04;2023;04;202304;Setúbal;Montijo;MT/AT;5365.510000000001;21;105276.25;15;1507;150700
2023-04;2023;04;202304;Viseu;Mortágua;BTN/BTE;657.2599999999999;249;40674.43099999995;18;1808;180800
2023-04;2023;04;202304;Viseu;São Pedro do Sul;BTN/BTE;842.3999999999999;296;36793.33799999997;18;1816;181600
2023-04;2023;04;202304;Braga;Terras de Bouro;BTN/BTE;237.93000000000004;125;13482.96399999999;03;0310;031000
2023-04;2023;04;202304;Porto;Felgueiras;BTN/BTE;2902.629999999998;1112;158324.9479999998;13;1303;130300
2023-04;2023;04;202304;Guarda;Guarda;BTN/BTE;1702.0499999999986;518;119279.05099999993;09;0907;090700
2023-04;2023;04;202304;Faro;Lagoa;BTN/BTE;2185.4899999999966;588;132190.59199999977;08;0806;080600
2023-04;2023;04;202304;Viseu;Santa Comba Dão;BTN/BTE;486.8499999999999;241;23656.88899999997;18;1814;181400
2023-03;2023;03;202303;Coimbra;Penela;BTN/BTE;347.39;107;11768.922999999988;06;0614;061400
2023-04;2023;04;202304;Vila Real;Boticas;MT/AT;54.0;3;2211.75;17;1702;170200
2023-04;2023;04;202304;;;MT/AT;716.95;7;43843.75;06----;06----;06----
2023-04;2023;04;202304;Faro;Olhão;BTN/BTE;1843.4499999999969;637;95215.42099999994;08;0810;081000
2023-03;2023;03;202303;Faro;Olhão;BTN/BTE;1739.289999999996;613;75766.75400000002;08;0810;081000
2023-04;2023;04;202304;Leiria;Alcobaça;MT/AT;9116.55;60;384276.5;10;1001;100100
2023-04;2023;04;202304;Santarém;Almeirim;BTN/BTE;865.3599999999988;378;50873.74399999993;14;1403;140300
2023-04;2023;04;202304;Aveiro;Espinho;BTN/BTE;712.1099999999998;278;35577.279999999955;01;0107;010700
2023-04;2023;04;202304;Santarém;Coruche;MT/AT;2343.1;20;116163.5;14;1409;140900
2023-04;2023;04;202304;Porto;Vila Nova de Gaia;BTN/BTE;6909.950000000017;2634;354309.38599999965;13;1317;131700
2023-03;2023;03;202303;Porto;Vila Nova de Gaia;BTN/BTE;6507.030000000019;2492;199631.9549999994;13;1317;131700
2023-04;2023;04;202304;Aveiro;Mealhada;MT/AT;3320.3000000000006;11;51706.0;01;0111;011100
2023-03;2023;03;202303;Aveiro;Mealhada;BTN/BTE;915.3399999999988;427;33416.005999999965;01;0111;011100
2023-04;2023;04;202304;Braga;Fafe;MT/AT;1237.5500000000002;12;29154.0;03;0307;030700
2023-03;2023;03;202303;Braga;Fafe;BTN/BTE;2093.449999999999;895;60171.776999999944;03;0307;030700
2023-03;2023;03;202303;Guarda;Sabugal;BTN/BTE;464.6499999999996;173;18918.025999999987;09;0911;091100
2023-04;2023;04;202304;Lisboa;Amadora;BTN/BTE;981.5399999999997;249;43383.13899999998;11;1115;111500
2023-04;2023;04;202304;Coimbra;Tábua;BTN/BTE;562.7;202;34860.424999999974;06;0616;061600
2023-03;2023;03;202303;Vila Real;Peso da Régua;BTN/BTE;343.3400000000001;121;9237.838999999993;17;1708;170800
2023-04;2023;04;202304;Faro;Albufeira;MT/AT;659.8;5;4635.75;08;0801;080100
2023-04;2023;04;202304;Viseu;Sernancelhe;BTN/BTE;228.58999999999997;73;13452.58099999999;18;1818;181800
2023-03;2023;03;202303;Viseu;Sernancelhe;MT/AT;120.91;3;6979.5;18;1818;181800
2023-04;2023;04;202304;Évora;Arraiolos;MT/AT;412.55999999999995;7;6951.0;07;0702;070200
2023-03;2023;03;202303;Évora;Arraiolos;BTN/BTE;388.5799999999998;172;17854.386999999988;07;0702;070200
2023-03;2023;03;202303;Évora;Arraiolos;MT/AT;382.56;6;4366.0;07;0702;070200
2023-04;2023;04;202304;Setúbal;Alcácer do Sal;BTN/BTE;554.5399999999996;273;37953.152999999955;15;1501;150100
2023-03;2023;03;202303;Aveiro;Oliveira de Azeméis;BTN/BTE;2993.029999999997;845;77173.65599999997;01;0113;011300
2023-03;2023;03;202303;Lisboa;Torres Vedras;MT/AT;8248.699999999999;45;115099.75;11;1113;111300
2023-04;2023;04;202304;Évora;Alandroal;BTN/BTE;355.86;105;20969.647999999983;07;0701;070100
2023-04;2023;04;202304;Lisboa;Sintra;MT/AT;7768.56;57;216719.25;11;1111;111100
2023-03;2023;03;202303;Vila Real;Ribeira de Pena;BTN/BTE;116.35000000000004;73;4231.190999999995;17;1709;170900
2023-04;2023;04;202304;Leiria;Marinha Grande;MT/AT;8479.94;48;176273.75;10;1010;101000
2023-03;2023;03;202303;Leiria;Marinha Grande;MT/AT;8427.44;47;74990.5;10;1010;101000
2023-04;2023;04;202304;Lisboa;Vila Franca de Xira;MT/AT;5163.110000000001;23;64967.75;11;1114;111400
2023-03;2023;03;202303;Bragança;Mogadouro;BTN/BTE;326.30000000000007;75;12294.786999999984;04;0408;040800
2023-03;2023;03;202303;Porto;Lousada;MT/AT;1719.53;12;44072.75;13;1305;130500
2023-03;2023;03;202303;Porto;Santo Tirso;MT/AT;10016.37;33;59187.25;13;1314;131400
2023-03;2023;03;202303;Santarém;Chamusca;BTN/BTE;394.6500000000001;143;16795.217999999964;14;1407;140700
2023-03;2023;03;202303;Santarém;Chamusca;MT/AT;2603.2;10;50484.25;14;1407;140700
2023-03;2023;03;202303;Leiria;Castanheira de Pêra;BTN/BTE;68.63000000000001;50;3822.601999999999;10;1007;100700
2023-03;2023;03;202303;Leiria;Óbidos;MT/AT;2295.08;11;49548.5;10;1012;101200
2023-03;2023;03;202303;Guarda;Mêda;MT/AT;157.26999999999998;4;5137.0;09;0909;090900
2023-03;2023;03;202303;Aveiro;São João da Madeira;BTN/BTE;497.71;126;13306.873999999985;01;0116;011600
2023-03;2023;03;202303;Leiria;Batalha;MT/AT;3400.3900000000003;20;46256.25;10;1004;100400
2023-03;2023;03;202303;Coimbra;Mira;MT/AT;1492.28;9;9747.0;06;0608;060800
2023-03;2023;03;202303;Santarém;Alpiarça;BTN/BTE;255.94000000000005;135;13226.677999999984;14;1404;140400
2023-03;2023;03;202303;Porto;Maia;MT/AT;7409.030000000001;33;93152.75;13;1306;130600
2023-03;2023;03;202303;Braga;Vila Verde;MT/AT;2594.4700000000003;19;44664.0;03;0313;031300
2023-03;2023;03;202303;Lisboa;Cascais;BTN/BTE;6242.960000000034;2852;201539.2919999994;11;1105;110500
2023-03;2023;03;202303;Aveiro;Santa Maria da Feira;BTN/BTE;4410.200000000006;1745;138009.84099999984;01;0109;010900
2023-03;2023;03;202303;Faro;Portimão;BTN/BTE;2221.589999999998;571;81180.94999999992;08;0811;081100
2023-03;2023;03;202303;Viana do Castelo;Melgaço;MT/AT;221.91;4;1986.25;16;1603;160300
2023-03;2023;03;202303;;;MT/AT;346.07000000000005;5;5865.25;17----;17----;17----
2023-03;2023;03;202303;Leiria;Peniche;BTN/BTE;868.8299999999996;315;30462.164999999986;10;1014;101400
2023-03;2023;03;202303;Porto;Amarante;BTN/BTE;1861.7099999999987;775;56452.74099999992;13;1301;130100
2023-03;2023;03;202303;Aveiro;Águeda;MT/AT;11441.84;68;160024.0;01;0101;010100
2023-03;2023;03;202303;Aveiro;Murtosa;BTN/BTE;376.73999999999995;167;14202.95299999999;01;0112;011200
2023-03;2023;03;202303;Coimbra;Arganil;BTN/BTE;424.0799999999999;210;17367.497999999978;06;0601;060100
2023-03;2023;03;202303;Porto;Vila do Conde;MT/AT;3960.94;25;59993.25;13;1316;131600
2023-03;2023;03;202303;Portalegre;Arronches;BTN/BTE;117.57999999999998;35;4040.2969999999955;12;1202;120200
2023-03;2023;03;202303;Portalegre;Ponte de Sor;BTN/BTE;444.25999999999993;247;22595.681999999975;12;1213;121300
2023-03;2023;03;202303;Vila Real;Vila Pouca de Aguiar;BTN/BTE;558.3900000000001;268;17342.355999999992;17;1713;171300
2023-03;2023;03;202303;Évora;Vila Viçosa;BTN/BTE;159.92000000000002;65;5602.708999999996;07;0714;071400
2023-03;2023;03;202303;Aveiro;Sever do Vouga;MT/AT;915.25;6;11158.25;01;0117;011700
2023-03;2023;03;202303;Santarém;Alcanena;MT/AT;2755.3500000000004;14;31180.0;14;1402;140200
