Data;Ano;Mês;ano_mes;Distrito;Concelho;Nível de Tensão;Potência Instalada (kW);Número de Instalações;Energia Injetada (kWh);Código Distrito;Código Concelho;Código Freguesia
2024-01;2024;01;202401;Setúbal;Palmela;MT/AT;4114.66;33;37524.0;15;1508;150800
2024-01;2024;01;202401;Setúbal;Palmela;BTN/BTE;5475.590000000028;2169;92159.0999999999;15;1508;150800
2024-01;2024;01;202401;Portalegre;Avis;BTN/BTE;211.87;83;2966.6929999999975;12;1203;120300
2024-01;2024;01;202401;Portalegre;Avis;MT/AT;261.0;5;3407.5;12;1203;120300
2024-01;2024;01;202401;Viana do Castelo;Ponte da Barca;BTN/BTE;502.0000000000001;179;5407.963999999996;16;1606;160600
2024-01;2024;01;202401;Leiria;Ansião;MT/AT;1939.64;13;21066.0;10;1003;100300
2024-01;2024;01;202401;Porto;Baião;BTN/BTE;586.2900000000002;249;9455.847999999994;13;1302;130200
2024-01;2024;01;202401;Lisboa;Loures;MT/AT;8818.300000000001;49;66605.25;11;1107;110700
2024-01;2024;01;202401;Lisboa;Loures;BTN/BTE;4905.410000000031;1820;70835.3429999999;11;1107;110700
2024-01;2024;01;202401;Évora;Évora;MT/AT;4731.68;22;75062.0;07;0705;070500
2024-01;2024;01;202401;Évora;Évora;BTN/BTE;3784.800000000001;1076;67341.85399999999;07;0705;070500
2024-01;2024;01;202401;Aveiro;Castelo de Paiva;MT/AT;921.8299999999999;8;2413.75;01;0106;010600
2024-01;2024;01;202401;Beja;Castro Verde;MT/AT;316.24;4;5471.25;02;0206;020600
2024-01;2024;01;202401;Beja;Moura;MT/AT;419.96;11;26189.75;02;0210;021000
2024-01;2024;01;202401;Portalegre;Elvas;BTN/BTE;1362.3499999999995;260;28693.176999999996;12;1207;120700
2024-01;2024;01;202401;Setúbal;Sesimbra;BTN/BTE;3703.310000000016;2392;61073.081999999966;15;1511;151100
2024-01;2024;01;202401;Braga;Celorico de Basto;BTN/BTE;1142.300000000002;488;13149.540999999994;03;0305;030500
2024-01;2024;01;202401;Braga;Celorico de Basto;MT/AT;1701.89;8;6377.0;03;0305;030500
2024-01;2024;01;202401;Santarém;Entroncamento;MT/AT;1379.23;8;11797.0;14;1410;141000
2024-01;2024;01;202401;Guarda;Sabugal;MT/AT;222.66;3;1247.0;09;0911;091100
2024-01;2024;01;202401;Faro;Tavira;BTN/BTE;1821.9999999999977;580;46434.446999999906;08;0814;081400
2023-12;2023;12;202312;Portalegre;Ponte de Sor;MT/AT;833.82;5;6948.5;12;1213;121300
2024-01;2024;01;202401;Viseu;São Pedro do Sul;MT/AT;1133.08;13;7403.25;18;1816;181600
2024-01;2024;01;202401;Aveiro;Mealhada;BTN/BTE;1438.6499999999978;589;21500.614999999994;01;0111;011100
2024-01;2024;01;202401;Faro;Tavira;MT/AT;1313.6399999999999;9;4917.25;08;0814;081400
2024-01;2024;01;202401;Guarda;Pinhel;BTN/BTE;674.8499999999998;226;11477.565999999984;09;0910;091000
2024-01;2024;01;202401;Coimbra;Condeixa-a-Nova;MT/AT;1675.52;6;19855.25;06;0604;060400
2024-01;2024;01;202401;Viseu;São João da Pesqueira;MT/AT;419.02;7;1145.5;18;1815;181500
2023-12;2023;12;202312;Viseu;São João da Pesqueira;MT/AT;414.02;6;569.25;18;1815;181500
2023-12;2023;12;202312;Viseu;São João da Pesqueira;BTN/BTE;415.70000000000005;156;2951.083999999995;18;1815;181500
2024-01;2024;01;202401;Viseu;Sernancelhe;MT/AT;262.26;4;2914.0;18;1818;181800
2023-12;2023;12;202312;Santarém;Entroncamento;MT/AT;1379.23;8;28406.5;14;1410;141000
2023-12;2023;12;202312;Castelo Branco;Oleiros;BTN/BTE;332.77000000000004;142;7694.235999999994;05;0506;050600
2023-12;2023;12;202312;Lisboa;Vila Franca de Xira;MT/AT;6296.11;31;21462.5;11;1114;111400
2023-12;2023;12;202312;Bragança;Mogadouro;BTN/BTE;567.5200000000002;128;8033.854999999998;04;0408;040800
2023-12;2023;12;202312;Porto;Paredes;BTN/BTE;3769.0600000000013;1330;41692.497999999934;13;1310;131000
2023-12;2023;12;202312;Viseu;Mortágua;MT/AT;1708.1599999999999;6;19682.25;18;1808;180800
2023-12;2023;12;202312;Lisboa;Sintra;MT/AT;13608.61;83;95454.5;11;1111;111100
2023-12;2023;12;202312;Lisboa;Sintra;BTN/BTE;11124.370000000063;3749;167577.79499999958;11;1111;111100
2023-12;2023;12;202312;Castelo Branco;Covilhã;BTN/BTE;2581.730000000001;1038;44213.98100000003;05;0503;050300
2023-12;2023;12;202312;Braga;Vila Nova de Famalicão;BTN/BTE;8656.920000000082;4107;98966.42100000005;03;0312;031200
2023-12;2023;12;202312;Leiria;Batalha;MT/AT;5925.390000000001;29;37107.5;10;1004;100400
2023-12;2023;12;202312;Coimbra;Soure;BTN/BTE;1041.6899999999998;482;14048.976999999992;06;0615;061500
2023-12;2023;12;202312;Viseu;Vila Nova de Paiva;BTN/BTE;630.2199999999998;151;8363.865999999998;18;1822;182200
2023-12;2023;12;202312;Santarém;Santarém;MT/AT;9780.78;39;97559.5;14;1416;141600
2023-12;2023;12;202312;Aveiro;Anadia;MT/AT;3639.769999999999;24;38898.0;01;0103;010300
2023-12;2023;12;202312;Beja;Alvito;BTN/BTE;125.72999999999999;63;2287.7769999999987;02;0203;020300
2023-12;2023;12;202312;Santarém;Rio Maior;BTN/BTE;1369.4299999999987;524;22771.44299999998;14;1414;141400
2023-12;2023;12;202312;Aveiro;Ovar;MT/AT;10433.330000000002;41;122590.8145;01;0115;011500
2023-12;2023;12;202312;Beja;Serpa;MT/AT;2256.07;17;53282.5;02;0213;021300
2023-12;2023;12;202312;Porto;Porto;BTN/BTE;4147.700000000006;1207;32038.51899999997;13;1312;131200
2023-12;2023;12;202312;Aveiro;Sever do Vouga;BTN/BTE;787.1100000000001;292;14919.924999999992;01;0117;011700
2023-12;2023;12;202312;Setúbal;Alcácer do Sal;BTN/BTE;851.6299999999997;343;17893.643999999986;15;1501;150100
2023-12;2023;12;202312;Coimbra;Tábua;BTN/BTE;861.52;295;13761.238999999992;06;0616;061600
2023-12;2023;12;202312;Santarém;Vila Nova da Barquinha;MT/AT;320.0;3;2107.75;14;1420;142000
2023-12;2023;12;202312;Aveiro;Santa Maria da Feira;BTN/BTE;7461.200000000034;2488;106483.12799999975;01;0109;010900
2023-12;2023;12;202312;Viseu;Armamar;BTN/BTE;479.41999999999996;159;2735.383999999997;18;1801;180100
2023-12;2023;12;202312;Vila Real;Sabrosa;MT/AT;184.2;3;22.5;17;1710;171000
2023-12;2023;12;202312;Braga;Vila Verde;BTN/BTE;4634.760000000005;1513;46775.5589999999;03;0313;031300
2023-12;2023;12;202312;Vila Real;Peso da Régua;BTN/BTE;474.99;179;2849.376999999997;17;1708;170800
2023-12;2023;12;202312;Bragança;Miranda do douro;BTN/BTE;447.32999999999987;133;3840.0099999999943;04;0406;040600
2023-12;2023;12;202312;Braga;Vizela;BTN/BTE;1388.4699999999998;748;12594.829999999994;03;0314;031400
2023-12;2023;12;202312;Santarém;Alcanena;BTN/BTE;1023.5299999999985;393;19821.403999999966;14;1402;140200
2023-12;2023;12;202312;Santarém;Benavente;MT/AT;3380.5099999999998;28;52908.75;14;1405;140500
2023-12;2023;12;202312;Braga;Celorico de Basto;MT/AT;1701.89;8;9891.5;03;0305;030500
2023-12;2023;12;202312;Braga;Celorico de Basto;BTN/BTE;1130.9600000000019;479;12351.420999999984;03;0305;030500
2023-12;2023;12;202312;Leiria;Ansião;BTN/BTE;760.6199999999999;273;12281.14;10;1003;100300
2023-12;2023;12;202312;Viana do Castelo;Arcos de Valdevez;BTN/BTE;1118.5400000000004;487;12248.316999999979;16;1601;160100
2023-12;2023;12;202312;Viana do Castelo;Arcos de Valdevez;MT/AT;2259.85;8;4096.25;16;1601;160100
2023-12;2023;12;202312;Vila Real;Ribeira de Pena;BTN/BTE;200.85999999999999;93;2823.889999999998;17;1709;170900
2023-12;2023;12;202312;Vila Real;Ribeira de Pena;MT/AT;320.28;5;6701.5;17;1709;170900
2023-12;2023;12;202312;Aveiro;Águeda;MT/AT;15041.029999999999;96;203202.25;01;0101;010100
2023-12;2023;12;202312;Lisboa;Oeiras;BTN/BTE;3962.3400000000083;1563;48594.271999999924;11;1110;111000
2023-12;2023;12;202312;Viseu;Tarouca;BTN/BTE;344.95000000000005;141;4715.697999999985;18;1820;182000
2023-12;2023;12;202312;Viseu;Sernancelhe;BTN/BTE;387.93999999999994;105;6306.030999999996;18;1818;181800
2023-12;2023;12;202312;Portalegre;Avis;MT/AT;191.0;5;1068.5;12;1203;120300
2023-12;2023;12;202312;Santarém;Tomar;BTN/BTE;2153.8799999999987;929;31564.288999999997;14;1418;141800
2023-12;2023;12;202312;Aveiro;Albergaria-a-Velha;MT/AT;4381.33;25;43341.0;01;0102;010200
2023-12;2023;12;202312;Aveiro;Ílhavo;MT/AT;7523.660000000002;36;62697.0;01;0110;011000
2023-12;2023;12;202312;Aveiro;Ílhavo;BTN/BTE;2151.7899999999977;1060;38610.08999999994;01;0110;011000
2023-12;2023;12;202312;Faro;Vila do Bispo;MT/AT;245.55;3;633.0;08;0815;081500
2023-12;2023;12;202312;Évora;Montemor-o-Novo;MT/AT;1197.66;11;25532.75;07;0706;070600
2023-12;2023;12;202312;Évora;Mourão;BTN/BTE;142.88000000000002;46;1371.4539999999995;07;0708;070800
2023-12;2023;12;202312;Viana do Castelo;Paredes de Coura;BTN/BTE;635.3199999999998;198;6608.015999999997;16;1605;160500
2023-12;2023;12;202312;Portalegre;Gavião;BTN/BTE;229.60999999999999;108;3866.564;12;1209;120900
2023-12;2023;12;202312;Portalegre;Nisa;BTN/BTE;439.56999999999994;151;6117.960999999998;12;1212;121200
2023-12;2023;12;202312;Bragança;Macedo de Cavaleiros;MT/AT;302.76;3;363.0;04;0405;040500
2023-12;2023;12;202312;Porto;Vila Nova de Gaia;BTN/BTE;9594.750000000018;3376;110676.60399999996;13;1317;131700
2023-12;2023;12;202312;Porto;Trofa;BTN/BTE;2265.4499999999994;795;24820.48499999999;13;1318;131800
2023-12;2023;12;202312;Coimbra;Penacova;MT/AT;815.6;4;16145.25;06;0613;061300
2023-12;2023;12;202312;Setúbal;Alcochete;MT/AT;1186.3899999999999;11;11427.0;15;1502;150200
2023-12;2023;12;202312;Portalegre;Campo Maior;BTN/BTE;493.21000000000004;112;9346.012999999977;12;1204;120400
2023-12;2023;12;202312;Portalegre;Fronteira;MT/AT;194.07;7;12675.25;12;1208;120800
2023-12;2023;12;202312;Faro;Aljezur;MT/AT;186.65;3;3327.25;08;0803;080300
2023-12;2023;12;202312;Viana do Castelo;Melgaço;MT/AT;301.90999999999997;5;99.25;16;1603;160300
2023-12;2023;12;202312;Viseu;Cinfães;MT/AT;139.44;3;29.0;18;1804;180400
2023-12;2023;12;202312;Viseu;Sátão;MT/AT;351.61;4;282.25;18;1817;181700
2023-12;2023;12;202312;Porto;Lousada;BTN/BTE;2723.530000000005;1172;30698.612999999994;13;1305;130500
2023-12;2023;12;202312;;;MT/AT;148.9;4;405.75;04----;04----;04----
2023-12;2023;12;202312;Viana do Castelo;Ponte da Barca;BTN/BTE;499.0000000000001;178;4353.351999999998;16;1606;160600
2023-12;2023;12;202312;Viseu;Mortágua;BTN/BTE;927.8799999999997;343;16241.708999999979;18;1808;180800
2023-12;2023;12;202312;Faro;Lagoa;BTN/BTE;3216.180000000005;764;66760.65999999992;08;0806;080600
2023-12;2023;12;202312;Viseu;Tabuaço;BTN/BTE;254.77000000000004;100;1723.9759999999983;18;1819;181900
2023-12;2023;12;202312;Vila Real;Santa Marta de Penaguião;BTN/BTE;243.74000000000007;115;1703.7489999999977;17;1711;171100
2023-12;2023;12;202312;Santarém;Ourém;BTN/BTE;3540.130000000001;949;52341.250999999866;14;1421;142100
2023-12;2023;12;202312;Lisboa;Mafra;MT/AT;5834.38;37;35350.25;11;1109;110900
2023-12;2023;12;202312;Santarém;Almeirim;BTN/BTE;1410.7399999999989;500;35511.74099999997;14;1403;140300
2023-12;2023;12;202312;Lisboa;Cadaval;MT/AT;2124.21;10;5158.25;11;1104;110400
2023-12;2023;12;202312;Évora;Reguengos de Monsaraz;BTN/BTE;691.0399999999994;241;16091.56799999996;07;0711;071100
2023-12;2023;12;202312;Faro;Monchique;BTN/BTE;395.3299999999999;97;9345.587999999989;08;0809;080900
2023-12;2023;12;202312;Viana do Castelo;Vila Nova de Cerveira;BTN/BTE;544.4899999999999;253;4920.1999999999925;16;1610;161000
2023-12;2023;12;202312;Évora;Portel;BTN/BTE;303.4;91;5573.714999999997;07;0709;070900
2023-12;2023;12;202312;Évora;Portel;MT/AT;240.25;5;18752.75;07;0709;070900
2023-12;2023;12;202312;Santarém;Golegã;MT/AT;1143.33;7;16079.5;14;1412;141200
2023-12;2023;12;202312;Santarém;Golegã;BTN/BTE;618.1599999999996;187;27944.233999999997;14;1412;141200
2023-12;2023;12;202312;Guarda;Manteigas;BTN/BTE;126.65000000000002;40;2065.475999999997;09;0908;090800
2024-01;2024;01;202401;Aveiro;Vale de Cambra;BTN/BTE;1268.44;418;13909.974999999982;01;0119;011900
2024-01;2024;01;202401;Porto;Matosinhos;BTN/BTE;4958.270000000006;1593;42978.945999999974;13;1308;130800
2024-01;2024;01;202401;Bragança;Mirandela;MT/AT;531.99;6;2439.25;04;0407;040700
2023-12;2023;12;202312;Bragança;Mirandela;BTN/BTE;1153.38;396;10988.836999999983;04;0407;040700
2024-01;2024;01;202401;Leiria;Bombarral;MT/AT;1576.6299999999999;10;2902.5;10;1005;100500
2023-12;2023;12;202312;Lisboa;Sobral de Monte Agraço;MT/AT;1200.83;9;14390.25;11;1112;111200
2023-12;2023;12;202312;Guarda;Vila Nova de Foz Côa;MT/AT;270.32;4;2354.25;09;0914;091400
2024-01;2024;01;202401;Bragança;Vila Flor;BTN/BTE;359.86;102;3610.8579999999934;04;0410;041000
2023-12;2023;12;202312;Bragança;Vila Flor;MT/AT;605.14;4;3393.5;04;0410;041000
2023-12;2023;12;202312;Bragança;Vila Flor;BTN/BTE;360.36;102;3439.277999999997;04;0410;041000
2023-12;2023;12;202312;Leiria;Peniche;MT/AT;1349.4;8;11270.25;10;1014;101400
2023-12;2023;12;202312;Leiria;Peniche;BTN/BTE;1177.11;444;12855.043999999985;10;1014;101400
2023-12;2023;12;202312;Vila Real;Chaves;MT/AT;1764.3400000000001;21;3509.0;17;1703;170300
2023-12;2023;12;202312;Coimbra;Lousã;BTN/BTE;732.5900000000001;349;9539.551999999992;06;0607;060700
2023-12;2023;12;202312;Guarda;Fornos de Algodres;BTN/BTE;278.93;88;3821.499999999996;09;0905;090500
2023-12;2023;12;202312;Beja;Beja;BTN/BTE;2845.739999999998;467;96169.39699999997;02;0205;020500
2023-12;2023;12;202312;Porto;Marco de Canaveses;BTN/BTE;2583.9300000000053;1086;29452.406999999952;13;1307;130700
2023-12;2023;12;202312;Aveiro;Murtosa;BTN/BTE;756.1299999999994;242;11649.883999999987;01;0112;011200
2023-12;2023;12;202312;Coimbra;Figueira da Foz;BTN/BTE;3194.980000000006;1198;47359.410999999935;06;0605;060500
2023-12;2023;12;202312;Leiria;Porto de Mós;MT/AT;5895.719999999999;26;43232.75;10;1016;101600
2023-12;2023;12;202312;Santarém;Salvaterra de Magos;MT/AT;973.1100000000001;12;32804.25;14;1415;141500
2023-12;2023;12;202312;Santarém;Salvaterra de Magos;BTN/BTE;1937.389999999996;891;35327.53699999996;14;1415;141500
2023-12;2023;12;202312;Porto;Amarante;MT/AT;743.12;11;8943.75;13;1301;130100
2023-12;2023;12;202312;Coimbra;Miranda do Corvo;BTN/BTE;693.9299999999998;269;8879.95999999999;06;0609;060900
2023-12;2023;12;202312;Guarda;Guarda;MT/AT;2476.7800000000007;15;30962.75;09;0907;090700
2023-12;2023;12;202312;Guarda;Guarda;BTN/BTE;2193.8599999999997;680;42398.43199999999;09;0907;090700
2023-12;2023;12;202312;Castelo Branco;Vila de Rei;BTN/BTE;214.24;67;2093.1809999999996;05;0510;051000
2023-12;2023;12;202312;Leiria;Alcobaça;MT/AT;11098.049999999996;78;127329.25;10;1001;100100
2023-12;2023;12;202312;Leiria;Alcobaça;BTN/BTE;4778.050000000001;1471;64623.20399999992;10;1001;100100
2023-12;2023;12;202312;Portalegre;Monforte;BTN/BTE;302.09000000000003;40;5348.867;12;1211;121100
2023-12;2023;12;202312;Bragança;Alfândega da Fé;BTN/BTE;259.09000000000003;80;4503.545999999994;04;0401;040100
2023-12;2023;12;202312;Castelo Branco;Fundão;MT/AT;3216.06;22;28175.75;05;0504;050400
2023-12;2023;12;202312;Setúbal;Almada;MT/AT;1737.9;12;6050.5;15;1503;150300
2023-12;2023;12;202312;Lisboa;Cascais;BTN/BTE;9252.420000000035;3693;108559.80299999958;11;1105;110500
2023-12;2023;12;202312;Braga;Vieira do Minho;BTN/BTE;558.1300000000001;245;6626.392999999986;03;0311;031100
2023-12;2023;12;202312;Vila Real;Vila Pouca de Aguiar;BTN/BTE;901.3599999999999;362;8292.212999999989;17;1713;171300
2023-12;2023;12;202312;Castelo Branco;Vila Velha de Ródão;MT/AT;2180.79;5;1841.75;05;0511;051100
2023-12;2023;12;202312;;;MT/AT;413.4;3;3436.75;10----;10----;10----
2023-12;2023;12;202312;Setúbal;Santiago do Cacém;MT/AT;2099.64;11;23516.25;15;1509;150900
2023-12;2023;12;202312;Évora;Viana do Alentejo;MT/AT;578.0999999999999;5;43188.75;07;0713;071300
2023-12;2023;12;202312;Évora;Viana do Alentejo;BTN/BTE;819.0400000000001;155;17093.856999999993;07;0713;071300
2023-10;2023;10;202310;Aveiro;Vale de Cambra;BTN/BTE;1148.75;389;21489.952999999972;01;0119;011900
2023-12;2023;12;202312;Castelo Branco;Fundão;BTN/BTE;1807.959999999999;577;40030.70699999996;05;0504;050400
2023-10;2023;10;202310;Castelo Branco;Fundão;BTN/BTE;1745.2299999999984;560;56309.75899999996;05;0504;050400
2023-10;2023;10;202310;Castelo Branco;Fundão;MT/AT;2806.06;20;32512.0;05;0504;050400
2023-10;2023;10;202310;Guarda;Aguiar da Beira;BTN/BTE;657.68;105;13274.529999999975;09;0901;090100
2023-10;2023;10;202310;Évora;Évora;MT/AT;4015.68;21;35782.5;07;0705;070500
2023-12;2023;12;202312;Lisboa;Azambuja;MT/AT;6637.669999999999;21;59097.75;11;1103;110300
2023-12;2023;12;202312;Leiria;Bombarral;MT/AT;1576.6299999999999;10;1125.75;10;1005;100500
2023-10;2023;10;202310;Aveiro;Mealhada;BTN/BTE;1346.539999999998;574;30728.47199999997;01;0111;011100
2023-10;2023;10;202310;Aveiro;Mealhada;MT/AT;5471.3;20;64940.5;01;0111;011100
2023-10;2023;10;202310;Santarém;Torres Novas;MT/AT;3122.6000000000004;22;42516.75;14;1419;141900
2023-12;2023;12;202312;Viseu;Tarouca;MT/AT;631.0;5;955.25;18;1820;182000
2023-10;2023;10;202310;Setúbal;Setúbal;MT/AT;5279.43;28;48724.25;15;1512;151200
2023-12;2023;12;202312;Santarém;Cartaxo;MT/AT;1303.53;12;10871.5;14;1406;140600
2023-10;2023;10;202310;Viseu;Resende;MT/AT;536.49;3;974.25;18;1813;181300
2023-10;2023;10;202310;Viseu;Resende;BTN/BTE;477.67000000000013;199;10099.650999999989;18;1813;181300
2023-12;2023;12;202312;Guarda;Pinhel;MT/AT;117.04;4;337.75;09;0910;091000
2023-12;2023;12;202312;Leiria;Porto de Mós;BTN/BTE;1676.0099999999993;569;24088.32099999999;10;1016;101600
2023-12;2023;12;202312;Beja;Vidigueira;BTN/BTE;356.83000000000004;113;9596.419999999987;02;0214;021400
2023-10;2023;10;202310;Beja;Vidigueira;BTN/BTE;356.11;112;10214.555999999997;02;0214;021400
2023-12;2023;12;202312;Guarda;Gouveia;MT/AT;448.96000000000004;6;3150.0;09;0906;090600
2023-10;2023;10;202310;Viana do Castelo;Valença;MT/AT;578.57;9;10959.75;16;1608;160800
2023-12;2023;12;202312;Bragança;Macedo de Cavaleiros;BTN/BTE;882.8199999999998;306;7642.9769999999935;04;0405;040500
2023-12;2023;12;202312;Évora;Montemor-o-Novo;BTN/BTE;1467.7599999999998;422;36555.39699999998;07;0706;070600
2023-10;2023;10;202310;Faro;Aljezur;MT/AT;186.65;3;3663.0;08;0803;080300
2023-12;2023;12;202312;Castelo Branco;Castelo Branco;MT/AT;3428.74;26;24044.0;05;0502;050200
2023-12;2023;12;202312;Viseu;Castro daire;BTN/BTE;1353.46;316;28932.146000000004;18;1803;180300
2023-12;2023;12;202312;Viseu;Viseu;BTN/BTE;6412.730000000007;2684;106667.60399999982;18;1823;182300
2023-10;2023;10;202310;Viseu;Viseu;MT/AT;3361.19;36;47652.75;18;1823;182300
2023-10;2023;10;202310;Porto;Paços de Ferreira;BTN/BTE;4458.520000000004;1412;101188.29399999985;13;1309;130900
2023-10;2023;10;202310;Leiria;Pombal;MT/AT;6700.0;48;96444.25;10;1015;101500
2023-10;2023;10;202310;Santarém;Mação;BTN/BTE;496.6800000000002;208;13009.203999999983;14;1413;141300
2023-10;2023;10;202310;Portalegre;Portalegre;MT/AT;2186.3500000000004;10;10642.75;12;1214;121400
2023-10;2023;10;202310;Portalegre;Portalegre;BTN/BTE;1240.1399999999994;430;30998.532999999974;12;1214;121400
2023-10;2023;10;202310;Viseu;Tabuaço;BTN/BTE;243.02000000000004;94;5031.942999999994;18;1819;181900
2023-10;2023;10;202310;Bragança;Alfândega da Fé;MT/AT;189.25;3;4103.5;04;0401;040100
2023-10;2023;10;202310;Porto;Santo Tirso;MT/AT;15316.500000000002;53;113129.75;13;1314;131400
2023-10;2023;10;202310;Évora;Vendas Novas;MT/AT;2282.27;14;44892.75;07;0712;071200
2023-10;2023;10;202310;Évora;Vendas Novas;BTN/BTE;653.3900000000001;286;20244.879999999983;07;0712;071200
2023-10;2023;10;202310;Bragança;Miranda do douro;BTN/BTE;430.07999999999987;126;11908.325999999981;04;0406;040600
2023-10;2023;10;202310;Porto;Felgueiras;MT/AT;9217.920000000002;64;163418.25;13;1303;130300
2023-10;2023;10;202310;Santarém;Coruche;BTN/BTE;1304.6100000000001;435;46419.343999999975;14;1409;140900
2023-10;2023;10;202310;Faro;Vila do Bispo;BTN/BTE;521.0700000000002;143;15764.067999999988;08;0815;081500
2023-10;2023;10;202310;Beja;Aljustrel;MT/AT;790.5899999999999;7;24433.75;02;0201;020100
2023-10;2023;10;202310;Vila Real;Peso da Régua;MT/AT;247.53;5;578.0;17;1708;170800
2023-10;2023;10;202310;Vila Real;Peso da Régua;BTN/BTE;459.4;174;9360.03799999999;17;1708;170800
2023-10;2023;10;202310;Coimbra;Figueira da Foz;MT/AT;15519.650000000001;35;58887.5;06;0605;060500
2023-10;2023;10;202310;Bragança;Vila Flor;MT/AT;405.14;3;6697.0;04;0410;041000
2023-10;2023;10;202310;Beja;Serpa;BTN/BTE;1090.6100000000001;195;32085.15399999997;02;0213;021300
2023-10;2023;10;202310;Coimbra;Oliveira do Hospital;MT/AT;1463.1399999999999;15;32732.75;06;0611;061100
2023-10;2023;10;202310;Viseu;Santa Comba Dão;BTN/BTE;768.1799999999996;345;18298.83099999997;18;1814;181400
2023-10;2023;10;202310;Aveiro;Espinho;MT/AT;1613.8400000000001;7;4346.5;01;0107;010700
2023-10;2023;10;202310;Leiria;Castanheira de Pêra;BTN/BTE;86.97000000000001;58;2460.5659999999966;10;1007;100700
2023-10;2023;10;202310;Faro;Silves;MT/AT;2052.8900000000003;12;9622.25;08;0813;081300
2023-10;2023;10;202310;Portalegre;Fronteira;BTN/BTE;258.92999999999995;72;10447.396999999994;12;1208;120800
2023-10;2023;10;202310;Vila Real;Boticas;MT/AT;74.0;4;1425.5;17;1702;170200
2023-10;2023;10;202310;Vila Real;Boticas;BTN/BTE;435.91999999999996;137;11318.19799999998;17;1702;170200
2023-10;2023;10;202310;Faro;São Brás de Alportel;BTN/BTE;1178.2900000000004;340;29500.856999999975;08;0812;081200
2023-10;2023;10;202310;Vila Real;Vila Real;BTN/BTE;2459.8999999999987;1127;53793.701999999976;17;1714;171400
2023-10;2023;10;202310;Beja;Moura;MT/AT;364.96;9;20015.75;02;0210;021000
2023-10;2023;10;202310;Guarda;Seia;BTN/BTE;1264.0999999999995;498;25460.539999999975;09;0912;091200
2023-10;2023;10;202310;Beja;Almodôvar;BTN/BTE;270.68;107;9356.039999999992;02;0202;020200
2023-10;2023;10;202310;Viseu;Mortágua;BTN/BTE;908.4099999999996;336;25223.04199999995;18;1808;180800
2023-10;2023;10;202310;Aveiro;Oliveira do Bairro;MT/AT;5157.710000000001;24;56137.25;01;0114;011400
2023-10;2023;10;202310;Aveiro;Murtosa;BTN/BTE;746.4299999999995;236;17853.703999999972;01;0112;011200
2023-10;2023;10;202310;Faro;Monchique;BTN/BTE;377.6699999999999;91;12301.57299999998;08;0809;080900
2023-10;2023;10;202310;Coimbra;Figueira da Foz;BTN/BTE;3118.410000000005;1166;79818.40599999996;06;0605;060500
2023-10;2023;10;202310;Santarém;Abrantes;BTN/BTE;2001.659999999999;794;62570.8059999999;14;1401;140100
2023-10;2023;10;202310;Évora;Portel;BTN/BTE;298.12;88;7786.638999999988;07;0709;070900
2023-10;2023;10;202310;Guarda;Celorico da Beira;BTN/BTE;399.3399999999998;144;9940.671999999988;09;0903;090300
2023-10;2023;10;202310;Guarda;Celorico da Beira;MT/AT;286.70000000000005;3;503.0;09;0903;090300
2023-10;2023;10;202310;Santarém;Chamusca;BTN/BTE;655.0299999999999;184;14850.35199999998;14;1407;140700
2023-10;2023;10;202310;Santarém;Chamusca;MT/AT;3861.2;16;28168.25;14;1407;140700
2023-10;2023;10;202310;Faro;Albufeira;BTN/BTE;3819.720000000003;1116;90764.28999999998;08;0801;080100
2023-10;2023;10;202310;Setúbal;Barreiro;MT/AT;2642.6400000000003;6;15403.75;15;1504;150400
2023-10;2023;10;202310;Santarém;Salvaterra de Magos;BTN/BTE;1771.0799999999965;849;47959.14099999991;14;1415;141500
2023-10;2023;10;202310;Viana do Castelo;Valença;BTN/BTE;670.8300000000003;271;15198.913999999982;16;1608;160800
2023-10;2023;10;202310;Porto;Valongo;BTN/BTE;3413.4400000000032;1250;74671.45399999991;13;1315;131500
2023-10;2023;10;202310;Beja;Barrancos;BTN/BTE;24.38;11;452.84099999999887;02;0204;020400
2023-10;2023;10;202310;Guarda;Manteigas;BTN/BTE;126.65000000000002;40;3718.5509999999986;09;0908;090800
2023-10;2023;10;202310;Aveiro;Oliveira do Bairro;BTN/BTE;2043.420000000001;723;58109.36599999989;01;0114;011400
2023-10;2023;10;202310;Coimbra;Arganil;BTN/BTE;726.4200000000003;319;16152.094999999974;06;0601;060100
2023-10;2023;10;202310;Viseu;São Pedro do Sul;BTN/BTE;1260.7;428;24548.98599999998;18;1816;181600
2023-10;2023;10;202310;Beja;Vidigueira;MT/AT;89.32;5;3837.5;02;0214;021400
2023-10;2023;10;202310;Porto;Vila Nova de Gaia;MT/AT;10911.960000000006;65;117740.25;13;1317;131700
2023-10;2023;10;202310;Leiria;Bombarral;MT/AT;1576.6299999999999;10;1529.0;10;1005;100500
2023-10;2023;10;202310;Leiria;Bombarral;BTN/BTE;970.8499999999999;308;27500.045999999973;10;1005;100500
2023-10;2023;10;202310;Vila Real;Murça;BTN/BTE;356.6500000000004;176;9638.913999999995;17;1707;170700
2023-10;2023;10;202310;Lisboa;Mafra;BTN/BTE;5490.920000000021;2371;144969.8789999999;11;1109;110900
2023-10;2023;10;202310;Castelo Branco;Castelo Branco;BTN/BTE;3616.130000000005;1141;107333.07699999996;05;0502;050200
2023-10;2023;10;202310;Vila Real;Vila Pouca de Aguiar;MT/AT;553.6899999999999;8;941.5;17;1713;171300
